1.743216876712166269e-02,1.695711674261433932e-02,1.563312661143983692e-02,1.322743658502625874e-02,9.483750209029379735e-03,6.749015819229639557e-03,4.518413024406271912e-03,4.239235694552687117e-03,4.642238784782429066e-03,4.751370214816029100e-03,4.269517174368136700e-03,2.530151976151944013e-03,3.757085050768561949e-04,-2.523897720755017074e-03,-3.623147000393719085e-03,-3.192030537013459089e-03,-1.385404051788052598e-03,5.365733386950120734e-04,2.394702418840034992e-03,4.593046358686565626e-03
1.695711674261433932e-02,1.671256177021117340e-02,1.556460645280251937e-02,1.324665962504005881e-02,9.513491903394051194e-03,6.365339865332960909e-03,3.599323231350382620e-03,3.160153234571139169e-03,3.748259235480408055e-03,4.099286288047140556e-03,3.754485067723140578e-03,2.089793478033970427e-03,-9.454957452576851808e-05,-3.001563081051200968e-03,-4.335368443053762115e-03,-4.075869616564825430e-03,-2.245540895971106198e-03,-2.766305710032563279e-04,1.616988250365673698e-03,3.843492622335685591e-03
1.563312661143983692e-02,1.556460645280251937e-02,1.490425877897808525e-02,1.320613630889773751e-02,1.020025275580304508e-02,6.937405175934693684e-03,3.595278133964926320e-03,2.633821813299748894e-03,2.579593465055217676e-03,2.419420135518790451e-03,2.032615263184436687e-03,4.398657477640711532e-04,-1.485586663851788973e-03,-3.994714505337042081e-03,-5.222078708409712625e-03,-4.915722976316191928e-03,-3.000092441601325596e-03,-9.428883691333795865e-04,1.031877813799162227e-03,3.362561443016607796e-03
1.322743658502625874e-02,1.324665962504005881e-02,1.320613630889773751e-02,1.256549698305157482e-02,1.077292060051155201e-02,7.872289374697260395e-03,4.610864241960055399e-03,3.331335994650621787e-03,2.434699712483399774e-03,1.361312702115704924e-03,6.276464373436794336e-04,-1.074937479915911249e-03,-2.735558729182401873e-03,-4.800820013916995074e-03,-5.745435000426877409e-03,-5.263651999181698585e-03,-3.243417880927757131e-03,-1.111722546686219181e-03,9.284535305066081348e-04,3.310816445404758061e-03
9.483750209029379735e-03,9.513491903394051194e-03,1.020025275580304508e-02,1.077292060051155201e-02,1.215653621239858213e-02,1.111182691358134078e-02,8.027734008720517275e-03,5.996637014036616461e-03,3.076176359917924801e-03,8.568641028505275068e-04,3.028600161011864213e-04,-3.628870091982358114e-04,-7.326605033915093530e-04,-1.353101573431853650e-03,-2.270294800274797343e-03,-2.185478681028061015e-03,-1.046276083104053650e-03,3.042102261179070212e-04,1.660307460422495241e-03,3.653285031481121568e-03
6.749015819229639557e-03,6.365339865332960909e-03,6.937405175934693684e-03,7.872289374697260395e-03,1.111182691358134078e-02,1.272887858122380249e-02,1.222336142202223516e-02,1.089297222906657550e-02,7.083129796075983420e-03,4.443487739892677812e-03,3.800513944846708840e-03,3.717878591490367517e-03,4.124601983616553100e-03,4.279759062551994134e-03,3.797112728856688168e-03,3.854016397114416476e-03,4.097346892521351938e-03,4.534594508089613216e-03,5.071313312018102364e-03,6.264455516769456590e-03
4.518413024406271912e-03,3.599323231350382620e-03,3.595278133964926320e-03,4.610864241960055399e-03,8.027734008720517275e-03,1.222336142202223516e-02,1.667743046499925094e-02,1.773968361660225798e-02,1.476260108817494671e-02,1.240138510727026300e-02,1.075914092831447080e-02,9.824382758228441398e-03,9.751528189290575160e-03,9.315341002118632946e-03,9.578433856459607140e-03,1.013531996353774639e-02,1.011685187946508371e-02,1.015572621453551989e-02,1.028704116367831246e-02,1.057720118015601299e-02
4.239235694552687117e-03,3.160153234571139169e-03,2.633821813299748894e-03,3.331335994650621787e-03,5.996637014036616461e-03,1.089297222906657550e-02,1.773968361660225798e-02,2.048135703411502889e-02,1.900893335707574267e-02,1.754408316881614707e-02,1.554878450710631133e-02,1.400756628581319337e-02,1.319307423104711108e-02,1.182973823009880396e-02,1.200337164300379830e-02,1.261135513242864041e-02,1.257681854206215560e-02,1.253932553082558535e-02,1.258561275370536151e-02,1.252700602959030442e-02
4.642238784782429066e-03,3.748259235480408055e-03,2.579593465055217676e-03,2.434699712483399774e-03,3.076176359917924801e-03,7.083129796075983420e-03,1.476260108817494671e-02,1.900893335707574267e-02,2.044539183214385061e-02,2.092829050673551683e-02,1.895075734467538756e-02,1.665937021563290710e-02,1.456750971469373060e-02,1.169512195857678669e-02,1.105843701750035789e-02,1.125731718406359008e-02,1.136252036661635628e-02,1.146652783031112781e-02,1.162390481190695227e-02,1.135627910459584625e-02
4.751370214816029100e-03,4.099286288047140556e-03,2.419420135518790451e-03,1.361312702115704924e-03,8.568641028505275068e-04,4.443487739892677812e-03,1.240138510727026300e-02,1.754408316881614707e-02,2.092829050673551683e-02,2.326969477787136503e-02,2.189531227002821517e-02,1.974864665542051118e-02,1.717363101831822711e-02,1.362195998025740769e-02,1.220908283492168345e-02,1.180366109246260009e-02,1.156758929919414827e-02,1.139747014528920237e-02,1.130752319949080570e-02,1.067909698859548749e-02
4.269517174368136700e-03,3.754485067723140578e-03,2.032615263184436687e-03,6.276464373436794336e-04,3.028600161011864213e-04,3.800513944846708840e-03,1.075914092831447080e-02,1.554878450710631133e-02,1.895075734467538756e-02,2.189531227002821517e-02,2.160280415146873315e-02,2.049014566219083469e-02,1.851316943940885598e-02,1.555137016962511096e-02,1.384490415214313826e-02,1.305274752328208429e-02,1.229579988291066087e-02,1.165817265478948615e-02,1.120415356750114125e-02,1.046267914344710392e-02
