1.805382931195646107e-02,1.623933157255310830e-02,1.400518439665937934e-02,1.144052859678792826e-02,9.365929861335104203e-03,6.965111643361806930e-03,4.829578971031705734e-03,3.071152315806746809e-03,2.234196938186873600e-03,2.617661294050960957e-03,3.858280510015562291e-03,3.668333329383785622e-03,3.726530512719815856e-03,1.982116119694780909e-03,2.639654611377212703e-03,3.423801296131880924e-03,7.168771263607917610e-03,6.974878513633473755e-03,9.676952204693403670e-03,2.421845272006472455e-02
1.626678433046059580e-02,1.557718372699035646e-02,1.405705698661714222e-02,1.195489834058040615e-02,1.039261876124499863e-02,8.704014731497148813e-03,7.046293142045803419e-03,5.384064483707933987e-03,4.570327596930994982e-03,4.963051445393681579e-03,6.267160729503934609e-03,5.748538972210334892e-03,4.853955768523443744e-03,3.260216176271916143e-03,3.996437329022337406e-03,4.929495596795533882e-03,1.109458851822427844e-02,1.503434489173523583e-02,1.849255818685616171e-02,3.082687625401569695e-02
1.415598785852420147e-02,1.416397608607084316e-02,1.326938637843511938e-02,1.164355616482589707e-02,1.053534495851424745e-02,9.462439640399151683e-03,8.266222804115437583e-03,6.785746453607357891e-03,5.991960657911603837e-03,6.161888155599709246e-03,7.264758785399191496e-03,6.381708403262837011e-03,4.715505773113901934e-03,3.427652881906216240e-03,4.216808867032495120e-03,5.738245626070938472e-03,1.345512202732242028e-02,2.003615140450786675e-02,2.393197973955038527e-02,3.340478881751875878e-02
1.170789106583154486e-02,1.216914934050085211e-02,1.175674022594550873e-02,1.060821025600030068e-02,9.949384581767122676e-03,9.417402701196658094e-03,8.666849166106329119e-03,7.466462812175410357e-03,6.857009960831104631e-03,6.978090747501952858e-03,7.885304339529797604e-03,6.832501038112713011e-03,4.861141497139058465e-03,3.943607495002533769e-03,4.739090706503626058e-03,6.610071164872422488e-03,1.487637178316939500e-02,2.284666651708855412e-02,2.698940678470372612e-02,3.420691280211014818e-02
9.664775300613765233e-03,1.062521486189308730e-02,1.067770526700447843e-02,9.989207743173635426e-03,9.815735429860745001e-03,9.848529800677354243e-03,9.550602750934493457e-03,8.622229876273606111e-03,8.282434827622305734e-03,8.472746205336886133e-03,9.275427136398606970e-03,8.051797511910334729e-03,5.818816532740841117e-03,5.323951836086671628e-03,6.232462973405805857e-03,8.476826757941853183e-03,1.776578126985512915e-02,2.756943322029114726e-02,3.221075020947657824e-02,3.777040989813122696e-02
7.248645296886645217e-03,8.891311238481993534e-03,9.573102464833409611e-03,9.446141892809976903e-03,9.846045101023553556e-03,1.059072355796143380e-02,1.086205528277491006e-02,1.023662601590172305e-02,1.013357544753451002e-02,1.030356195472890632e-02,1.092864789327294660e-02,9.373764445581685839e-03,6.515557037067317911e-03,6.378734835214425886e-03,7.308570049631004512e-03,1.011537380499433030e-02,2.094374408554927972e-02,3.344714564783266009e-02,3.879258241569291665e-02,4.192967673383399263e-02
5.084659976460760393e-03,7.184243004220698323e-03,8.346558501363711413e-03,8.691560054688194162e-03,9.560252186170294444e-03,1.088195147158589268e-02,1.171769235702160503e-02,1.149902980285904923e-02,1.169761633560547666e-02,1.195628091564328310e-02,1.246761435728002687e-02,1.064794677252156249e-02,7.240248996521208777e-03,7.045088028793630372e-03,7.522769545586525074e-03,1.053198199059954959e-02,2.211151086927003878e-02,3.632340195191172127e-02,4.244118372475452067e-02,4.405350352566685806e-02
3.274847033935160672e-03,5.476704172746421975e-03,6.849291162245087564e-03,7.505918288979921901e-03,8.669024391665842988e-03,1.030870456444585824e-02,1.155769198724077365e-02,1.178621566452801861e-02,1.234172245660191194e-02,1.278142887847016212e-02,1.324757682360662436e-02,1.138137509097472688e-02,7.909483710166975712e-03,7.514621382297931133e-03,7.399101532831169753e-03,1.008772295371972508e-02,2.119178116219267577e-02,3.519141244147210024e-02,4.129147905567395055e-02,4.195951912322861549e-02
2.298862191609180386e-03,4.538208357640223164e-03,5.963191539629665236e-03,6.840229534649402629e-03,8.298376195949428227e-03,1.019512135521703430e-02,1.175579104211631892e-02,1.234210324378397401e-02,1.342183416738677512e-02,1.432588510123286932e-02,1.487906861400735935e-02,1.307129099407214161e-02,9.844721148184609402e-03,9.412179188098980520e-03,9.038991411248349303e-03,1.141156443721148654e-02,2.247226742892095841e-02,3.657371650446908373e-02,4.300232451739389311e-02,4.425569363368888481e-02
2.700156424877625701e-03,4.931744616676682000e-03,6.127469621866806285e-03,6.950837002127391653e-03,8.472817390437403437e-03,1.034651427032751148e-02,1.199785936349193581e-02,1.276294731885340913e-02,1.430202533731582577e-02,1.609132051260105806e-02,1.712177861959269382e-02,1.568967119404226021e-02,1.295880223390047208e-02,1.198600870611981652e-02,1.103376359472939272e-02,1.237502774090577969e-02,2.265680211397022581e-02,3.661004961508455835e-02,4.440506205026308051e-02,4.969493656995194186e-02
4.034822458961703252e-03,6.299905301927688321e-03,7.265356879893319388e-03,7.860859589450744714e-03,9.252390972402567415e-03,1.093251236999973237e-02,1.246660839908362260e-02,1.318471719337452504e-02,1.480473014493830647e-02,1.706161255795489787e-02,1.859898577831798488e-02,1.748426244766830562e-02,1.512442193155125354e-02,1.378610265276217564e-02,1.257201913980029138e-02,1.306681500278767012e-02,2.305463023171141698e-02,3.680993874187370174e-02,4.535611224469011937e-02,5.387579526297110732e-02
3.763445598826221927e-03,5.727266657649567570e-03,6.340133338064964444e-03,6.771225175354228173e-03,7.990823040623984408e-03,9.341760702397098118e-03,1.061802842935665077e-02,1.129872167063416741e-02,1.297011412840922383e-02,1.558439343976100212e-02,1.743068749949729448e-02,1.702668335876341907e-02,1.591164297359158944e-02,1.480585724174991562e-02,1.371081764717531522e-02,1.315744258650954068e-02,2.071639491584265080e-02,3.171928298722401229e-02,3.978484292893164076e-02,5.054633932905153171e-02
