run subrun event vtxid Enu_1e1p Eta PT_1e1p AlphaT_1e1p SphB_1e1p PzEnu_1e1p ChargeNearTrunk Q0_1e1p Q3_1e1p Thetas Phis PTRat_1e1p Proton_ThetaReco Proton_PhiReco MinShrFrac MaxShrFrac BjXB_1e1p BjYB_1e1p Proton_Edep Electron_Edep Lepton_ThetaReco Lepton_PhiReco OpenAng Xreco Yreco Zreco MPIDY_muon MPIDY_proton MPIDY_eminus shower_fraction Shower_Consistency EnuQE_lepton EnuQE_proton EnuTrue ccnc scedr POTweight GenieWeight LEEweight label newpi0flag datarun filetag cutLevel nBDTs tvweight0 sigprob0 tvweight1 sigprob1 tvweight2 sigprob2 tvweight3 sigprob3 tvweight4 sigprob4 tvweight5 sigprob5 tvweight6 sigprob6 tvweight7 sigprob7 tvweight8 sigprob8 tvweight9 sigprob9 tvweight10 sigprob10 tvweight11 sigprob11 tvweight12 sigprob12 tvweight13 sigprob13 tvweight14 sigprob14 tvweight15 sigprob15 tvweight16 sigprob16 tvweight17 sigprob17 tvweight18 sigprob18 tvweight19 sigprob19 sigprobavg sigprobmedian sigprobmax sigprob bdtweight
18953 260 13003 0 557.5536982473827 0.1452975571155548 670.7924035418541 2.6493817854426993 5620.762784723943 -763.765089302346 540.85888671875 117.94800832519519 339.32722434456247 3.6638224124908447 0.8805465698242188 0.9558535852843784 1.3747800588607788 -1.0329811573028564 0.0 0.7307692170143127 4.02280455780877 0.25757452259232577 89.34040832519531 436.9089899221875 2.2890424728393555 -1.9135277271270752 1.2216616868972778 232.1230926513672 24.266082763671875 474.25 0.038521505892276764 0.12783119082450867 0.5651296973228455 1.591150515560786 1.022884087215178 2295.2402982922736 -2252.165370521429 1488.81787109375 1 5.680218696594238 3.377491971416405e+21 0.29913436570424534 0.0 numu_other False 3 ncpi0 0 20.0 1.9994977398292315 0.014135944 0.0 0.0071606897 1.9994977398292315 0.011390964 1.9994977398292315 0.0059323744 0.0 0.005482547 1.9994977398292315 0.012335008 0.0 0.01185594 1.9994977398292315 0.014464129 1.9994977398292315 0.0062324814 1.9994977398292315 0.015954712 0.0 0.017386781 0.0 0.0073250323 0.0 0.008501286 1.9994977398292315 0.010563425 1.9994977398292315 0.00783129 1.9994977398292315 0.007214456 1.9994977398292315 0.01677451 1.9994977398292315 0.012644627 0.0 0.013352433 0.0 0.02049566 0.011289493297226727 0.011862985789775848 0.016774509102106094 0.011862985789775848 1
18938 17 895 0 405.07299969035154 0.09238503128290176 473.5862815914625 1.8471787890380167 708.7768418220453 14.259845969269179 86.56529235839844 219.7300060058593 467.2194439401538 2.446629762649536 1.688008189201355 0.7486896198603069 0.8178110718727112 1.0218358039855957 0.0 0.9929078221321106 0.7138239827281634 0.4430589378850442 191.12240600585938 182.64629368449218 1.6288186311721802 -0.6661723852157593 1.695961833000183 204.93580627441406 50.987037658691406 965.7000122070312 0.0 0.0 0.0 3.775007424206451 0.8649005612700673 269.0999032751905 824.2371402229917 773.3070678710938 1 26.158485412597656 3.377491971416405e+21 0.28842387782626466 0.0 numu_pi0 False 3 ncpi0 0 20.0 1.9994977398292315 0.008361727 0.0 0.011783833 0.0 0.007854511 1.9994977398292315 0.007937034 1.9994977398292315 0.009933708 0.0 0.0047162445 0.0 0.011062756 1.9994977398292315 0.007665527 1.9994977398292315 0.0075433953 0.0 0.0052342094 1.9994977398292315 0.0042597456 1.9994977398292315 0.013227787 1.9994977398292315 0.006759912 1.9994977398292315 0.009051876 0.0 0.010590482 0.0 0.0052850475 0.0 0.0062719085 0.0 0.008587369 0.0 0.0045210626 1.9994977398292315 0.011812425 0.008655313681811095 0.008149380329996347 0.013227786868810654 0.008149380329996347 1
18929 173 8690 1 630.5009759590233 0.23215578496456146 167.05515319105177 0.3902797925027779 183.9631468884298 237.43763272654326 548.452392578125 180.52353933105468 479.5369867834105 0.9959067702293396 2.944155216217041 0.1890043725634174 0.6229673027992249 -0.6643646359443665 0.0 0.5570032596588135 0.14348411079411988 0.23974458247634556 151.9159393310547 447.28073662796874 0.37293949723243713 2.2797906398773193 0.990977942943573 103.94306945800781 -39.64659118652344 644.8499755859375 0.013522304594516754 0.9965742826461792 0.7269909977912903 1.2676463810745415 0.9002290377804893 493.1141083175175 509.22564262628515 1881.1790771484375 1 0.5655087232589722 3.377491971416405e+21 0.11798210758671579 0.0 numu_pi0 False 3 ncpi0 0 20.0 1.9994977398292315 0.058072608 1.9994977398292315 0.061151713 0.0 0.032809105 0.0 0.015459066 0.0 0.0200406 1.9994977398292315 0.020833295 0.0 0.027321514 1.9994977398292315 0.020527812 1.9994977398292315 0.016460909 0.0 0.019450009 0.0 0.009469629 1.9994977398292315 0.08058266 0.0 0.015425732 0.0 0.025526019 1.9994977398292315 0.041167848 0.0 0.01293717 1.9994977398292315 0.03997654 1.9994977398292315 0.017624505 0.0 0.038002897 0.0 0.0229185 0.039599765919976763 0.039976540952920914 0.08058266341686249 0.039976540952920914 1
18927 53 2668 0 752.0179153506249 0.17407144606113434 478.59842771765204 2.449142276689812 5051.382575330401 -844.9753084433344 320.884765625 171.80437734375016 496.04404637178396 3.34336519241333 1.2075046300888062 0.9816551093285798 0.6532301306724548 0.8404865264892578 0.0 0.7529411911964417 6.06516374224841 0.23058243829024855 143.19677734375 577.516838006875 2.6901350021362305 2.0479912757873535 2.239974021911621 74.96138763427734 -32.871978759765625 660.4500122070312 0.02925347350537777 0.14964166283607483 0.6100325584411621 1.1548313779227888 0.3018891742892101 -2935.5306657163833 508.15676554658495 1132.4410400390625 1 94.86589050292969 3.377491971416405e+21 0.13943667657263403 0.0 numu_pi0 False 3 ncpi0 0 20.0 0.0 0.07652074 0.0 0.107936434 0.0 0.055977907 1.9994977398292315 0.182167 1.9994977398292315 0.050375026 0.0 0.08180768 0.0 0.062076382 0.0 0.05352455 0.0 0.05792787 1.9994977398292315 0.055100907 1.9994977398292315 0.11239807 0.0 0.065447725 0.0 0.050807934 0.0 0.08485865 1.9994977398292315 0.15657982 0.0 0.059588 1.9994977398292315 0.090413354 0.0 0.063776664 0.0 0.046676178 1.9994977398292315 0.17065933 0.1168133584516389 0.11239807307720184 0.18216699361801147 0.11239807307720184 1
18795 235 11792 0 911.8326288026561 0.08898497372865677 178.06932736115274 0.4725058579563429 265.8552311973338 224.8127719992957 361.19964599609375 251.2465770507813 593.8346866993137 1.0872763395309448 2.951413869857788 0.15477436001922337 0.6774893403053284 2.045863628387451 0.0 0.9758307933807373 0.23921774038698915 0.2284377707429837 222.63897705078125 657.889351751875 0.40978699922561646 -0.9055503606796265 1.082183837890625 165.74899291992188 16.751277923583984 292.29998779296875 0.8378444314002991 0.015523230656981468 0.8668890595436096 0.9247839224219936 0.7064920168962319 730.8193511613265 717.5707637731343 3917.609130859375 1 1.6173264980316162 3.377491971416405e+21 0.23434961243597185 0.0 numu_other False 3 ncpi0 0 20.0 0.0 0.10765519 1.9994977398292315 0.68378556 1.9994977398292315 0.6127126 1.9994977398292315 0.3201169 0.0 0.17205192 1.9994977398292315 0.85580766 1.9994977398292315 0.2335675 0.0 0.14908531 1.9994977398292315 0.36955613 0.0 0.16340828 1.9994977398292315 0.81949824 0.0 0.20909534 1.9994977398292315 0.4675526 0.0 0.22591099 1.9994977398292315 0.40144897 1.9994977398292315 0.79551363 1.9994977398292315 0.95161307 1.9994977398292315 0.38306302 1.9994977398292315 0.9871862 0.0 0.14292267 0.6062632386501019 0.6127126216888428 0.9871861934661865 0.6127126216888428 1
18794 362 18144 0 456.8123629117968 0.25679662823677063 393.34551497908296 1.9223750929046808 1026.799681450834 -136.18661485161834 343.22320556640625 134.89565541992175 371.3972645077879 2.3184587955474854 1.9948506355285645 0.7751172490650778 1.081040382385254 2.364851236343384 0.0 0.8399999737739563 1.2292595737736334 0.2489237539777418 106.28805541992188 319.220007491875 1.237418532371521 0.37000060081481934 1.7611075639724731 81.40489959716797 -54.19581985473633 30.049999237060547 0.10587500780820847 0.9176607131958008 0.7656463384628296 1.299673666385443 1.0316053142524924 456.2030090557284 1182.5645118794191 1142.3564453125 1 0.4286285936832428 3.377491971416405e+21 0.2745216497092011 0.0 numu_pi0 False 3 ncpi0 0 20.0 1.9994977398292315 0.28281853 1.9994977398292315 0.07828079 1.9994977398292315 0.19841994 0.0 0.09265319 1.9994977398292315 0.11767003 0.0 0.04158978 1.9994977398292315 0.08983101 0.0 0.10083599 0.0 0.13163953 0.0 0.08181244 1.9994977398292315 0.11358684 1.9994977398292315 0.23246409 1.9994977398292315 0.22527769 0.0 0.08675617 1.9994977398292315 0.10536933 1.9994977398292315 0.3103352 0.0 0.10149811 0.0 0.08386703 0.0 0.03456625 0.0 0.03862922 0.1754053443670273 0.1580449864268303 0.3103351891040802 0.1580449864268303 1
18794 85 4256 1 283.3687011746875 0.3035895824432373 213.59002701969365 1.038723066931263 333.18002737848735 29.51548663089659 458.3145446777344 135.0195567871093 366.35935793986704 2.4831244945526123 3.7713186740875244 0.5638050638285501 0.7480373382568359 1.136414885520935 0.0 0.6051779985427856 0.7023173469501001 0.39884941141918334 106.41195678710938 145.65244438757813 1.7350871562957764 -2.6349036693573 2.294570207595825 199.0065460205078 -71.66991424560547 861.4500122070312 0.20183546841144562 0.8754012584686279 0.6453030705451965 1.6891848949496466 0.7437371531872432 214.98193224300869 477.20361034426224 1448.03955078125 1 0.33251675963401794 3.377491971416405e+21 0.5204131302970573 0.0 numu_other False 3 ncpi0 0 20.0 1.9994977398292315 0.8697438 0.0 0.6863882 1.9994977398292315 0.953644 1.9994977398292315 0.9608194 1.9994977398292315 0.4837491 1.9994977398292315 0.9089268 1.9994977398292315 0.93413544 1.9994977398292315 0.59757185 1.9994977398292315 0.84891117 1.9994977398292315 0.3895769 1.9994977398292315 0.48678425 1.9994977398292315 0.47367448 0.0 0.56200093 1.9994977398292315 0.5531677 1.9994977398292315 0.95674807 1.9994977398292315 0.47100142 1.9994977398292315 0.9239415 1.9994977398292315 0.9117412 1.9994977398292315 0.9001288 1.9994977398292315 0.5011245 0.7291883528232574 0.859327495098114 0.9608194231987 0.859327495098114 1
18794 68 3433 0 471.54536438468745 0.3466479182243347 403.867389245522 2.2418466220556845 190.56401839827564 134.68534812260623 124.66220092773438 130.48397329101556 336.94030592558903 1.2894116640090942 1.2595173120498657 0.5544279544220346 0.8330399394035339 -2.6569130420684814 1.0 1.0 0.26733269168781465 0.2166921047679091 101.87637329101562 338.36469109367187 0.4563717544078827 -1.3973957300186157 0.7902483940124512 49.6531982421875 -90.78131866455078 332.54998779296875 0.0 0.0 0.0 1.4135037701396125 0.6011840084642326 382.08010155784564 537.0592640484041 1038.2838134765625 1 3.2604029178619385 3.377491971416405e+21 0.6193846364732014 0.0 numu_other False 3 ncpi0 0 20.0 0.0 0.009875449 0.0 0.0023633882 1.9994977398292315 0.010858415 0.0 0.005562756 0.0 0.0027553744 0.0 0.0059185773 0.0 0.009127371 1.9994977398292315 0.0062898067 1.9994977398292315 0.0035615761 1.9994977398292315 0.0094942115 0.0 0.0057843747 0.0 0.0053149825 1.9994977398292315 0.0042494023 0.0 0.006517452 1.9994977398292315 0.00524509 1.9994977398292315 0.0036318123 0.0 0.0063374713 0.0 0.009187394 1.9994977398292315 0.0042126365 1.9994977398292315 0.0049221274 0.00582945305440161 0.004922127351164818 0.010858414694666862 0.004922127351164818 1
18794 56 2843 0 447.7976241797265 0.3361425995826721 543.0440390608145 2.3629738941044485 575.1749296858906 -145.4235605707641 575.727783203125 240.2961223388673 486.1821641243831 3.3269386291503906 0.9523194432258606 0.8736904220756841 0.7808843851089478 -0.33235716819763184 0.0 0.9879518151283264 1.3435531532044815 0.4391907316121138 211.6885223388672 204.80480184085937 2.5460541248321533 -1.2846766710281372 1.9380720853805542 33.81840133666992 -48.153255462646484 464.25 0.11057128012180328 0.9097280502319336 0.9596924185752869 1.5589275895211425 0.31608705145548455 398.1419788112776 827.4000643738711 1508.7132568359375 1 8.230490684509277 3.377491971416405e+21 0.9957246004946286 0.0 numu_other False 3 ncpi0 0 20.0 1.9994977398292315 0.013731202 1.9994977398292315 0.010649164 1.9994977398292315 0.03115342 1.9994977398292315 0.019306565 1.9994977398292315 0.018940719 1.9994977398292315 0.015527385 1.9994977398292315 0.020138657 1.9994977398292315 0.032355357 1.9994977398292315 0.009312687 1.9994977398292315 0.020214418 1.9994977398292315 0.021624874 1.9994977398292315 0.010956337 1.9994977398292315 0.010987814 1.9994977398292315 0.017321575 1.9994977398292315 0.0330748 1.9994977398292315 0.012605883 1.9994977398292315 0.021195864 1.9994977398292315 0.014703068 1.9994977398292315 0.021486877 1.9994977398292315 0.0138268 0.018455673288553954 0.018131147138774395 0.03307479992508888 0.018131147138774395 1
18779 69 3484 0 493.6220432104687 0.0575055293738842 285.55746537457924 2.520513266945976 162.85310008857627 277.2568715953701 348.7744140625 175.52050283203124 550.9316271920783 0.9609207510948181 1.3151781558990479 0.3473643707402577 0.32043397426605225 -1.942497968673706 0.593710720539093 0.9680851101875305 0.28323213652675633 0.3657127305062904 146.91290283203125 315.4048403784375 0.6404867768287659 -0.627319872379303 0.6290547251701355 56.70057678222656 92.0366439819336 629.5 0.31692948937416077 0.7186971306800842 0.8068942427635193 1.3328067128180916 0.9224973067595826 370.01700698605356 389.3705867228354 1115.1671142578125 1 0.9600100517272949 3.377491971416405e+21 0.49316648481167613 0.0 numu_pi0 False 3 ncpi0 0 20.0 0.0 0.024860881 0.0 0.010289194 1.9994977398292315 0.037902694 0.0 0.018202135 1.9994977398292315 0.028228698 1.9994977398292315 0.020161506 1.9994977398292315 0.029876307 0.0 0.008990496 0.0 0.014249327 0.0 0.01807649 0.0 0.017401248 0.0 0.033333387 0.0 0.016188482 1.9994977398292315 0.02860678 0.0 0.016201057 1.9994977398292315 0.030286495 1.9994977398292315 0.029858118 0.0 0.024219908 1.9994977398292315 0.020556878 0.0 0.01380658 0.028184684459120035 0.029232448898255825 0.03790269419550896 0.029232448898255825 1
