[run,subrun,event,newhaspi0]
[7017,672,33639,1.0]
[7017,672,33640,1.0]
[7017,672,33641,1.0]
[7017,672,33642,1.0]
[7017,672,33645,1.0]
[7020,1020,51014,1.0]
[7020,1020,51027,1.0]
[7020,1020,51028,1.0]
[7020,1020,51039,1.0]
[7020,1020,51042,1.0]
[7020,1020,51044,1.0]
[7020,1020,51048,1.0]
[7020,1020,51050,1.0]
[6329,8,407,1.0]
[6329,8,415,1.0]
[6329,8,423,1.0]
[7055,133,6654,1.0]
[7055,133,6656,1.0]
[7055,133,6671,1.0]
[7055,133,6673,1.0]
[7055,133,6675,1.0]
[7055,133,6689,1.0]
[7055,133,6697,1.0]
[6070,73,3677,1.0]
[7017,1676,83802,1.0]
[7017,1676,83807,1.0]
[7017,1676,83810,1.0]
[7017,1676,83813,1.0]
[7017,1676,83815,1.0]
[7008,171,8568,1.0]
[7008,171,8570,1.0]
[7764,38,1925,1.0]
[7026,249,12456,1.0]
[7026,249,12457,1.0]
[7026,249,12483,1.0]
[7026,249,12491,1.0]
[7026,249,12494,1.0]
[6606,10,533,1.0]
[6606,12,640,1.0]
[6606,13,665,1.0]
[6606,15,755,1.0]
[6606,15,775,1.0]
[6606,15,781,1.0]
[6606,16,845,1.0]
[5227,2,109,1.0]
[5227,3,186,1.0]
[5227,4,214,1.0]
[5227,4,236,1.0]
[5227,6,318,1.0]
[5227,14,715,1.0]
[6216,114,5730,1.0]
[6216,114,5743,1.0]
[6216,117,5867,1.0]
[6216,117,5874,1.0]
[6216,118,5912,1.0]
[6216,122,6104,1.0]
[6216,122,6114,1.0]
[6216,122,6149,1.0]
[5514,40,2013,1.0]
[5514,42,2121,1.0]
[5514,43,2164,1.0]
[5514,44,2230,1.0]
[6798,116,5802,1.0]
[6798,116,5816,1.0]
[6798,117,5853,1.0]
[6798,118,5920,1.0]
[6798,118,5950,1.0]
[6798,119,5964,1.0]
[6798,120,6025,1.0]
[6798,121,6077,1.0]
[6798,124,6205,1.0]
[6798,124,6233,1.0]
[7016,328,16403,1.0]
[7016,328,16417,1.0]
[7016,328,16419,1.0]
[7016,328,16426,1.0]
[7016,328,16436,1.0]
[7016,328,16442,1.0]
[6024,34,1727,1.0]
[6024,37,1891,1.0]
[6024,38,1912,1.0]
[7003,1564,78211,1.0]
[7003,1564,78217,1.0]
[7003,1564,78220,1.0]
[7003,1564,78224,1.0]
[7003,1564,78248,1.0]
[7003,1564,78249,1.0]
[6298,32,1604,1.0]
[6298,34,1703,1.0]
[6298,34,1713,1.0]
[5086,11,552,1.0]
[5086,11,565,1.0]
[5086,13,659,1.0]
[5086,13,683,1.0]
[5086,17,862,1.0]
[5086,18,915,1.0]
[5086,19,990,1.0]
[5086,19,992,1.0]
[7017,1478,73906,1.0]
[7017,1478,73912,1.0]
[7017,1478,73917,1.0]
[7017,1478,73933,1.0]
[7017,1478,73939,1.0]
[7017,1478,73947,1.0]
[7017,1478,73950,1.0]
[7019,123,6161,1.0]
[7019,123,6162,1.0]
[7019,123,6164,1.0]
[7019,123,6184,1.0]
[7019,123,6185,1.0]
[7019,123,6191,1.0]
[7019,123,6196,1.0]
[7406,11,569,1.0]
[6780,1,58,1.0]
[6780,2,120,1.0]
[6780,2,134,1.0]
[6780,3,178,1.0]
[6780,3,188,1.0]
[6780,4,214,1.0]
[6780,4,231,1.0]
[6780,5,272,1.0]
[6780,6,325,1.0]
[6780,6,328,1.0]
[6780,6,333,1.0]
[6780,7,374,1.0]
[6780,7,400,1.0]
[7014,623,31153,1.0]
[7014,623,31160,1.0]
[7014,623,31164,1.0]
[7014,623,31174,1.0]
[7014,623,31189,1.0]
[7014,623,31195,1.0]
[7018,46,2306,1.0]
[7018,46,2312,1.0]
[7018,46,2319,1.0]
[7018,46,2334,1.0]
[7020,1086,54302,1.0]
[7020,1086,54320,1.0]
[7020,1086,54321,1.0]
[7020,1086,54323,1.0]
[7020,1086,54331,1.0]
[7020,1086,54341,1.0]
[7020,1086,54350,1.0]
[5005,100,5025,1.0]
[5005,105,5281,1.0]
[5005,106,5337,1.0]
[5005,107,5361,1.0]
[7001,894,44708,1.0]
[7001,894,44716,1.0]
[7001,894,44722,1.0]
[7001,894,44743,1.0]
[7001,894,44744,1.0]
[7001,894,44745,1.0]
[7001,894,44746,1.0]
[7131,0,2,1.0]
[7131,0,31,1.0]
[7131,0,45,1.0]
[7131,1,84,1.0]
[6980,124,6231,1.0]
[6980,124,6237,1.0]
[6980,124,6241,1.0]
[6980,127,6390,1.0]
[6980,223,11157,1.0]
[6980,223,11179,1.0]
[6980,223,11194,1.0]
[7023,1415,70754,1.0]
[7023,1415,70756,1.0]
[7023,1415,70759,1.0]
[7023,1415,70765,1.0]
[7023,1415,70785,1.0]
[7023,1415,70794,1.0]
[7023,1415,70795,1.0]
[7023,1415,70800,1.0]
[6402,21,1070,1.0]
[6402,22,1115,1.0]
[6402,23,1191,1.0]
[6402,57,2872,1.0]
[6402,58,2902,1.0]
[7014,1679,83952,1.0]
[7014,1679,83957,1.0]
[7014,1679,83960,1.0]
[7014,1679,83965,1.0]
[7014,1679,83967,1.0]
[7014,1679,83968,1.0]
[6460,1,87,1.0]
[7004,1690,84511,1.0]
[7004,1690,84519,1.0]
[7004,1690,84523,1.0]
[7004,1690,84543,1.0]
[7004,1690,84547,1.0]
[7521,28,1440,1.0]
[7049,304,15202,1.0]
[7049,304,15208,1.0]
[7049,304,15217,1.0]
[7049,304,15223,1.0]
[7049,304,15230,1.0]
[7049,304,15247,1.0]
[7049,304,15249,1.0]
[7001,679,33955,1.0]
[7001,679,33987,1.0]
[7001,679,33995,1.0]
[7001,679,33997,1.0]
[7001,679,34000,1.0]
[7025,565,28255,1.0]
[7025,565,28257,1.0]
[7025,565,28259,1.0]
[7025,565,28265,1.0]
[7025,565,28276,1.0]
[7025,565,28283,1.0]
[7025,565,28287,1.0]
[7025,565,28289,1.0]
[7025,565,28291,1.0]
[7025,565,28292,1.0]
[7025,565,28299,1.0]
[7567,0,1,1.0]
[7567,9,463,1.0]
[6916,57,2863,1.0]
[6916,66,3315,1.0]
[6916,66,3333,1.0]
[6916,66,3335,1.0]
[7010,929,46454,1.0]
[7010,929,46455,1.0]
[7010,929,46465,1.0]
[7010,929,46481,1.0]
[7010,929,46488,1.0]
[7516,12,625,1.0]
[7008,507,25357,1.0]
[7008,507,25358,1.0]
[7008,507,25364,1.0]
[7008,507,25368,1.0]
[7008,507,25369,1.0]
[7008,507,25373,1.0]
[7008,507,25399,1.0]
[7020,496,24810,1.0]
[7020,496,24813,1.0]
[7020,496,24815,1.0]
[7020,496,24837,1.0]
[7020,496,24850,1.0]
[7004,212,10601,1.0]
[7004,212,10618,1.0]
[7004,212,10621,1.0]
[7004,212,10638,1.0]
[7020,548,27402,1.0]
[7020,548,27403,1.0]
[7020,548,27404,1.0]
[7020,548,27408,1.0]
[7020,548,27423,1.0]
[7020,548,27430,1.0]
[7020,548,27440,1.0]
[7013,135,6758,1.0]
[7013,135,6768,1.0]
[7013,135,6773,1.0]
[7054,1841,92051,1.0]
[7054,1841,92060,1.0]
[7054,1841,92061,1.0]
[7054,1841,92081,1.0]
[7054,1841,92083,1.0]
[7054,1841,92097,1.0]
[7054,1841,92098,1.0]
[6410,57,2887,1.0]
[6410,61,3076,1.0]
[7669,3,178,1.0]
[7669,4,204,1.0]
[7669,5,297,1.0]
[5333,70,3536,1.0]
[5333,72,3609,1.0]
[5333,72,3620,1.0]
[5333,73,3653,1.0]
[5333,73,3655,1.0]
[5333,73,3689,1.0]
[5333,77,3868,1.0]
[7049,18,925,1.0]
[7049,18,928,1.0]
[7049,18,938,1.0]
[7049,18,944,1.0]
[7049,18,945,1.0]
[6149,53,2694,1.0]
[6149,61,3053,1.0]
[6149,61,3067,1.0]
[7019,143,7155,1.0]
[7019,143,7163,1.0]
[7019,143,7164,1.0]
[7019,143,7184,1.0]
[7019,143,7187,1.0]
[7019,143,7200,1.0]
[6798,185,9256,1.0]
[6798,186,9319,1.0]
[6798,186,9331,1.0]
[6798,186,9341,1.0]
[6798,187,9359,1.0]
[6798,187,9375,1.0]
[6798,189,9457,1.0]
[6798,190,9507,1.0]
[6798,190,9510,1.0]
[6798,190,9512,1.0]
[6798,190,9529,1.0]
[6798,192,9614,1.0]
[6798,192,9642,1.0]
[6798,192,9647,1.0]
[7049,1230,61540,1.0]
[7049,1230,61542,1.0]
[7049,1230,61543,1.0]
[7049,1230,61545,1.0]
[7049,1230,61547,1.0]
[7049,1230,61548,1.0]
[7020,1675,83765,1.0]
[7020,1675,83777,1.0]
[7020,1675,83780,1.0]
[7054,1408,70419,1.0]
[7054,1408,70421,1.0]
[7054,1408,70442,1.0]
[7054,1408,70445,1.0]
[7018,240,12003,1.0]
[7018,240,12013,1.0]
[7018,240,12015,1.0]
[7018,240,12023,1.0]
[7018,240,12024,1.0]
[7018,240,12025,1.0]
[7018,240,12031,1.0]
[7018,240,12034,1.0]
[7018,240,12037,1.0]
[7018,240,12046,1.0]
[7008,719,35954,1.0]
[7008,719,35958,1.0]
[7008,719,35970,1.0]
[7008,719,35980,1.0]
[7008,719,35983,1.0]
[7008,719,35998,1.0]
[4979,114,5728,1.0]
[4979,116,5831,1.0]
[4979,119,5971,1.0]
[5127,105,5290,1.0]
[5127,107,5375,1.0]
[5127,107,5376,1.0]
[5127,108,5438,1.0]
[7144,56,2817,1.0]
[7144,57,2875,1.0]
[6671,102,5126,1.0]
[6671,102,5143,1.0]
[7565,98,4916,1.0]
[7023,1644,82204,1.0]
[7023,1644,82205,1.0]
[7023,1644,82213,1.0]
[7023,1644,82215,1.0]
[7023,1644,82224,1.0]
[7023,1644,82244,1.0]
[7023,1644,82246,1.0]
[5500,12,603,1.0]
[5500,12,612,1.0]
[5500,13,688,1.0]
[5500,15,760,1.0]
[5500,17,851,1.0]
[5500,18,906,1.0]
[5500,18,916,1.0]
[5478,17,895,1.0]
[5478,17,898,1.0]
[5478,20,1017,1.0]
[5478,21,1060,1.0]
[5478,22,1122,1.0]
[5478,24,1217,1.0]
[5478,24,1238,1.0]
[5478,26,1310,1.0]
[5025,108,5441,1.0]
[5025,112,5636,1.0]
[5025,115,5794,1.0]
[7012,434,21714,1.0]
[7012,434,21743,1.0]
[7012,434,21747,1.0]
[7408,132,6627,1.0]
[7408,140,7018,1.0]
[5618,32,1601,1.0]
[5618,33,1675,1.0]
[5618,38,1939,1.0]
[5618,40,2042,1.0]
[7008,128,6403,1.0]
[7008,128,6413,1.0]
[7008,128,6417,1.0]
[7008,128,6432,1.0]
[7008,128,6443,1.0]
[7008,128,6444,1.0]
[7008,569,28463,1.0]
[7008,569,28472,1.0]
[7008,569,28477,1.0]
[7008,569,28491,1.0]
[7008,569,28497,1.0]
[6547,11,556,1.0]
[6547,11,594,1.0]
[6547,13,662,1.0]
[6547,13,677,1.0]
[6547,13,693,1.0]
[6547,14,702,1.0]
[6547,16,828,1.0]
[6547,17,870,1.0]
[6547,17,875,1.0]
[6547,18,927,1.0]
[6547,19,975,1.0]
[6763,46,2339,1.0]
[6763,47,2357,1.0]
[6763,47,2365,1.0]
[6763,48,2415,1.0]
[6763,48,2430,1.0]
[6763,48,2441,1.0]
[6763,48,2447,1.0]
[6763,49,2469,1.0]
[6763,51,2562,1.0]
[6763,51,2582,1.0]
[7014,1540,77006,1.0]
[7014,1540,77024,1.0]
[7014,1540,77042,1.0]
[7014,1540,77045,1.0]
[7014,1540,77046,1.0]
[7014,1540,77048,1.0]
[7687,40,2044,1.0]
[7687,43,2167,1.0]
[7687,48,2426,1.0]
[7047,41,2054,1.0]
[7047,41,2062,1.0]
[7047,41,2063,1.0]
[7047,41,2072,1.0]
[7047,41,2085,1.0]
[7007,10,502,1.0]
[7007,10,512,1.0]
[7007,10,519,1.0]
[7007,10,528,1.0]
[7007,10,534,1.0]
[7007,10,539,1.0]
[7007,10,540,1.0]
[7007,10,546,1.0]
[7007,10,548,1.0]
[6528,51,2555,1.0]
[6528,53,2652,1.0]
[6528,78,3905,1.0]
[6528,78,3937,1.0]
[6528,79,3967,1.0]
[5039,4,205,1.0]
[5039,7,358,1.0]
[5039,7,363,1.0]
[5039,7,370,1.0]
[7012,35,1751,1.0]
[7012,35,1756,1.0]
[7012,35,1757,1.0]
[7012,35,1760,1.0]
[7012,35,1767,1.0]
[7012,35,1781,1.0]
[7012,35,1782,1.0]
[7012,35,1796,1.0]
[7012,35,1798,1.0]
[7012,35,1800,1.0]
[7018,476,23802,1.0]
[7018,476,23804,1.0]
[7018,476,23816,1.0]
[7018,476,23821,1.0]
[7018,476,23831,1.0]
[7018,476,23833,1.0]
[7018,476,23839,1.0]
[7018,476,23841,1.0]
[7018,476,23842,1.0]
[7012,404,20201,1.0]
[7012,404,20203,1.0]
[7012,404,20208,1.0]
[7012,404,20219,1.0]
[7012,404,20229,1.0]
[7003,1281,64051,1.0]
[7003,1281,64054,1.0]
[7003,1281,64085,1.0]
[7003,1281,64086,1.0]
[7003,1281,64100,1.0]
[6052,62,3114,1.0]
[6052,89,4470,1.0]
[6052,89,4482,1.0]
[6052,89,4499,1.0]
[7006,495,24751,1.0]
[7006,495,24756,1.0]
[7006,495,24760,1.0]
[7006,495,24761,1.0]
[7006,495,24763,1.0]
[7006,495,24764,1.0]
[7006,495,24765,1.0]
[7006,495,24767,1.0]
[7006,495,24771,1.0]
[7006,495,24773,1.0]
[7006,495,24791,1.0]
[7006,495,24792,1.0]
[6203,79,3961,1.0]
[6203,80,4043,1.0]
[6203,82,4148,1.0]
[6203,83,4151,1.0]
[6203,83,4165,1.0]
[7023,1067,53351,1.0]
[7023,1067,53357,1.0]
[7023,1067,53367,1.0]
[7023,1067,53370,1.0]
[7023,1067,53377,1.0]
[7023,1067,53384,1.0]
[7023,1067,53388,1.0]
[7023,1067,53395,1.0]
[7004,382,19107,1.0]
[7004,382,19112,1.0]
[7004,382,19122,1.0]
[7004,382,19138,1.0]
[7004,382,19139,1.0]
[7004,382,19142,1.0]
[7004,382,19145,1.0]
[5946,77,3900,1.0]
[5946,78,3948,1.0]
[5946,79,3970,1.0]
[5946,80,4002,1.0]
[5946,80,4016,1.0]
[5946,81,4060,1.0]
[5946,82,4108,1.0]
[5946,82,4112,1.0]
[5946,82,4142,1.0]
[5946,84,4240,1.0]
[7026,733,36656,1.0]
[7026,733,36657,1.0]
[7026,733,36680,1.0]
[7026,733,36686,1.0]
[7026,733,36687,1.0]
[7026,733,36700,1.0]
[5586,119,5986,1.0]
[5586,122,6105,1.0]
[5586,122,6114,1.0]
[5586,124,6217,1.0]
[5586,124,6230,1.0]
[5586,127,6357,1.0]
[5586,128,6420,1.0]
[6168,31,1570,1.0]
[6168,33,1655,1.0]
[7004,160,8012,1.0]
[7004,160,8013,1.0]
[7006,415,20756,1.0]
[7006,415,20758,1.0]
[7006,415,20760,1.0]
[7006,415,20772,1.0]
[7006,415,20773,1.0]
[7006,415,20781,1.0]
[7006,415,20784,1.0]
[7006,415,20786,1.0]
[7006,415,20792,1.0]
[7006,415,20800,1.0]
[7049,650,32501,1.0]
[7049,650,32504,1.0]
[7049,650,32510,1.0]
[7049,650,32524,1.0]
[7049,650,32527,1.0]
[7049,650,32528,1.0]
[7049,650,32532,1.0]
[7049,650,32540,1.0]
[7049,650,32545,1.0]
[7049,650,32550,1.0]
[5509,24,1235,1.0]
[5509,25,1288,1.0]
[5509,26,1339,1.0]
[5509,29,1484,1.0]
[7012,1234,61702,1.0]
[7012,1234,61710,1.0]
[7012,1234,61720,1.0]
[7012,1234,61723,1.0]
[7012,1234,61725,1.0]
[7012,1234,61735,1.0]
[7012,1234,61738,1.0]
[7012,1234,61747,1.0]
[6533,65,3300,1.0]
[6533,66,3304,1.0]
[6533,66,3326,1.0]
[6533,69,3451,1.0]
[6533,70,3504,1.0]
[6533,70,3522,1.0]
[6533,74,3711,1.0]
[6533,74,3716,1.0]
[6533,74,3721,1.0]
[6533,74,3724,1.0]
[6533,74,3725,1.0]
[6533,78,3940,1.0]
[6533,78,3944,1.0]
[6533,81,4065,1.0]
[6533,81,4071,1.0]
[6533,81,4100,1.0]
[6533,85,4257,1.0]
[6533,85,4286,1.0]
[6533,97,4852,1.0]
[6533,97,4870,1.0]
[7012,452,22601,1.0]
[7012,452,22606,1.0]
[7012,452,22627,1.0]
[7012,452,22628,1.0]
[7012,452,22636,1.0]
[7012,452,22641,1.0]
[5470,71,3585,1.0]
[5470,74,3711,1.0]
[6348,93,4654,1.0]
[7010,675,33776,1.0]
[7010,675,33777,1.0]
[7010,675,33780,1.0]
[7010,675,33781,1.0]
[7010,675,33787,1.0]
[7010,675,33790,1.0]
[7010,675,33797,1.0]
[7010,675,33799,1.0]
[7010,675,33800,1.0]
[7025,394,19711,1.0]
[7025,394,19722,1.0]
[7025,394,19727,1.0]
[7025,394,19728,1.0]
[7025,394,19732,1.0]
[7025,394,19745,1.0]
[7025,394,19746,1.0]
[7025,394,19748,1.0]
[5912,87,4353,1.0]
[5912,91,4582,1.0]
[5912,95,4770,1.0]
[5912,95,4776,1.0]
[6813,40,2002,1.0]
[6813,40,2040,1.0]
[6813,41,2094,1.0]
[6813,41,2098,1.0]
[6813,42,2112,1.0]
[6813,43,2191,1.0]
[6813,44,2217,1.0]
[6813,48,2422,1.0]
[6813,48,2430,1.0]
[5068,81,4058,1.0]
[5068,81,4073,1.0]
[5068,81,4096,1.0]
[7010,235,11754,1.0]
[7010,235,11756,1.0]
[7010,235,11763,1.0]
[7010,235,11765,1.0]
[7010,235,11768,1.0]
[7010,235,11780,1.0]
[7010,235,11795,1.0]
[7010,235,11796,1.0]
[6417,90,4501,1.0]
[6417,93,4660,1.0]
[5947,126,6332,1.0]
[5947,127,6358,1.0]
[5985,112,5645,1.0]
[5985,114,5701,1.0]
[5985,114,5729,1.0]
[5985,114,5737,1.0]
[5985,116,5818,1.0]
[5985,116,5849,1.0]
[5985,138,6929,1.0]
[5985,140,7035,1.0]
[6748,29,1461,1.0]
[7010,962,48112,1.0]
[7010,962,48116,1.0]
[7010,962,48117,1.0]
[7010,962,48133,1.0]
[7010,962,48135,1.0]
[6999,21,1052,1.0]
[6999,21,1055,1.0]
[6999,21,1056,1.0]
[6999,21,1061,1.0]
[6999,21,1068,1.0]
[6999,21,1078,1.0]
[6999,21,1086,1.0]
[6999,21,1090,1.0]
[6999,21,1093,1.0]
[6999,21,1099,1.0]
[7049,1955,97753,1.0]
[7049,1955,97769,1.0]
[7049,1955,97781,1.0]
[7049,1955,97783,1.0]
[7049,1955,97787,1.0]
[7049,1955,97796,1.0]
[7049,1955,97797,1.0]
[5217,44,2224,1.0]
[5217,46,2310,1.0]
[5217,46,2315,1.0]
[5217,47,2381,1.0]
[5217,48,2410,1.0]
[5217,49,2474,1.0]
[5217,49,2494,1.0]
[5217,50,2506,1.0]
[5217,50,2529,1.0]
[5217,50,2540,1.0]
[5217,50,2548,1.0]
[5217,51,2553,1.0]
[7049,1692,84612,1.0]
[7049,1692,84623,1.0]
[7049,1692,84626,1.0]
[7049,1692,84627,1.0]
[7049,1692,84629,1.0]
[7049,1692,84630,1.0]
[7049,1692,84649,1.0]
[7004,1542,77105,1.0]
[7004,1542,77110,1.0]
[7004,1542,77115,1.0]
[7004,1542,77142,1.0]
[4981,50,2508,1.0]
[4981,55,2763,1.0]
[7023,774,38707,1.0]
[7023,774,38710,1.0]
[7023,774,38717,1.0]
[7023,774,38719,1.0]
[7023,774,38730,1.0]
[7023,774,38731,1.0]
[7023,774,38732,1.0]
[7023,774,38738,1.0]
[5070,37,1854,1.0]
[7575,1,51,1.0]
[7575,1,77,1.0]
[7575,4,201,1.0]
[7575,4,236,1.0]
[7017,252,12604,1.0]
[7017,252,12605,1.0]
[7017,252,12617,1.0]
[7017,252,12625,1.0]
[7017,252,12631,1.0]
[7017,252,12642,1.0]
[7017,252,12643,1.0]
[7017,252,12648,1.0]
[7017,60,3018,1.0]
[7017,60,3019,1.0]
[7017,60,3020,1.0]
[7017,60,3022,1.0]
[6151,61,3082,1.0]
[7006,201,10057,1.0]
[7006,201,10061,1.0]
[7006,201,10063,1.0]
[7006,201,10064,1.0]
[7006,201,10066,1.0]
[7006,201,10067,1.0]
[7006,201,10072,1.0]
[7006,201,10087,1.0]
[7006,201,10097,1.0]
[7474,29,1495,1.0]
[6998,50,2504,1.0]
[6998,51,2577,1.0]
[6998,51,2579,1.0]
[6998,51,2595,1.0]
[6998,52,2601,1.0]
[6998,52,2612,1.0]
[6566,62,3145,1.0]
[7008,1197,59853,1.0]
[7008,1197,59857,1.0]
[7008,1197,59864,1.0]
[7008,1197,59865,1.0]
[7008,1197,59866,1.0]
[7008,1197,59881,1.0]
[7008,1197,59898,1.0]
[7010,1434,71705,1.0]
[7010,1434,71708,1.0]
[7010,1434,71709,1.0]
[7010,1434,71713,1.0]
[7010,1434,71714,1.0]
[7010,1434,71719,1.0]
[7010,1434,71721,1.0]
[7010,1434,71724,1.0]
[7010,1434,71735,1.0]
[7010,1434,71736,1.0]
[7010,1434,71740,1.0]
[7049,231,11562,1.0]
[7049,231,11564,1.0]
[7049,231,11573,1.0]
[7049,231,11583,1.0]
[7049,231,11586,1.0]
[7049,231,11592,1.0]
[7049,231,11594,1.0]
[7049,231,11599,1.0]
[7054,1836,91804,1.0]
[7054,1836,91812,1.0]
[7054,1836,91829,1.0]
[7054,1836,91831,1.0]
[7054,1836,91834,1.0]
[7054,1836,91836,1.0]
[7054,1836,91847,1.0]
[7008,1023,51172,1.0]
[7008,1023,51174,1.0]
[7008,1023,51175,1.0]
[7008,1023,51182,1.0]
[7008,1023,51193,1.0]
[7014,24,1201,1.0]
[7014,24,1202,1.0]
[7014,24,1210,1.0]
[7014,24,1214,1.0]
[7014,24,1229,1.0]
[6869,18,931,1.0]
[6869,18,943,1.0]
[6869,18,948,1.0]
[7365,1,84,1.0]
[7365,2,123,1.0]
[7004,1193,59660,1.0]
[7004,1193,59667,1.0]
[7004,1193,59671,1.0]
[7004,1193,59678,1.0]
[7004,1193,59682,1.0]
[7004,1193,59686,1.0]
[7004,1193,59692,1.0]
[7020,485,24257,1.0]
[7020,485,24261,1.0]
[7020,485,24269,1.0]
[7020,485,24271,1.0]
[7020,485,24273,1.0]
[7020,485,24277,1.0]
[7020,485,24289,1.0]
[7020,485,24292,1.0]
[7020,485,24296,1.0]
[6853,170,8512,1.0]
[6853,170,8529,1.0]
[6853,172,8627,1.0]
[7020,423,21158,1.0]
[7020,423,21171,1.0]
[7020,423,21189,1.0]
[7020,423,21191,1.0]
[5933,77,3873,1.0]
[5933,77,3889,1.0]
[5933,77,3897,1.0]
[5933,79,3993,1.0]
[5933,81,4056,1.0]
[5933,82,4124,1.0]
[5933,82,4134,1.0]
[5933,83,4166,1.0]
[7017,743,37151,1.0]
[7017,743,37160,1.0]
[7017,743,37183,1.0]
[7017,743,37187,1.0]
[7017,743,37198,1.0]
[7055,189,9467,1.0]
[7055,189,9473,1.0]
[7055,189,9478,1.0]
[7055,189,9485,1.0]
[7055,189,9487,1.0]
[6801,55,2784,1.0]
[6801,56,2826,1.0]
[6801,56,2833,1.0]
[6801,57,2898,1.0]
[6801,58,2922,1.0]
[6801,58,2942,1.0]
[6801,59,2984,1.0]
[6801,94,4710,1.0]
[6801,95,4753,1.0]
[6801,95,4776,1.0]
[6801,95,4780,1.0]
[6801,95,4781,1.0]
[7023,656,32806,1.0]
[7023,656,32814,1.0]
[7023,656,32815,1.0]
[7023,656,32835,1.0]
[7023,656,32839,1.0]
[7023,656,32847,1.0]
[7008,1077,53854,1.0]
[7008,1077,53862,1.0]
[7008,1077,53868,1.0]
[7008,1077,53873,1.0]
[7008,1077,53889,1.0]
[7012,533,26655,1.0]
[7012,533,26656,1.0]
[7012,533,26659,1.0]
[7012,533,26664,1.0]
[7012,533,26672,1.0]
[7012,533,26674,1.0]
[7012,533,26681,1.0]
[7004,238,11901,1.0]
[7004,238,11911,1.0]
[7004,238,11917,1.0]
[7004,238,11933,1.0]
[7004,238,11934,1.0]
[7004,238,11936,1.0]
[7004,238,11937,1.0]
[7004,238,11938,1.0]
[7017,1679,83960,1.0]
[7017,1679,83971,1.0]
[7017,1679,83978,1.0]
[7017,1679,83981,1.0]
[7017,1679,83992,1.0]
[7017,1679,83995,1.0]
[6890,71,3570,1.0]
[7021,501,25052,1.0]
[7021,501,25060,1.0]
[7021,501,25065,1.0]
[7021,501,25066,1.0]
[7021,501,25081,1.0]
[7021,501,25084,1.0]
[7021,501,25090,1.0]
[7021,501,25098,1.0]
[7019,506,25313,1.0]
[7019,506,25325,1.0]
[7019,506,25328,1.0]
[7019,506,25333,1.0]
[7019,506,25339,1.0]
[7669,168,8450,1.0]
[7669,170,8524,1.0]
[7669,172,8602,1.0]
[6867,52,2627,1.0]
[7017,1116,55805,1.0]
[7017,1116,55808,1.0]
[7017,1116,55817,1.0]
[7017,1116,55835,1.0]
[7017,1116,55838,1.0]
[7017,1116,55842,1.0]
[6121,43,2191,1.0]
[7004,1710,85501,1.0]
[7004,1710,85511,1.0]
[7004,1710,85522,1.0]
[7004,1710,85543,1.0]
[7004,1710,85549,1.0]
[6896,1,56,1.0]
[6896,1,58,1.0]
[6896,1,65,1.0]
[6896,1,66,1.0]
[5001,47,2366,1.0]
[5001,51,2553,1.0]
[5001,51,2593,1.0]
[5031,79,3954,1.0]
[5031,79,3983,1.0]
[7001,414,20725,1.0]
[7001,414,20727,1.0]
[7001,414,20728,1.0]
[7001,414,20736,1.0]
[7001,414,20739,1.0]
[7001,414,20742,1.0]
[5201,126,6320,1.0]
[7026,810,40501,1.0]
[7026,810,40517,1.0]
[7026,810,40519,1.0]
[7026,810,40524,1.0]
[7026,810,40527,1.0]
[7026,810,40529,1.0]
[7026,810,40543,1.0]
[7026,810,40544,1.0]
[5971,8,430,1.0]
[5971,10,503,1.0]
[5971,13,696,1.0]
[5971,14,722,1.0]
[5971,14,740,1.0]
[5971,14,748,1.0]
[5971,15,758,1.0]
[5971,15,775,1.0]
[7018,973,48653,1.0]
[7023,1939,96957,1.0]
[7023,1939,96959,1.0]
[7023,1939,96961,1.0]
[7023,1939,96969,1.0]
[7023,1939,96972,1.0]
[7023,1939,96976,1.0]
[7023,1939,96977,1.0]
[7023,1939,96979,1.0]
[7023,1939,96987,1.0]
[7023,1939,96991,1.0]
[6261,0,7,1.0]
[6261,3,199,1.0]
[6261,7,365,1.0]
[6261,7,387,1.0]
[6261,41,2064,1.0]
[6261,41,2078,1.0]
[7307,80,4013,1.0]
[7004,148,7421,1.0]
[7004,148,7431,1.0]
[7004,148,7434,1.0]
[7004,148,7438,1.0]
[7587,8,402,1.0]
[7302,171,8563,1.0]
[6917,6,319,1.0]
[6917,6,326,1.0]
[6917,7,383,1.0]
[6917,7,391,1.0]
[6917,8,444,1.0]
[6917,9,464,1.0]
[6917,9,467,1.0]
[6917,9,476,1.0]
[6917,9,478,1.0]
[6917,10,506,1.0]
[6917,12,621,1.0]
[6917,12,625,1.0]
[6917,12,631,1.0]
[6917,14,701,1.0]
[7017,682,34114,1.0]
[7017,682,34120,1.0]
[7017,682,34128,1.0]
[7020,1773,88651,1.0]
[7020,1773,88682,1.0]
[7020,1773,88687,1.0]
[7020,1773,88690,1.0]
[7442,44,2250,1.0]
[7442,47,2378,1.0]
[7764,104,5220,1.0]
[7764,104,5239,1.0]
[7764,105,5262,1.0]
[6692,69,3462,1.0]
[6692,71,3551,1.0]
[6692,71,3572,1.0]
[6692,72,3634,1.0]
[6692,73,3660,1.0]
[6692,73,3667,1.0]
[6404,117,5889,1.0]
[6058,36,1823,1.0]
[6058,38,1947,1.0]
[6058,40,2042,1.0]
[6058,41,2058,1.0]
[6058,42,2117,1.0]
[6058,43,2156,1.0]
