[run,subrun,event,Enu_true,newhaspi0]
[10547,156,7809,1381.6423416137695,1.0]
[10547,156,7826,2120.312213897705,1.0]
[10547,156,7834,1339.2399549484253,1.0]
[10394,44,2226,1291.671872138977,1.0]
[10394,44,2228,1036.7285013198853,1.0]
[10394,44,2237,1063.767671585083,1.0]
[10394,51,2575,1734.7718477249146,1.0]
[11844,251,12564,1506.4094066619873,1.0]
[11844,251,12568,1058.904528617859,1.0]
[9726,40,2007,1183.435559272766,1.0]
[9726,41,2079,1948.4399557113647,1.0]
[9726,41,2087,775.3815054893494,1.0]
[9726,41,2096,974.9277234077454,1.0]
[9726,41,2100,1142.8134441375732,1.0]
[9726,42,2127,3510.9353065490723,1.0]
[9726,43,2151,1050.0179529190063,1.0]
[10355,29,1468,506.56068325042725,1.0]
[10355,29,1496,921.3678240776062,1.0]
[9370,70,3506,1453.7466764450073,1.0]
[9370,70,3529,2595.496654510498,1.0]
[11913,166,8340,662.6371741294861,1.0]
[11913,199,9956,2183.0360889434814,1.0]
[11913,199,9964,1653.0743837356567,1.0]
[9075,191,9565,1156.793236732483,1.0]
[9075,191,9585,1290.5936241149902,1.0]
[9075,192,9644,986.2723350524902,1.0]
[9075,193,9666,1525.9407758712769,1.0]
[9075,194,9708,926.8998503684998,1.0]
[9075,194,9722,4738.101005554199,1.0]
[9075,194,9723,799.6547222137451,1.0]
[9075,194,9745,1625.7941722869873,1.0]
[11719,17,869,1343.8177108764648,1.0]
[11719,17,887,1946.0126161575317,1.0]
[9472,113,5652,1633.0524682998657,1.0]
[9472,113,5677,830.9387564659119,1.0]
[9472,113,5698,822.1948742866516,1.0]
[9472,119,5964,1264.0208005905151,1.0]
[9472,119,5993,784.1678857803345,1.0]
[9472,120,6033,2551.136016845703,1.0]
[9472,121,6073,2490.0081157684326,1.0]
[9472,135,6793,1883.5326433181763,1.0]
[9618,249,12480,927.6027083396912,1.0]
[9618,250,12503,1385.3206634521484,1.0]
[9618,250,12505,1928.4240007400513,1.0]
[9618,250,12522,1215.970516204834,1.0]
[9618,251,12590,2043.2186126708984,1.0]
[8672,40,2043,1349.617838859558,1.0]
[11237,61,3075,704.1100859642029,1.0]
[11237,71,3585,1527.8892517089844,1.0]
[9292,10,546,1409.7882509231567,1.0]
[9292,11,580,818.4213638305664,1.0]
[9292,12,639,3467.939853668213,1.0]
[9292,13,658,1504.4368505477905,1.0]
[9292,13,666,1224.9858379364014,1.0]
[9292,14,730,1842.8623676300049,1.0]
[8680,0,10,941.6371583938599,1.0]
[8680,1,83,1801.448106765747,1.0]
[8680,2,107,1469.8272943496704,1.0]
[8680,2,124,943.4896111488342,1.0]
[8680,2,126,3958.2903385162354,1.0]
[8680,2,139,828.5408020019531,1.0]
[8680,5,252,946.7425346374512,1.0]
[8680,5,283,1583.596110343933,1.0]
[9396,41,2100,1563.9418363571167,1.0]
[9396,42,2105,1403.2903909683228,1.0]
[9396,42,2124,1495.5066442489624,1.0]
[9396,43,2177,828.6031484603882,1.0]
[9396,43,2198,960.084080696106,1.0]
[9396,44,2229,615.471363067627,1.0]
[9396,45,2251,1546.0323095321655,1.0]
[9396,45,2268,4535.843372344971,1.0]
[9396,45,2275,935.8282685279846,1.0]
[9563,514,25724,1705.0644159317017,1.0]
[9563,514,25726,1213.751196861267,1.0]
[9563,516,25808,1974.8404026031494,1.0]
[9563,518,25925,1195.0256824493408,1.0]
[9434,111,5563,1369.6403503417969,1.0]
[9434,111,5573,1064.8634433746338,1.0]
[9434,111,5589,1593.258023262024,1.0]
[9434,132,6605,1241.0640716552734,1.0]
[9434,132,6637,4049.64542388916,1.0]
[9434,137,6852,1510.4213953018188,1.0]
[9434,137,6861,658.4922075271606,1.0]
[9434,137,6875,2472.259283065796,1.0]
[9434,137,6878,3316.19930267334,1.0]
[9434,137,6893,1162.3401641845703,1.0]
[10529,103,5179,1324.0721225738525,1.0]
[10529,110,5515,1228.247880935669,1.0]
[10529,110,5516,1575.9769678115845,1.0]
[10529,110,5545,1277.2252559661865,1.0]
[10529,110,5548,3915.1036739349365,1.0]
[10529,112,5627,1134.2213153839111,1.0]
[9603,513,25675,1110.0833415985107,1.0]
[9603,514,25712,1699.1925239562988,1.0]
[9603,514,25749,1640.2093172073364,1.0]
[9603,515,25774,648.5506892204285,1.0]
[9603,515,25799,1377.423644065857,1.0]
[9603,516,25842,3361.9637489318848,1.0]
[9603,518,25938,959.1619968414307,1.0]
[9603,351,17557,3861.361503601074,1.0]
[9603,352,17608,981.3184142112732,1.0]
[9603,355,17771,795.9873080253601,1.0]
[9603,355,17774,751.7452836036682,1.0]
[9603,355,17800,570.0932741165161,1.0]
[9603,358,17945,836.2119197845459,1.0]
[9603,359,17984,1132.9150199890137,1.0]
[9367,40,2004,1719.3772792816162,1.0]
[9367,40,2007,1209.9632024765015,1.0]
[9367,41,2096,816.2016272544861,1.0]
[9367,42,2126,1062.1944665908813,1.0]
[9367,43,2177,1041.6638851165771,1.0]
[9367,44,2246,1150.3373384475708,1.0]
[9074,10,528,3097.504138946533,1.0]
[9074,10,532,1096.2612628936768,1.0]
[9074,10,543,706.5927982330322,1.0]
[9074,11,577,1764.8377418518066,1.0]
[9074,11,581,1627.3516416549683,1.0]
[9074,13,677,992.1567440032959,1.0]
[9074,14,732,3908.581495285034,1.0]
[9074,14,737,2271.4555263519287,1.0]
[11869,63,3190,531.913697719574,1.0]
[9474,132,6607,1853.1341552734375,1.0]
[9474,133,6673,1304.384708404541,1.0]
[9474,134,6750,1087.7372026443481,1.0]
[9474,135,6768,1318.1871175765991,1.0]
[9474,135,6784,1107.6990365982056,1.0]
[9474,136,6831,1092.2712087631226,1.0]
[8882,35,1775,1091.7178392410278,1.0]
[8740,57,2877,1460.7633352279663,1.0]
[8740,57,2884,1090.4443264007568,1.0]
[8740,58,2927,1103.1135320663452,1.0]
[8740,58,2936,2395.880937576294,1.0]
[8740,63,3180,883.8427662849426,1.0]
[8740,64,3206,1137.7687454223633,1.0]
[8740,64,3217,1399.5758295059204,1.0]
[8740,64,3222,1547.1394062042236,1.0]
[8740,64,3224,1697.6364850997925,1.0]
[9709,3,155,551.8999099731445,1.0]
[9709,3,164,1631.3389539718628,1.0]
[9709,3,200,1397.265911102295,1.0]
[9709,4,207,1390.3682231903076,1.0]
[9709,5,269,753.7163496017456,1.0]
[9709,6,318,1498.0639219284058,1.0]
[9709,6,328,1307.133436203003,1.0]
[11614,1,61,1426.4068603515625,1.0]
[11614,1,93,941.0547018051147,1.0]
[11614,109,5478,1041.7741537094116,1.0]
[11614,109,5493,4003.6187171936035,1.0]
[11614,194,9726,1121.9079494476318,1.0]
[13520,162,8112,778.5401940345764,1.0]
[13520,162,8130,1206.572413444519,1.0]
[13520,162,8138,1343.6920642852783,1.0]
[10441,129,6465,1456.2034606933594,1.0]
[10441,130,6514,1310.8328580856323,1.0]
[10441,130,6519,858.5716485977173,1.0]
[10441,130,6521,2880.892276763916,1.0]
[9706,153,7672,1353.1498908996582,1.0]
[9706,154,7734,789.1753911972046,1.0]
[9706,154,7745,1439.9827718734741,1.0]
[9706,160,8015,2053.6317825317383,1.0]
[12530,12,615,2062.1910095214844,1.0]
[12530,12,617,2152.7318954467773,1.0]
[12530,12,627,812.857985496521,1.0]
[12530,12,631,6167.362213134766,1.0]
[12530,12,640,899.6425271034241,1.0]
[8529,220,11020,1403.548240661621,1.0]
[8529,220,11035,1398.8678455352783,1.0]
[8529,221,11087,624.2871284484863,1.0]
[8529,221,11091,1814.4689798355103,1.0]
[8529,221,11092,1686.9099140167236,1.0]
[9281,25,1276,1199.5038986206055,1.0]
[9281,26,1317,1289.9248600006104,1.0]
[9281,26,1345,771.5722322463989,1.0]
[9281,27,1363,1063.6773109436035,1.0]
[10663,13,664,1928.7834167480469,1.0]
[10663,13,674,1029.268741607666,1.0]
[10663,58,2931,1446.0610151290894,1.0]
[10663,59,2961,1029.268741607666,1.0]
[10663,60,3002,1827.539086341858,1.0]
[10663,61,3066,856.5238118171692,1.0]
[10663,61,3073,1264.2621994018555,1.0]
[11687,149,7495,1345.5309867858887,1.0]
[11687,149,7496,1274.3942737579346,1.0]
[8908,173,8674,1265.4759883880615,1.0]
[8908,175,8753,1401.6343355178833,1.0]
[8908,175,8759,1066.4218664169312,1.0]
[8908,175,8774,575.7370591163635,1.0]
[8908,175,8776,950.9814977645874,1.0]
[9063,60,3023,1083.6260318756104,1.0]
[9063,62,3113,642.8477168083191,1.0]
[9063,62,3117,1330.3176164627075,1.0]
[9063,62,3125,1807.9948425292969,1.0]
[9063,62,3138,1166.0950183868408,1.0]
[9063,63,3168,551.9567728042603,1.0]
[9542,121,6079,1281.7269563674927,1.0]
[9542,127,6366,1292.6392555236816,1.0]
[9542,129,6496,1668.1818962097168,1.0]
[13561,127,6368,3166.6669845581055,1.0]
[12057,17,894,1179.0071725845337,1.0]
[12057,75,3797,1267.9840326309204,1.0]
[12057,113,5658,821.3216066360474,1.0]
[8548,128,6439,1265.1612758636475,1.0]
[8548,129,6457,1179.4745922088623,1.0]
[8548,129,6463,1540.4642820358276,1.0]
[8548,130,6510,1470.3736305236816,1.0]
[8548,130,6512,1077.9894590377808,1.0]
[8548,130,6540,819.2824721336365,1.0]
[8548,131,6577,1212.2853994369507,1.0]
[8548,131,6584,1478.006362915039,1.0]
[8548,131,6589,955.5069208145142,1.0]
[8548,131,6598,1517.0085430145264,1.0]
[9009,98,4915,1526.0558128356934,1.0]
[9149,4,218,1450.3856897354126,1.0]
[9149,5,257,1308.4295988082886,1.0]
[9149,5,265,2107.3570251464844,1.0]
[8656,77,3859,1816.1039352416992,1.0]
[8656,77,3864,1264.3215656280518,1.0]
[8656,78,3919,1255.1606893539429,1.0]
[8656,79,3954,1768.9461708068848,1.0]
[13637,48,2410,1136.1578702926636,1.0]
[13637,48,2419,2146.456003189087,1.0]
[13637,48,2435,1580.9062719345093,1.0]
[13637,48,2446,1735.6176376342773,1.0]
[9210,281,14088,3486.0153198242188,1.0]
[9210,282,14120,758.7453126907349,1.0]
[9210,285,14285,688.4410977363586,1.0]
[9613,28,1414,1356.5130233764648,1.0]
[12010,36,1810,3416.351079940796,1.0]
[10733,83,4165,1584.163784980774,1.0]
[10733,85,4285,1374.741554260254,1.0]
[10733,85,4287,1113.052487373352,1.0]
[10733,85,4297,1129.6173334121704,1.0]
[10733,86,4314,819.0978765487671,1.0]
[8475,39,1972,1438.0557537078857,1.0]
[8475,39,1981,1346.8127250671387,1.0]
[8475,39,2000,1895.634412765503,1.0]
[8475,40,2014,1072.5733041763306,1.0]
[8475,42,2103,938.3642673492432,1.0]
[8475,43,2199,902.9517769813538,1.0]
[8873,22,1105,1190.6418800354004,1.0]
[8873,23,1174,5159.364223480225,1.0]
[8873,24,1205,1043.4675216674805,1.0]
[8873,25,1263,1501.964807510376,1.0]
[8873,26,1312,784.8948836326599,1.0]
[10657,178,8931,888.2227540016174,1.0]
[10657,180,9009,1598.2156991958618,1.0]
[10657,181,9070,1378.3975839614868,1.0]
[10657,182,9112,1503.3812522888184,1.0]
[10657,182,9149,940.6553506851196,1.0]
[10657,183,9158,785.5432629585266,1.0]
[11652,36,1831,1529.8449993133545,1.0]
[11652,36,1833,4664.371013641357,1.0]
[13618,67,3352,1764.5479440689087,1.0]
[11726,39,1967,983.4380149841309,1.0]
[11726,39,1986,1422.8615760803223,1.0]
[11726,39,1994,638.7959718704224,1.0]
[11726,39,1999,1315.6685829162598,1.0]
[12554,22,1102,870.1626658439636,1.0]
[12554,22,1105,1143.6865329742432,1.0]
[12554,22,1123,697.3556280136108,1.0]
[12554,22,1148,1916.4016246795654,1.0]
[12554,61,3056,3382.3583126068115,1.0]
[12554,61,3065,1299.6540069580078,1.0]
[12554,61,3086,3163.038730621338,1.0]
[12557,7,355,1563.695788383484,1.0]
[12557,7,379,636.9333267211914,1.0]
[10567,268,13447,1365.3677701950073,1.0]
[10567,275,13756,3395.3499794006348,1.0]
[10567,275,13793,1000.9464025497437,1.0]
[13674,61,3085,1399.010181427002,1.0]
[9749,24,1212,1879.773736000061,1.0]
[9749,25,1277,1277.1000862121582,1.0]
[9749,26,1310,1780.5522680282593,1.0]
[9749,26,1315,1106.4728498458862,1.0]
[9749,26,1341,1713.7398719787598,1.0]
[11759,115,5753,1275.8493423461914,1.0]
[11759,115,5755,771.9758152961731,1.0]
[11759,115,5761,1161.1557006835938,1.0]
[11759,115,5784,1355.5800914764404,1.0]
[8711,93,4656,832.923412322998,1.0]
[8711,93,4683,2791.950225830078,1.0]
[8711,93,4692,1467.3227071762085,1.0]
[8711,95,4787,1490.9265041351318,1.0]
[8711,96,4808,4205.24787902832,1.0]
[9717,67,3354,2144.148111343384,1.0]
[9717,67,3362,1827.1660804748535,1.0]
[9717,67,3386,2363.7688159942627,1.0]
[9717,67,3395,1326.1117935180664,1.0]
[9717,68,3406,1365.8478260040283,1.0]
[9717,68,3416,681.1578273773193,1.0]
[9717,69,3453,973.1131792068481,1.0]
[9717,69,3454,680.3203821182251,1.0]
[9717,70,3521,1175.9296655654907,1.0]
[9717,70,3532,737.4679446220398,1.0]
[9285,143,7170,1560.1568222045898,1.0]
[9285,143,7180,1085.0679874420166,1.0]
[9285,143,7183,1326.948642730713,1.0]
[9285,144,7207,1854.7794818878174,1.0]
[9285,144,7216,1632.297158241272,1.0]
[9285,144,7222,3943.9897537231445,1.0]
[9285,145,7282,1206.0327529907227,1.0]
[9285,145,7296,1389.0060186386108,1.0]
[9285,146,7322,1186.7985725402832,1.0]
[9285,147,7358,3073.854684829712,1.0]
[9285,147,7392,1549.7426986694336,1.0]
[9285,147,7399,1512.7733945846558,1.0]
[8695,68,3439,1355.342984199524,1.0]
[8695,70,3512,923.1947064399719,1.0]
[8695,71,3598,1824.6113061904907,1.0]
[8695,72,3647,1379.518985748291,1.0]
[8857,159,7992,1499.5747804641724,1.0]
[8857,160,8049,1333.2453966140747,1.0]
[8857,161,8058,1679.12757396698,1.0]
[8857,161,8082,1668.9730882644653,1.0]
[8857,161,8091,3589.8613929748535,1.0]
[8857,162,8118,1612.3229265213013,1.0]
[10493,117,5900,694.7276592254639,1.0]
[10493,118,5915,889.0609741210938,1.0]
[10493,118,5934,1244.4928884506226,1.0]
[10493,119,5983,1521.9156742095947,1.0]
[10493,120,6004,634.9336504936218,1.0]
[10493,120,6031,1082.5761556625366,1.0]
[10493,120,6045,1341.031789779663,1.0]
[8962,48,2429,1751.3350248336792,1.0]
[8962,49,2461,1194.3354606628418,1.0]
[8962,50,2516,1446.668267250061,1.0]
[8962,50,2536,1528.0073881149292,1.0]
[8962,51,2579,2595.139741897583,1.0]
[8962,51,2591,1283.2210063934326,1.0]
[8962,51,2597,1284.7168445587158,1.0]
[11150,14,719,959.1250419616699,1.0]
[11150,35,1754,1073.4481811523438,1.0]
[11150,35,1781,1264.5303010940552,1.0]
[11150,55,2761,1419.3450212478638,1.0]
[11150,55,2777,1240.4862642288208,1.0]
[11150,138,6901,1422.327160835266,1.0]
[11150,138,6906,984.2573404312134,1.0]
[9311,73,3665,1444.5747137069702,1.0]
[9311,75,3753,626.6453266143799,1.0]
[9311,75,3763,2979.665994644165,1.0]
[9311,75,3768,1124.467134475708,1.0]
[8957,258,12924,676.6518950462341,1.0]
[8957,258,12948,1286.5146398544312,1.0]
[8957,259,12955,1418.8944101333618,1.0]
[8957,260,13024,1425.1976013183594,1.0]
[8957,260,13025,1634.1559886932373,1.0]
[8796,61,3072,669.4862842559814,1.0]
[8796,62,3141,911.1255407333374,1.0]
[8796,73,3659,5260.282039642334,1.0]
[8796,73,3676,1370.8434104919434,1.0]
[9407,238,11915,1001.4145374298096,1.0]
[9407,238,11934,1512.6770734786987,1.0]
[9407,239,11952,1304.7329187393188,1.0]
[9407,350,17501,1435.9560012817383,1.0]
[9407,350,17544,1517.255425453186,1.0]
[8433,324,16220,1046.0652112960815,1.0]
[8433,325,16281,1077.919363975525,1.0]
[8433,326,16341,1102.2319793701172,1.0]
[8433,326,16346,2798.4871864318848,1.0]
[9225,5,269,441.08280539512634,1.0]
[9225,5,275,2556.0688972473145,1.0]
[9225,5,282,1796.2160110473633,1.0]
[9225,8,426,888.0116939544678,1.0]
[9225,9,477,1020.7006931304932,1.0]
[9225,10,508,1786.2836122512817,1.0]
[9225,10,514,1800.3759384155273,1.0]
[10382,61,3051,3884.0572834014893,1.0]
[10382,61,3073,1091.927170753479,1.0]
[10382,61,3078,957.400918006897,1.0]
[10382,61,3093,1199.2430686950684,1.0]
[10382,62,3120,1236.7676496505737,1.0]
[10382,62,3128,789.0332341194153,1.0]
[10382,62,3130,1234.8185777664185,1.0]
[10382,63,3189,3679.8605918884277,1.0]
[10382,63,3200,1760.8070373535156,1.0]
[11146,99,4992,1286.6785526275635,1.0]
[11146,178,8910,1811.0840320587158,1.0]
[11146,178,8915,2447.3626613616943,1.0]
[11146,178,8916,1241.2670850753784,1.0]
[11146,296,14832,4496.572494506836,1.0]
[10693,236,11820,989.0400171279907,1.0]
[10693,236,11844,2798.5899448394775,1.0]
[8873,82,4106,1245.4373836517334,1.0]
[8873,83,4171,927.5997281074524,1.0]
[8873,83,4174,1339.849352836609,1.0]
[8873,84,4203,1383.0381631851196,1.0]
[8873,84,4230,2386.88325881958,1.0]
[11881,138,6942,1306.6438436508179,1.0]
[8587,49,2492,1361.8699312210083,1.0]
[8587,49,2495,810.127854347229,1.0]
[10386,4,210,682.9270124435425,1.0]
[10386,4,233,683.0751895904541,1.0]
[10386,4,235,1112.7396821975708,1.0]
[10386,5,272,1989.249348640442,1.0]
[10386,6,302,906.5070152282715,1.0]
[10386,6,309,1216.4875268936157,1.0]
[10386,6,333,2854.7213077545166,1.0]
[8498,30,1521,728.8437485694885,1.0]
[8498,32,1633,895.3717350959778,1.0]
[8498,33,1685,808.9824914932251,1.0]
[8897,24,1228,939.6516680717468,1.0]
[8897,24,1247,1522.2597122192383,1.0]
[9577,16,844,1026.8715620040894,1.0]
[9577,18,939,926.8425107002258,1.0]
[9577,19,964,796.917736530304,1.0]
[9092,43,2183,796.0648536682129,1.0]
[9092,69,3472,5232.0685386657715,1.0]
[9092,73,3689,1307.939887046814,1.0]
[9620,146,7305,1632.0263147354126,1.0]
[9620,146,7333,1590.2427434921265,1.0]
[9620,146,7341,1435.963749885559,1.0]
