5036,31,1555,1.0
6027,1,71,1.0
5051,5,281,1.0
6080,95,4754,1.0
6090,34,1746,1.0
6281,33,1678,1.0
6319,48,2425,1.0
6322,34,1723,1.0
6366,79,3995,1.0
6366,19,972,1.0
6407,99,4990,1.0
6440,57,2867,1.0
6480,104,5228,1.0
6503,56,2804,1.0
6503,60,3044,1.0
6572,176,8824,1.0
6572,176,8827,1.0
6579,43,2151,1.0
6616,20,1034,1.0
6616,22,1126,1.0
6650,19,953,1.0
6650,20,1012,1.0
6656,46,2341,1.0
6663,48,2447,1.0
6664,194,9733,1.0
6666,16,814,1.0
6690,145,7269,1.0
6696,1,97,1.0
6756,41,2092,1.0
6829,123,6189,1.0
6837,153,7680,1.0
6882,153,7689,1.0
6908,191,9555,1.0
6923,33,1653,1.0
6923,35,1757,1.0
6930,19,989,1.0
6933,83,4197,1.0
6934,15,781,1.0
6955,212,10646,1.0
6960,79,3990,1.0
6968,9,458,1.0
6979,24,1211,1.0
7001,542,27126,1.0
7001,344,17229,1.0
7001,228,11434,1.0
7001,998,49904,1.0
7001,700,35012,1.0
7001,1101,55059,1.0
7003,1339,66984,1.0
7003,400,20042,1.0
7003,456,22809,1.0
7003,413,20662,1.0
7003,188,9401,1.0
7003,630,31543,1.0
7003,1304,65210,1.0
7003,1304,65250,1.0
7003,262,13104,1.0
7003,924,46224,1.0
7003,1437,71879,1.0
7004,1011,50569,1.0
7004,1275,63775,1.0
7004,961,48093,1.0
7004,654,32735,1.0
7004,901,45092,1.0
7004,1340,67003,1.0
7004,575,28763,1.0
7004,1525,76255,1.0
7004,1525,76256,1.0
7006,558,27909,1.0
7008,633,31670,1.0
7008,633,31671,1.0
7008,633,31679,1.0
5157,103,5192,1.0
7008,1078,53907,1.0
7008,1470,73546,1.0
7008,417,20889,1.0
7008,1393,69687,1.0
7008,144,7234,1.0
7008,675,33754,1.0
7010,610,30502,1.0
7010,416,20803,1.0
7010,1596,79815,1.0
7010,710,35530,1.0
7011,302,15101,1.0
7012,713,35682,1.0
7012,1425,71252,1.0
7012,529,26481,1.0
7012,1275,63780,1.0
7012,1549,77472,1.0
7013,224,11222,1.0
7013,40,2031,1.0
7014,10,520,1.0
7014,1331,66560,1.0
7014,1121,56085,1.0
7014,205,10293,1.0
7014,1270,63504,1.0
7014,1728,86431,1.0
7014,1214,60721,1.0
7014,1214,60744,1.0
7016,45,2259,1.0
7016,41,2068,1.0
7017,656,32830,1.0
7017,1049,52490,1.0
7017,1002,50103,1.0
7017,359,17981,1.0
7017,994,49709,1.0
5382,172,8630,1.0
7017,276,13824,1.0
7017,1332,66611,1.0
5385,168,8408,1.0
7018,363,18165,1.0
7019,278,13906,1.0
7019,210,10539,1.0
7020,950,47545,1.0
7020,1884,94218,1.0
7020,972,48601,1.0
7020,199,9986,1.0
7020,199,9995,1.0
7020,1669,83470,1.0
7020,1156,57826,1.0
7021,404,20204,1.0
7021,45,2293,1.0
7021,265,13285,1.0
7021,471,23573,1.0
7021,748,37404,1.0
5448,12,611,1.0
5448,14,734,1.0
7023,556,27823,1.0
7023,204,10218,1.0
7023,1249,62486,1.0
7023,1221,61061,1.0
7023,1221,61078,1.0
7023,50,2543,1.0
7023,1881,94098,1.0
7023,700,35006,1.0
7023,1941,97051,1.0
7023,238,11910,1.0
7023,238,11936,1.0
7023,1286,64326,1.0
7023,1286,64346,1.0
7026,381,19096,1.0
5459,9,458,1.0
7026,870,43513,1.0
7026,140,7025,1.0
7026,128,6434,1.0
7047,77,3872,1.0
7048,81,4056,1.0
7048,81,4087,1.0
7048,125,6258,1.0
7049,679,33989,1.0
7049,679,33999,1.0
7049,2025,101292,1.0
7049,807,40382,1.0
7049,1215,60759,1.0
7049,1649,82455,1.0
7049,1055,52755,1.0
7049,2015,100773,1.0
7049,931,46561,1.0
7049,177,8868,1.0
7051,26,1313,1.0
7051,67,3387,1.0
7054,87,4354,1.0
7054,1159,57986,1.0
7054,1947,97373,1.0
7054,1290,64549,1.0
7054,1577,78859,1.0
7054,944,47227,1.0
5512,216,10838,1.0
7054,320,16035,1.0
7054,1009,50466,1.0
7055,543,27157,1.0
7055,43,2160,1.0
7103,9,460,1.0
7103,10,518,1.0
7139,27,1387,1.0
7398,6,330,1.0
7675,92,4644,1.0
5586,139,6983,1.0
7765,163,8165,1.0
5608,11,576,1.0
