7004,995,49764,1.0
7004,995,49765,1.0
7004,995,49767,1.0
7004,995,49768,1.0
7004,995,49780,1.0
7004,995,49794,1.0
7010,445,22252,1.0
7010,445,22257,1.0
7010,445,22263,1.0
7010,445,22272,1.0
7010,445,22273,1.0
7010,445,22281,1.0
7010,445,22297,1.0
7010,445,22299,1.0
7010,445,22300,1.0
7010,694,34703,1.0
7010,694,34713,1.0
7010,694,34718,1.0
7010,694,34731,1.0
7010,694,34732,1.0
7010,694,34733,1.0
7010,694,34734,1.0
6975,128,6414,1.0
6975,129,6488,1.0
6975,129,6494,1.0
6975,130,6532,1.0
6975,131,6590,1.0
6975,132,6626,1.0
6975,132,6636,1.0
6975,133,6674,1.0
6975,133,6692,1.0
6975,134,6735,1.0
6975,135,6777,1.0
6975,136,6807,1.0
6975,136,6841,1.0
7012,1593,79666,1.0
7012,1593,79678,1.0
7012,1593,79685,1.0
7012,1593,79688,1.0
7012,1593,79696,1.0
4955,10,507,1.0
4955,10,544,1.0
4955,12,650,1.0
4955,13,668,1.0
4955,16,846,1.0
4955,16,848,1.0
4955,16,850,1.0
4955,18,946,1.0
6873,40,2009,1.0
6873,40,2047,1.0
6873,41,2099,1.0
6873,42,2136,1.0
7055,211,10571,1.0
7055,211,10583,1.0
7055,211,10585,1.0
7017,1218,60916,1.0
7017,1218,60924,1.0
7017,1218,60927,1.0
7017,1218,60932,1.0
7017,1218,60944,1.0
7017,1218,60948,1.0
6219,67,3364,1.0
6219,67,3399,1.0
6219,74,3749,1.0
6219,75,3756,1.0
6219,75,3800,1.0
5933,13,698,1.0
5933,14,735,1.0
5933,17,864,1.0
5933,18,935,1.0
7004,1689,84458,1.0
7004,1689,84459,1.0
7004,1689,84463,1.0
7004,1689,84465,1.0
7004,1689,84475,1.0
7004,1689,84490,1.0
7004,1689,84496,1.0
7004,1689,84499,1.0
7112,17,879,1.0
7026,347,17354,1.0
7026,347,17398,1.0
7026,347,17399,1.0
7026,347,17400,1.0
6916,154,7703,1.0
6916,154,7735,1.0
7026,764,38205,1.0
7026,764,38212,1.0
7026,764,38232,1.0
7026,764,38249,1.0
7017,418,20911,1.0
7017,418,20929,1.0
7017,418,20938,1.0
7055,604,30203,1.0
7055,604,30205,1.0
7055,604,30208,1.0
7055,604,30216,1.0
7055,604,30225,1.0
7055,604,30226,1.0
7055,604,30238,1.0
6973,140,7002,1.0
6973,141,7057,1.0
6973,141,7077,1.0
6689,19,982,1.0
6689,19,991,1.0
6689,20,1001,1.0
6689,20,1010,1.0
6689,22,1119,1.0
7020,1751,87567,1.0
7020,1751,87573,1.0
7020,1751,87574,1.0
7020,1751,87580,1.0
7020,1751,87582,1.0
7020,1751,87597,1.0
7020,1751,87600,1.0
6347,11,566,1.0
6347,13,666,1.0
6919,187,9370,1.0
6919,187,9376,1.0
6919,189,9456,1.0
6919,189,9497,1.0
6919,190,9540,1.0
7014,652,32609,1.0
7014,652,32616,1.0
7014,652,32618,1.0
7014,652,32622,1.0
7014,652,32644,1.0
7014,652,32645,1.0
7648,5,279,1.0
7014,928,46403,1.0
7014,928,46423,1.0
7014,928,46436,1.0
7014,928,46439,1.0
7014,928,46448,1.0
7014,928,46450,1.0
7023,583,29158,1.0
7023,583,29171,1.0
7023,583,29179,1.0
7023,583,29185,1.0
7023,583,29188,1.0
7023,583,29189,1.0
7023,583,29190,1.0
7023,583,29194,1.0
7003,0,17,1.0
7003,0,28,1.0
7003,0,29,1.0
7003,0,47,1.0
7003,0,48,1.0
7049,144,7203,1.0
7049,144,7204,1.0
7049,144,7210,1.0
7049,144,7211,1.0
7049,144,7216,1.0
7049,144,7230,1.0
7049,144,7231,1.0
7049,144,7233,1.0
7049,144,7250,1.0
7054,1768,88410,1.0
7054,1768,88424,1.0
7054,1768,88434,1.0
7054,1768,88436,1.0
7054,1768,88437,1.0
7487,30,1509,1.0
7487,38,1942,1.0
7529,121,6082,1.0
7529,138,6910,1.0
6668,80,4021,1.0
7004,149,7460,1.0
7004,149,7461,1.0
7004,149,7469,1.0
7004,149,7473,1.0
7004,149,7491,1.0
7023,994,49709,1.0
7023,994,49719,1.0
7023,994,49721,1.0
7023,994,49727,1.0
7023,994,49729,1.0
7023,994,49742,1.0
5578,72,3623,1.0
5578,74,3703,1.0
7014,707,35351,1.0
7014,707,35352,1.0
7014,707,35353,1.0
7014,707,35357,1.0
7014,707,35358,1.0
7014,707,35367,1.0
7014,707,35371,1.0
7014,707,35375,1.0
7014,707,35376,1.0
7014,707,35377,1.0
6103,159,7951,1.0
7010,1,64,1.0
7010,1,68,1.0
7010,1,69,1.0
7010,1,71,1.0
7010,1,77,1.0
7010,1,81,1.0
7010,1,95,1.0
5444,0,7,1.0
5444,1,83,1.0
5444,1,85,1.0
5444,5,281,1.0
6622,11,592,1.0
6622,11,599,1.0
7003,967,48357,1.0
7003,967,48362,1.0
7003,967,48370,1.0
7003,967,48375,1.0
7003,967,48383,1.0
7003,967,48392,1.0
7003,967,48393,1.0
7315,69,3463,1.0
7023,815,40778,1.0
7023,815,40785,1.0
7023,815,40794,1.0
5976,26,1321,1.0
5976,29,1469,1.0
7018,62,3104,1.0
7018,62,3109,1.0
7018,62,3112,1.0
7018,62,3121,1.0
7018,62,3124,1.0
7018,62,3146,1.0
7014,1239,61973,1.0
7014,1239,61975,1.0
7014,1239,61989,1.0
7001,314,15707,1.0
7001,314,15709,1.0
7001,314,15715,1.0
7001,314,15719,1.0
7001,314,15732,1.0
7001,314,15733,1.0
7001,314,15744,1.0
7001,314,15749,1.0
7054,1664,83201,1.0
