14543,130,6521,1.0
14545,32,1602,1.0
14545,109,5484,1.0
14645,69,3495,1.0
14664,151,7598,1.0
14740,57,2868,1.0
14772,60,3033,1.0
14774,176,8834,1.0
14795,39,1992,1.0
14805,52,2618,1.0
14886,75,3756,1.0
14936,71,3575,1.0
14938,37,1870,1.0
14186,132,6628,1.0
14970,86,4304,1.0
15014,163,8166,1.0
14190,72,3619,1.0
15074,32,1625,1.0
15074,91,4581,1.0
15086,129,6474,1.0
15103,218,10905,1.0
15103,228,11413,1.0
15125,150,7502,1.0
15127,55,2761,1.0
15154,265,13280,1.0
15161,133,6659,1.0
15286,186,9326,1.0
15289,1,66,1.0
15322,143,7192,1.0
15389,25,1263,1.0
15442,68,3446,1.0
15484,280,14046,1.0
15530,91,4597,1.0
15603,65,3281,1.0
15710,21,1085,1.0
15767,6,350,1.0
15780,187,9365,1.0
15794,102,5126,1.0
15859,289,14497,1.0
15859,334,16746,1.0
15861,38,1936,1.0
15862,194,9728,1.0
15872,23,1157,1.0
15876,55,2754,1.0
15923,180,9043,1.0
15965,197,9884,1.0
14246,193,9668,1.0
16026,128,6447,1.0
16058,217,10887,1.0
16095,288,14430,1.0
16101,71,3579,1.0
16117,34,1710,1.0
16137,1,63,1.0
16148,215,10769,1.0
16301,141,7076,1.0
14270,254,12737,1.0
16319,3,164,1.0
16341,269,13487,1.0
16355,77,3878,1.0
16387,170,8519,1.0
16387,208,10417,1.0
16431,95,4784,1.0
16544,157,7878,1.0
16573,253,12655,1.0
16583,63,3152,1.0
16697,122,6128,1.0
16845,35,1765,1.0
16845,270,13516,1.0
14277,223,11170,1.0
16867,271,13557,1.0
16916,148,7402,1.0
16921,125,6281,1.0
16947,176,8803,1.0
16965,268,13409,1.0
17005,179,8968,1.0
17034,59,2973,1.0
17065,91,4582,1.0
17089,112,5642,1.0
17152,55,2774,1.0
17164,138,6939,1.0
17177,68,3426,1.0
17195,18,941,1.0
17195,86,4334,1.0
17237,235,11760,1.0
14291,58,2919,1.0
14291,194,9707,1.0
17239,168,8427,1.0
17239,171,8554,1.0
17300,4,218,1.0
17312,115,5767,1.0
17313,199,9983,1.0
17326,59,2953,1.0
17337,31,1589,1.0
17338,86,4326,1.0
14316,51,2580,1.0
17349,100,5001,1.0
17355,69,3495,1.0
17371,55,2779,1.0
17371,428,21412,1.0
17390,85,4267,1.0
17415,80,4020,1.0
14329,42,2149,1.0
17447,22,1128,1.0
17457,38,1902,1.0
17481,28,1416,1.0
17481,29,1482,1.0
17535,50,2540,1.0
17578,6,341,1.0
17603,9,457,1.0
17603,27,1355,1.0
17671,233,11656,1.0
17671,233,11690,1.0
14338,186,9303,1.0
17686,354,17709,1.0
17757,76,3849,1.0
14355,1,79,1.0
14355,1,99,1.0
17840,322,16121,1.0
14363,1,71,1.0
17985,178,8921,1.0
17990,284,14225,1.0
17990,284,14241,1.0
17992,15,754,1.0
18007,70,3518,1.0
18010,81,4087,1.0
18010,101,5078,1.0
18011,39,1980,1.0
18011,35,1762,1.0
18021,475,23799,1.0
18021,327,16351,1.0
18021,327,16374,1.0
18021,327,16388,1.0
14363,86,4325,1.0
18040,46,2342,1.0
18045,43,2169,1.0
18045,49,2485,1.0
18048,227,11363,1.0
18048,365,18280,1.0
18049,0,25,1.0
18219,58,2901,1.0
18219,212,10631,1.0
18219,212,10634,1.0
18226,196,9819,1.0
18244,269,13454,1.0
18244,269,13500,1.0
18246,38,1928,1.0
18481,113,5651,1.0
14375,142,7139,1.0
18499,201,10064,1.0
18499,201,10095,1.0
18525,173,8658,1.0
14375,108,5403,1.0
18527,545,27252,1.0
18574,187,9375,1.0
18603,53,2659,1.0
18632,103,5180,1.0
18632,127,6397,1.0
18685,136,6834,1.0
18732,104,5206,1.0
18732,167,8367,1.0
18750,236,11807,1.0
18752,423,21179,1.0
18760,179,8997,1.0
18764,32,1627,1.0
18922,26,1341,1.0
18923,611,30563,1.0
18929,208,10440,1.0
18954,245,12288,1.0
14425,205,10276,1.0
14450,1,59,1.0
14542,229,11464,1.0
