[run,subrun,event,newhaspi0]
[18044,74,3736,1.0]
[18044,74,3737,1.0]
[18044,74,3747,1.0]
[18044,94,4716,1.0]
[18044,94,4718,1.0]
[18044,94,4729,1.0]
[18044,57,2854,1.0]
[18044,57,2862,1.0]
[18044,57,2864,1.0]
[18044,165,8258,1.0]
[18044,165,8297,1.0]
[18044,194,9737,1.0]
[18044,16,803,1.0]
[18044,16,815,1.0]
[18044,16,818,1.0]
[18044,16,820,1.0]
[18044,16,834,1.0]
[18044,99,4974,1.0]
[18044,99,4978,1.0]
[18044,99,4979,1.0]
[18044,99,4985,1.0]
[18044,99,4992,1.0]
[18044,99,4997,1.0]
[18044,150,7527,1.0]
[18044,189,9488,1.0]
[18044,189,9489,1.0]
[18044,289,14462,1.0]
[18044,289,14463,1.0]
[18044,289,14496,1.0]
[18044,393,19669,1.0]
[18044,393,19675,1.0]
[18044,393,19683,1.0]
[18044,494,24711,1.0]
[18044,494,24718,1.0]
[18044,494,24731,1.0]
[18044,494,24734,1.0]
[18044,494,24746,1.0]
[18044,494,24750,1.0]
[18044,503,25160,1.0]
[18044,503,25169,1.0]
[18044,296,14817,1.0]
[18044,350,17506,1.0]
[18044,350,17509,1.0]
[18044,350,17517,1.0]
[18044,350,17525,1.0]
[18044,388,19405,1.0]
[18044,408,20414,1.0]
[18044,216,10818,1.0]
[18044,216,10845,1.0]
[18044,22,1135,1.0]
[18044,22,1140,1.0]
[18044,152,7633,1.0]
[18044,158,7931,1.0]
[18044,288,14402,1.0]
[18044,377,18854,1.0]
[18044,377,18865,1.0]
[18044,377,18867,1.0]
[18044,377,18868,1.0]
[18044,426,21316,1.0]
[18044,506,25301,1.0]
[18044,506,25322,1.0]
[18044,506,25325,1.0]
[14623,18,903,1.0]
[14623,149,7493,1.0]
[14623,180,9035,1.0]
[14623,182,9108,1.0]
[14623,187,9392,1.0]
[14623,187,9398,1.0]
[14623,212,10611,1.0]
[14623,212,10636,1.0]
[18044,6,315,1.0]
[18044,6,322,1.0]
[18044,6,329,1.0]
[18044,6,335,1.0]
[18044,105,5268,1.0]
[18044,105,5276,1.0]
[18044,164,8206,1.0]
[18044,164,8208,1.0]
[18044,213,10667,1.0]
[18044,213,10690,1.0]
[18044,239,11963,1.0]
[18044,239,11981,1.0]
[18044,239,11997,1.0]
[18044,532,26643,1.0]
[18044,532,26647,1.0]
[18044,545,27272,1.0]
[18044,553,27658,1.0]
[18044,553,27678,1.0]
[18044,553,27683,1.0]
[18044,309,15451,1.0]
[18044,309,15468,1.0]
[18044,309,15496,1.0]
[18044,360,18004,1.0]
[18044,360,18045,1.0]
[18044,372,18607,1.0]
[18044,372,18615,1.0]
[18044,171,8564,1.0]
[18044,201,10051,1.0]
[18044,201,10069,1.0]
[18044,201,10084,1.0]
[18044,201,10089,1.0]
[18044,201,10096,1.0]
[18044,7,353,1.0]
[18044,7,370,1.0]
[18044,7,400,1.0]
[18044,28,1422,1.0]
[18044,69,3478,1.0]
[18044,81,4062,1.0]
[18044,174,8743,1.0]
[18044,199,9970,1.0]
[18044,119,5979,1.0]
[18044,119,5999,1.0]
[18044,161,8053,1.0]
[18044,161,8095,1.0]
[18044,182,9117,1.0]
[18044,15,786,1.0]
[18044,15,796,1.0]
[18044,18,949,1.0]
[18044,114,5713,1.0]
[18044,114,5725,1.0]
[18044,114,5740,1.0]
[18044,114,5748,1.0]
[18044,129,6452,1.0]
[18044,129,6463,1.0]
[18044,1,90,1.0]
[18044,32,1629,1.0]
[18044,32,1631,1.0]
[18044,40,2013,1.0]
[18044,40,2015,1.0]
[18044,40,2040,1.0]
[18044,109,5468,1.0]
[18044,109,5484,1.0]
[18044,109,5495,1.0]
[18044,109,5498,1.0]
[18044,240,12001,1.0]
[18044,240,12041,1.0]
[18044,317,15882,1.0]
[18044,317,15886,1.0]
[18044,355,17790,1.0]
[18044,374,18719,1.0]
[18044,380,19035,1.0]
[18044,60,3016,1.0]
[18044,60,3034,1.0]
[18044,60,3044,1.0]
[18044,62,3112,1.0]
[18044,107,5359,1.0]
[18044,107,5360,1.0]
[18044,133,6653,1.0]
[18044,133,6670,1.0]
[18044,133,6685,1.0]
[18044,133,6686,1.0]
[18044,397,19859,1.0]
[18044,497,24852,1.0]
[18044,497,24855,1.0]
[18044,497,24872,1.0]
[18044,541,27056,1.0]
[18044,541,27079,1.0]
[18044,324,16208,1.0]
[18044,324,16212,1.0]
[18044,324,16247,1.0]
[18044,342,17129,1.0]
[18044,342,17149,1.0]
[18044,436,21840,1.0]
[18044,447,22358,1.0]
[18044,447,22364,1.0]
[18044,447,22385,1.0]
[18044,447,22399,1.0]
[18044,459,22963,1.0]
[18044,459,22977,1.0]
[18044,459,22989,1.0]
[18044,258,12903,1.0]
[18044,258,12916,1.0]
[18044,258,12937,1.0]
[18044,258,12945,1.0]
[18044,343,17157,1.0]
[18044,343,17169,1.0]
[18044,343,17173,1.0]
[18044,391,19557,1.0]
[18044,391,19560,1.0]
[18044,391,19577,1.0]
[18044,453,22676,1.0]
[18044,453,22679,1.0]
[18044,299,14961,1.0]
[18044,351,17581,1.0]
[18044,367,18359,1.0]
[18044,456,22802,1.0]
[18044,456,22829,1.0]
[18044,456,22833,1.0]
[18044,456,22847,1.0]
[18044,243,12152,1.0]
[18044,243,12184,1.0]
[18044,243,12198,1.0]
[18044,261,13095,1.0]
[18044,490,24541,1.0]
[18045,64,3249,1.0]
[18045,83,4155,1.0]
[18045,106,5311,1.0]
[18045,106,5312,1.0]
[18045,106,5323,1.0]
[18045,106,5324,1.0]
[18045,106,5343,1.0]
[18045,124,6219,1.0]
[18045,124,6245,1.0]
[18045,102,5120,1.0]
[18045,102,5138,1.0]
[18045,117,5879,1.0]
[18045,117,5893,1.0]
[18045,25,1255,1.0]
[18045,74,3746,1.0]
[18045,23,1159,1.0]
[18045,44,2224,1.0]
[18045,108,5402,1.0]
[18045,108,5419,1.0]
[18045,110,5539,1.0]
[14623,87,4391,1.0]
[14623,273,13662,1.0]
[14623,273,13663,1.0]
[14623,273,13670,1.0]
[14623,273,13699,1.0]
[14623,279,13955,1.0]
[14623,279,13965,1.0]
[14623,279,13994,1.0]
[18045,47,2377,1.0]
[18045,47,2378,1.0]
[18045,47,2386,1.0]
[18045,78,3933,1.0]
[18045,78,3947,1.0]
[18045,104,5214,1.0]
[18045,104,5247,1.0]
[18045,112,5611,1.0]
[18045,112,5615,1.0]
[18045,112,5639,1.0]
[18045,114,5710,1.0]
[18048,302,15111,1.0]
[18048,302,15113,1.0]
[18048,302,15116,1.0]
[18048,302,15146,1.0]
[18048,2,126,1.0]
[18048,2,146,1.0]
[18048,9,460,1.0]
[18048,9,487,1.0]
[18048,103,5167,1.0]
[18048,204,10235,1.0]
[18048,204,10237,1.0]
[18048,204,10245,1.0]
[18048,3,171,1.0]
[18048,93,4685,1.0]
[18048,190,9540,1.0]
[18048,190,9546,1.0]
[18048,299,14957,1.0]
[18048,299,14982,1.0]
[18048,299,15000,1.0]
[18048,74,3706,1.0]
[18048,74,3728,1.0]
[18048,144,7214,1.0]
[18048,144,7236,1.0]
[18048,184,9203,1.0]
[18048,184,9216,1.0]
[18048,193,9687,1.0]
[18048,229,11463,1.0]
[18048,229,11468,1.0]
[18048,229,11469,1.0]
[18048,31,1558,1.0]
[18048,80,4010,1.0]
[18048,80,4023,1.0]
[18048,80,4048,1.0]
[18048,170,8520,1.0]
[18048,170,8528,1.0]
[18048,363,18168,1.0]
[18048,203,10182,1.0]
[18048,203,10191,1.0]
[18048,375,18773,1.0]
[18048,375,18789,1.0]
[18048,394,19740,1.0]
[18048,417,20866,1.0]
[14623,254,12726,1.0]
[14623,266,13311,1.0]
[14623,266,13342,1.0]
[14623,282,14135,1.0]
[18048,66,3327,1.0]
[18048,66,3342,1.0]
[18048,280,14008,1.0]
[18048,313,15661,1.0]
[18048,313,15675,1.0]
[18048,313,15697,1.0]
[18048,369,18451,1.0]
[18048,369,18486,1.0]
[18048,14,724,1.0]
[18048,14,743,1.0]
[18048,14,747,1.0]
[18048,149,7482,1.0]
[18048,175,8763,1.0]
[18048,197,9893,1.0]
[18048,50,2515,1.0]
[18048,50,2531,1.0]
[18048,81,4053,1.0]
[18048,81,4100,1.0]
[18048,118,5909,1.0]
[18048,118,5910,1.0]
[18048,303,15156,1.0]
[18048,325,16284,1.0]
[18048,140,7049,1.0]
[18048,294,14722,1.0]
[18048,294,14726,1.0]
[18048,346,17317,1.0]
[18048,346,17322,1.0]
[18048,346,17324,1.0]
[18048,346,17329,1.0]
[18048,346,17342,1.0]
[18048,17,865,1.0]
[18048,17,870,1.0]
[18048,17,871,1.0]
[18048,17,884,1.0]
[18048,25,1264,1.0]
[18048,25,1287,1.0]
[18048,26,1332,1.0]
[18048,26,1340,1.0]
[18048,117,5851,1.0]
[18048,117,5899,1.0]
[18048,36,1811,1.0]
[18048,105,5271,1.0]
[18048,105,5275,1.0]
[18048,384,19238,1.0]
[18048,384,19244,1.0]
[18049,18,907,1.0]
[18049,18,911,1.0]
[18049,18,931,1.0]
[18049,18,940,1.0]
[18049,50,2504,1.0]
[18049,50,2537,1.0]
[18049,50,2544,1.0]
[18049,109,5469,1.0]
[18049,109,5484,1.0]
[18049,17,870,1.0]
[18049,57,2853,1.0]
[18049,57,2860,1.0]
[18049,57,2875,1.0]
[18049,57,2895,1.0]
[18049,63,3173,1.0]
[18049,72,3602,1.0]
[18049,72,3613,1.0]
[18049,72,3615,1.0]
[14625,12,643,1.0]
[14625,17,861,1.0]
[14625,17,866,1.0]
[14625,17,890,1.0]
[14625,17,896,1.0]
[14625,23,1153,1.0]
[14625,23,1185,1.0]
[14625,25,1256,1.0]
[14625,46,2345,1.0]
[18049,68,3401,1.0]
[18049,68,3442,1.0]
[18049,95,4757,1.0]
[18049,95,4758,1.0]
[18049,95,4768,1.0]
[18049,95,4797,1.0]
[18049,103,5160,1.0]
[18049,103,5164,1.0]
[18049,103,5167,1.0]
[18049,122,6101,1.0]
[18049,122,6131,1.0]
[18049,66,3312,1.0]
[18049,66,3314,1.0]
[18049,66,3315,1.0]
[18049,66,3317,1.0]
[18049,66,3330,1.0]
[18050,9,469,1.0]
[18050,9,478,1.0]
[18050,9,494,1.0]
[18050,26,1302,1.0]
[18050,35,1794,1.0]
[18050,46,2305,1.0]
[18050,46,2349,1.0]
[18050,7,396,1.0]
[18050,7,398,1.0]
[18050,24,1207,1.0]
[18050,38,1917,1.0]
[18052,18,907,1.0]
[18052,18,923,1.0]
[18052,43,2154,1.0]
[18052,43,2165,1.0]
[18052,43,2194,1.0]
[18052,43,2196,1.0]
[18052,55,2795,1.0]
[18052,37,1869,1.0]
[18052,44,2241,1.0]
[18052,44,2248,1.0]
[18052,52,2607,1.0]
[18052,52,2645,1.0]
[18054,227,11354,1.0]
[18054,340,17037,1.0]
[18054,340,17050,1.0]
[18054,343,17161,1.0]
[18054,343,17173,1.0]
[18054,479,23976,1.0]
[18054,479,23994,1.0]
[18054,479,23996,1.0]
[18054,497,24870,1.0]
[18054,497,24888,1.0]
[18054,231,11563,1.0]
[18054,478,23906,1.0]
[18054,478,23932,1.0]
[18054,486,24329,1.0]
[18054,486,24350,1.0]
[18054,507,25355,1.0]
[18054,507,25357,1.0]
[18054,507,25391,1.0]
[18054,507,25397,1.0]
[18054,221,11071,1.0]
[18054,221,11075,1.0]
[18054,221,11084,1.0]
[18054,221,11087,1.0]
[18054,221,11092,1.0]
[18054,221,11098,1.0]
[18054,252,12609,1.0]
[18054,252,12622,1.0]
[18054,252,12648,1.0]
[18054,329,16463,1.0]
[18054,329,16484,1.0]
[18054,416,20801,1.0]
[18054,416,20818,1.0]
[18054,416,20834,1.0]
[14625,22,1124,1.0]
[14625,30,1505,1.0]
[14625,30,1528,1.0]
[14625,30,1529,1.0]
[14625,30,1537,1.0]
[14625,33,1651,1.0]
[14625,33,1669,1.0]
[14625,35,1798,1.0]
[14625,35,1800,1.0]
[14625,57,2871,1.0]
[14625,57,2880,1.0]
[14625,57,2888,1.0]
[14625,57,2894,1.0]
[18054,26,1313,1.0]
[18054,26,1315,1.0]
[18054,26,1320,1.0]
[18054,32,1620,1.0]
[18054,32,1622,1.0]
[18054,32,1634,1.0]
[18054,32,1638,1.0]
[18054,32,1648,1.0]
[18054,92,4623,1.0]
[18054,124,6217,1.0]
[18054,124,6224,1.0]
[18054,124,6231,1.0]
[18054,124,6238,1.0]
[18054,124,6244,1.0]
[18054,401,20052,1.0]
[18054,401,20062,1.0]
[18054,401,20073,1.0]
[18054,204,10235,1.0]
[18054,305,15300,1.0]
[18054,438,21931,1.0]
[18054,438,21935,1.0]
[18054,445,22290,1.0]
[18054,3,154,1.0]
[18054,143,7176,1.0]
[18054,143,7183,1.0]
[18054,143,7195,1.0]
[18054,161,8081,1.0]
[18054,535,26782,1.0]
[18054,535,26796,1.0]
[18054,535,26798,1.0]
[18054,1,67,1.0]
[18054,55,2779,1.0]
[18054,526,26304,1.0]
[18054,526,26314,1.0]
[18054,526,26320,1.0]
[18054,526,26327,1.0]
[18054,530,26510,1.0]
[18054,541,27084,1.0]
[18054,247,12361,1.0]
[18054,247,12398,1.0]
[18054,425,21265,1.0]
[18054,425,21267,1.0]
[18054,425,21269,1.0]
[18054,425,21299,1.0]
[18054,431,21564,1.0]
[18054,431,21566,1.0]
[18054,431,21571,1.0]
[18054,25,1267,1.0]
[18054,25,1277,1.0]
[18054,570,28515,1.0]
[18054,570,28533,1.0]
[18054,571,28592,1.0]
[18054,572,28610,1.0]
[18054,572,28623,1.0]
[18054,4,236,1.0]
[14625,19,959,1.0]
[14625,24,1216,1.0]
[14625,58,2913,1.0]
[14625,58,2944,1.0]
[18054,198,9920,1.0]
[18054,315,15754,1.0]
[18054,315,15768,1.0]
[18054,315,15770,1.0]
[18054,315,15787,1.0]
[18054,449,22463,1.0]
[18054,449,22480,1.0]
[18054,462,23101,1.0]
[18054,211,10551,1.0]
[18054,211,10583,1.0]
[18054,211,10597,1.0]
[18054,223,11182,1.0]
[18054,223,11194,1.0]
[18054,238,11911,1.0]
[18054,238,11914,1.0]
[18054,238,11928,1.0]
[18054,238,11943,1.0]
[18054,387,19367,1.0]
[18054,387,19371,1.0]
[18054,387,19375,1.0]
[18054,309,15464,1.0]
[18054,191,9592,1.0]
[18054,347,17368,1.0]
[18054,483,24172,1.0]
[18054,483,24191,1.0]
[18054,250,12549,1.0]
[18054,323,16163,1.0]
[18054,323,16168,1.0]
[18054,323,16197,1.0]
[18054,341,17066,1.0]
[18054,341,17093,1.0]
[18054,369,18473,1.0]
[18054,369,18477,1.0]
[18054,251,12569,1.0]
[18054,322,16105,1.0]
[18054,421,21053,1.0]
[18054,421,21062,1.0]
[18054,453,22680,1.0]
[18054,453,22694,1.0]
[18054,263,13159,1.0]
[18054,263,13170,1.0]
[18054,263,13183,1.0]
[18054,263,13186,1.0]
[18054,263,13199,1.0]
[18054,296,14827,1.0]
[18054,296,14844,1.0]
[18054,296,14848,1.0]
[18054,385,19297,1.0]
[18054,426,21305,1.0]
[18054,426,21308,1.0]
[18054,426,21328,1.0]
[18054,426,21329,1.0]
[18054,426,21338,1.0]
[18054,290,14534,1.0]
[18054,290,14544,1.0]
[18054,360,18035,1.0]
[18054,466,23304,1.0]
[18054,492,24604,1.0]
[18054,492,24610,1.0]
[18054,492,24622,1.0]
[18054,18,926,1.0]
[18054,28,1444,1.0]
[18054,68,3403,1.0]
[18054,68,3407,1.0]
[18054,68,3432,1.0]
[18054,68,3442,1.0]
[18054,153,7697,1.0]
[14626,138,6931,1.0]
[14626,155,7771,1.0]
[14626,237,11868,1.0]
[14626,237,11886,1.0]
[18054,144,7204,1.0]
[18054,144,7205,1.0]
[18054,144,7223,1.0]
[18054,553,27658,1.0]
[18054,553,27664,1.0]
[18054,553,27676,1.0]
[18054,553,27697,1.0]
[18054,559,27974,1.0]
[18054,559,27978,1.0]
[18054,562,28111,1.0]
[18054,588,29421,1.0]
[18054,588,29435,1.0]
[18054,494,24717,1.0]
[18054,494,24723,1.0]
[18054,31,1559,1.0]
[18054,31,1571,1.0]
[18054,83,4151,1.0]
[18054,83,4161,1.0]
[18054,83,4189,1.0]
[18054,145,7255,1.0]
[18054,43,2158,1.0]
[18054,43,2187,1.0]
[18054,43,2193,1.0]
[18054,119,5968,1.0]
[18054,119,5985,1.0]
[18054,146,7303,1.0]
[18054,146,7306,1.0]
[18054,146,7311,1.0]
[18054,35,1787,1.0]
[18054,35,1791,1.0]
[18054,61,3082,1.0]
[18054,78,3928,1.0]
[18054,78,3931,1.0]
[18054,140,7028,1.0]
[18054,199,9962,1.0]
[18054,199,9967,1.0]
[18054,199,9987,1.0]
[18054,199,9996,1.0]
[18054,209,10480,1.0]
[18054,209,10481,1.0]
[18054,372,18623,1.0]
[18054,372,18627,1.0]
[18054,372,18645,1.0]
[18054,372,18650,1.0]
[18054,428,21435,1.0]
[18054,284,14212,1.0]
[18054,284,14247,1.0]
[18054,451,22582,1.0]
[18054,451,22585,1.0]
[18054,542,27103,1.0]
[18054,542,27106,1.0]
[18054,542,27127,1.0]
[18054,552,27615,1.0]
[18054,552,27629,1.0]
[18054,552,27639,1.0]
[18054,580,29022,1.0]
[18054,74,3727,1.0]
[18054,74,3729,1.0]
[18054,74,3741,1.0]
[18054,74,3742,1.0]
[18054,74,3750,1.0]
[18054,514,25716,1.0]
[18054,514,25717,1.0]
[18054,514,25748,1.0]
[18054,519,25976,1.0]
[18054,519,25984,1.0]
[18054,578,28916,1.0]
[18054,578,28918,1.0]
[18054,578,28931,1.0]
[18054,285,14256,1.0]
[18054,285,14282,1.0]
[18054,382,19148,1.0]
[18054,458,22906,1.0]
[18054,458,22930,1.0]
[14626,79,3972,1.0]
[14626,79,3980,1.0]
[14626,79,3986,1.0]
[14626,79,3999,1.0]
[14626,115,5786,1.0]
[14626,149,7476,1.0]
[18054,95,4770,1.0]
[18054,95,4788,1.0]
[18054,95,4790,1.0]
[18054,95,4795,1.0]
[18054,151,7559,1.0]
[18054,151,7560,1.0]
[18054,151,7589,1.0]
[18054,151,7593,1.0]
[18054,152,7607,1.0]
[18054,152,7609,1.0]
[18054,152,7621,1.0]
[18054,152,7626,1.0]
[18054,152,7645,1.0]
[18054,212,10622,1.0]
[18054,212,10623,1.0]
[18054,218,10915,1.0]
[18054,295,14772,1.0]
[18054,295,14791,1.0]
[18054,424,21235,1.0]
[18054,424,21244,1.0]
[18054,424,21250,1.0]
[18054,257,12863,1.0]
[18054,257,12872,1.0]
[18054,257,12873,1.0]
[18054,257,12897,1.0]
[18054,162,8125,1.0]
[18054,162,8127,1.0]
[18054,162,8139,1.0]
[18054,585,29262,1.0]
[18054,585,29268,1.0]
[18054,585,29294,1.0]
[18054,44,2211,1.0]
[18054,72,3616,1.0]
[18054,110,5517,1.0]
[18054,148,7440,1.0]
[18054,148,7445,1.0]
[18054,169,8490,1.0]
[18054,169,8491,1.0]
[18054,176,8835,1.0]
[18054,176,8846,1.0]
[18054,193,9677,1.0]
[18054,193,9683,1.0]
[18054,193,9692,1.0]
[18054,193,9700,1.0]
[18054,226,11314,1.0]
[18054,388,19416,1.0]
[18057,100,5002,1.0]
[18057,100,5003,1.0]
[18057,100,5024,1.0]
[18057,100,5025,1.0]
[18057,177,8868,1.0]
[18057,177,8875,1.0]
[18057,163,8174,1.0]
[18057,163,8176,1.0]
[18057,209,10468,1.0]
[18057,209,10475,1.0]
[18057,209,10487,1.0]
[18057,209,10489,1.0]
[18057,46,2340,1.0]
[18057,90,4504,1.0]
[18057,90,4528,1.0]
[18057,90,4543,1.0]
[18057,131,6559,1.0]
[18057,162,8138,1.0]
[18057,200,10026,1.0]
[18057,200,10031,1.0]
[18057,200,10040,1.0]
[18057,91,4571,1.0]
[18057,91,4581,1.0]
[14159,148,7414,1.0]
[14159,148,7422,1.0]
[14159,246,12329,1.0]
[14159,246,12346,1.0]
[14626,37,1867,1.0]
[14626,130,6544,1.0]
[14626,179,8958,1.0]
[14626,179,8975,1.0]
[18057,22,1101,1.0]
[18057,22,1111,1.0]
[18057,22,1125,1.0]
[18057,22,1128,1.0]
[18057,80,4004,1.0]
[18057,80,4005,1.0]
[18057,80,4018,1.0]
[18057,80,4026,1.0]
[18057,80,4042,1.0]
[18057,119,5972,1.0]
[18057,171,8570,1.0]
[18057,171,8580,1.0]
[18057,171,8584,1.0]
[18057,49,2451,1.0]
[18057,49,2459,1.0]
[18057,96,4818,1.0]
[18057,130,6518,1.0]
[18057,190,9519,1.0]
[18057,190,9523,1.0]
[18057,190,9542,1.0]
[18057,28,1416,1.0]
[18057,28,1450,1.0]
[18057,54,2707,1.0]
[18057,121,6078,1.0]
[18057,121,6087,1.0]
[18057,121,6094,1.0]
[18057,172,8612,1.0]
[18057,172,8633,1.0]
[18057,172,8645,1.0]
[18059,212,10603,1.0]
[18059,223,11153,1.0]
[18059,223,11158,1.0]
[18059,223,11169,1.0]
[18059,223,11187,1.0]
[18059,223,11196,1.0]
[18059,223,11200,1.0]
[18059,34,1705,1.0]
[18059,34,1706,1.0]
[18059,25,1261,1.0]
[18059,25,1269,1.0]
[18059,168,8426,1.0]
[18059,180,9024,1.0]
[18059,180,9047,1.0]
[18059,220,11002,1.0]
[18059,93,4674,1.0]
[18059,93,4677,1.0]
[18059,93,4694,1.0]
[18059,129,6462,1.0]
[18059,129,6499,1.0]
[18059,120,6005,1.0]
[18059,120,6008,1.0]
[18059,120,6029,1.0]
[18059,120,6045,1.0]
[18059,120,6047,1.0]
[18059,213,10662,1.0]
[18059,213,10673,1.0]
[18059,213,10696,1.0]
[18059,222,11120,1.0]
[18059,222,11129,1.0]
[18059,234,11702,1.0]
[18059,77,3892,1.0]
[18059,115,5770,1.0]
[18059,163,8156,1.0]
[18059,163,8167,1.0]
[18059,200,10022,1.0]
[18059,200,10029,1.0]
[18059,200,10039,1.0]
[18059,46,2339,1.0]
[18059,91,4579,1.0]
[18059,91,4583,1.0]
[18059,177,8858,1.0]
[18059,197,9866,1.0]
[14626,16,818,1.0]
[14626,42,2117,1.0]
[14626,42,2143,1.0]
[14626,77,3863,1.0]
[14626,77,3876,1.0]
[14626,77,3881,1.0]
[14626,77,3898,1.0]
[14626,77,3899,1.0]
[14626,146,7330,1.0]
[14626,146,7342,1.0]
[14626,158,7915,1.0]
[14626,174,8702,1.0]
[18059,70,3517,1.0]
[18059,118,5909,1.0]
[18059,118,5915,1.0]
[18059,154,7704,1.0]
[18059,194,9749,1.0]
[18059,19,971,1.0]
[18059,19,978,1.0]
[18059,92,4607,1.0]
[18059,195,9768,1.0]
[18059,195,9779,1.0]
[18059,195,9785,1.0]
[18059,56,2817,1.0]
[18059,143,7178,1.0]
[18059,159,7956,1.0]
[18059,159,7998,1.0]
[18059,186,9344,1.0]
[18059,186,9349,1.0]
[18059,206,10308,1.0]
[18059,206,10322,1.0]
[18059,31,1554,1.0]
[18059,31,1570,1.0]
[18059,31,1586,1.0]
[18059,65,3298,1.0]
[18059,90,4503,1.0]
[18059,90,4530,1.0]
[18059,112,5613,1.0]
[18059,112,5621,1.0]
[18059,45,2267,1.0]
[18059,45,2270,1.0]
[18059,45,2273,1.0]
[18059,45,2286,1.0]
[18059,45,2290,1.0]
[18059,64,3211,1.0]
[18059,178,8927,1.0]
[18059,198,9917,1.0]
[18059,198,9923,1.0]
[18059,198,9924,1.0]
[18059,59,2971,1.0]
[18059,59,2986,1.0]
[18059,59,2989,1.0]
[18059,139,6955,1.0]
[18059,139,6973,1.0]
[18059,139,6974,1.0]
[18059,155,7794,1.0]
[18059,176,8844,1.0]
[18059,81,4071,1.0]
[18059,81,4080,1.0]
[18059,81,4093,1.0]
[18059,40,2021,1.0]
[18059,40,2044,1.0]
[18059,164,8208,1.0]
[18059,164,8226,1.0]
[18059,164,8237,1.0]
[18059,208,10421,1.0]
[18059,236,11823,1.0]
[18059,74,3718,1.0]
[18059,78,3908,1.0]
[18059,78,3914,1.0]
[18059,134,6703,1.0]
[14626,17,867,1.0]
[14626,17,882,1.0]
[14626,41,2069,1.0]
[14626,80,4036,1.0]
[14626,218,10933,1.0]
[18059,3,157,1.0]
[18059,3,177,1.0]
[18059,3,199,1.0]
[18059,27,1360,1.0]
[18059,99,4951,1.0]
[18059,171,8569,1.0]
[18059,171,8575,1.0]
[18059,171,8580,1.0]
[18059,171,8592,1.0]
[18059,171,8600,1.0]
[18059,179,8974,1.0]
[18059,179,8990,1.0]
[18062,87,4359,1.0]
[18062,169,8469,1.0]
[18062,203,10152,1.0]
[18062,203,10177,1.0]
[18062,203,10179,1.0]
[18062,203,10196,1.0]
[18062,257,12894,1.0]
[18062,71,3551,1.0]
[18062,71,3560,1.0]
[18062,71,3565,1.0]
[18062,71,3569,1.0]
[18062,116,5828,1.0]
[18062,116,5838,1.0]
[18062,116,5841,1.0]
[18062,255,12766,1.0]
[18062,260,13002,1.0]
[18062,260,13034,1.0]
[18062,15,757,1.0]
[18062,15,761,1.0]
[18062,15,772,1.0]
[18062,90,4523,1.0]
[18062,90,4528,1.0]
[18062,90,4529,1.0]
[18062,157,7895,1.0]
[18062,24,1214,1.0]
[18062,24,1220,1.0]
[18062,24,1226,1.0]
[18062,45,2287,1.0]
[18062,145,7255,1.0]
[18062,145,7270,1.0]
[18062,105,5278,1.0]
[18062,105,5290,1.0]
[18062,105,5298,1.0]
[18062,105,5300,1.0]
[18062,118,5929,1.0]
[18062,118,5938,1.0]
[18062,118,5943,1.0]
[18062,120,6015,1.0]
[18062,120,6042,1.0]
[18062,216,10823,1.0]
[18062,96,4831,1.0]
[18062,136,6813,1.0]
[18062,136,6831,1.0]
[18062,136,6843,1.0]
[18062,154,7713,1.0]
[18062,154,7740,1.0]
[18062,198,9947,1.0]
[18202,42,2134,1.0]
[18202,65,3258,1.0]
[18202,65,3299,1.0]
[18202,78,3927,1.0]
[18202,78,3944,1.0]
[18202,1,70,1.0]
[18202,38,1923,1.0]
[18202,38,1946,1.0]
[14626,227,11398,1.0]
[14626,246,12311,1.0]
[18202,17,860,1.0]
[18202,17,877,1.0]
[18202,17,889,1.0]
[18202,17,899,1.0]
[18202,50,2501,1.0]
[18202,50,2543,1.0]
[18202,62,3146,1.0]
[18202,88,4419,1.0]
[18202,88,4449,1.0]
[18202,4,214,1.0]
[18202,4,225,1.0]
[18202,7,378,1.0]
[18202,7,383,1.0]
[18202,7,388,1.0]
[18202,84,4211,1.0]
[18202,84,4220,1.0]
[18202,84,4235,1.0]
[18202,3,168,1.0]
[18202,3,183,1.0]
[18202,46,2327,1.0]
[18202,46,2348,1.0]
[18202,57,2896,1.0]
[18202,75,3781,1.0]
[18208,12,641,1.0]
[18208,20,1012,1.0]
[18208,20,1018,1.0]
[18208,20,1023,1.0]
[18208,20,1039,1.0]
[18208,27,1394,1.0]
[18208,50,2510,1.0]
[18208,50,2520,1.0]
[18208,50,2531,1.0]
[18208,50,2548,1.0]
[18208,1,83,1.0]
[18208,51,2583,1.0]
[18208,47,2384,1.0]
[18208,53,2662,1.0]
[18208,13,665,1.0]
[18208,13,700,1.0]
[18208,23,1185,1.0]
[18208,23,1186,1.0]
[18208,25,1255,1.0]
[18208,57,2859,1.0]
[18208,57,2889,1.0]
[18208,9,477,1.0]
[18208,9,493,1.0]
[18208,11,566,1.0]
[18208,24,1201,1.0]
[18208,35,1751,1.0]
[18208,35,1784,1.0]
[18208,61,3054,1.0]
[18208,61,3079,1.0]
[18208,64,3204,1.0]
[18208,14,710,1.0]
[18208,14,718,1.0]
[18208,14,723,1.0]
[18208,14,724,1.0]
[18208,14,727,1.0]
[18208,34,1702,1.0]
[18208,34,1717,1.0]
[18208,34,1739,1.0]
[18208,34,1743,1.0]
[18208,34,1746,1.0]
[14626,14,730,1.0]
[14626,40,2025,1.0]
