[run,subrun,event,newhaspi0]
[14325,64,3207,1.0]
[15588,376,18832,1.0]
[15588,62,3145,1.0]
[15588,62,3149,1.0]
[15588,111,5587,1.0]
[15588,111,5598,1.0]
[15588,125,6274,1.0]
[15588,315,15772,1.0]
[15588,315,15776,1.0]
[15588,350,17550,1.0]
[15588,107,5399,1.0]
[15588,129,6466,1.0]
[15588,129,6484,1.0]
[15588,178,8901,1.0]
[15588,178,8905,1.0]
[15588,200,10018,1.0]
[15588,251,12561,1.0]
[15588,251,12565,1.0]
[15589,16,802,1.0]
[15589,16,832,1.0]
[15589,174,8712,1.0]
[15589,174,8749,1.0]
[15589,201,10051,1.0]
[15589,201,10099,1.0]
[15589,240,12024,1.0]
[15589,240,12049,1.0]
[15589,334,16728,1.0]
[15589,334,16737,1.0]
[15589,32,1623,1.0]
[15589,32,1635,1.0]
[15589,304,15202,1.0]
[15589,304,15237,1.0]
[15589,304,15247,1.0]
[15589,383,19172,1.0]
[15589,383,19188,1.0]
[15589,238,11927,1.0]
[15589,352,17604,1.0]
[15589,352,17637,1.0]
[15589,352,17641,1.0]
[15589,356,17804,1.0]
[15589,356,17833,1.0]
[15589,41,2096,1.0]
[15589,375,18791,1.0]
[15589,133,6673,1.0]
[15589,149,7472,1.0]
[15589,235,11792,1.0]
[15589,156,7815,1.0]
[15589,380,19037,1.0]
[15589,380,19041,1.0]
[15589,380,19050,1.0]
[15589,398,19933,1.0]
[15589,398,19940,1.0]
[15589,399,19956,1.0]
[14327,35,1757,1.0]
[14327,35,1785,1.0]
[14327,70,3532,1.0]
[15589,160,8004,1.0]
[15589,160,8008,1.0]
[15589,241,12085,1.0]
[15589,379,18953,1.0]
[15589,379,18973,1.0]
[15589,379,18987,1.0]
[15590,334,16739,1.0]
[15590,334,16746,1.0]
[15590,370,18506,1.0]
[15590,370,18513,1.0]
[15590,397,19864,1.0]
[15590,397,19893,1.0]
[15590,20,1012,1.0]
[15590,20,1044,1.0]
[15590,261,13063,1.0]
[15590,261,13096,1.0]
[15590,263,13196,1.0]
[15590,273,13670,1.0]
[15590,327,16397,1.0]
[15590,91,4580,1.0]
[15590,193,9690,1.0]
[15590,105,5254,1.0]
[15590,290,14535,1.0]
[15590,15,800,1.0]
[15590,64,3234,1.0]
[15590,202,10105,1.0]
[15590,309,15473,1.0]
[15590,309,15489,1.0]
[15590,337,16871,1.0]
[15590,369,18474,1.0]
[15590,369,18482,1.0]
[15590,369,18491,1.0]
[15590,196,9815,1.0]
[15590,186,9305,1.0]
[15590,186,9322,1.0]
[15590,186,9329,1.0]
[15590,430,21513,1.0]
[15590,430,21533,1.0]
[15590,276,13809,1.0]
[15590,276,13818,1.0]
[15590,289,14498,1.0]
[15590,296,14820,1.0]
[15590,40,2020,1.0]
[15590,126,6329,1.0]
[15590,344,17226,1.0]
[15590,344,17246,1.0]
[14327,22,1122,1.0]
[14327,22,1125,1.0]
[14327,22,1128,1.0]
[14327,27,1355,1.0]
[14327,27,1360,1.0]
[14327,33,1666,1.0]
[14327,33,1685,1.0]
[14327,80,4030,1.0]
[14327,84,4212,1.0]
[14327,84,4219,1.0]
[14327,84,4225,1.0]
[14327,84,4231,1.0]
[15590,33,1693,1.0]
[15590,65,3277,1.0]
[15590,86,4326,1.0]
[15590,130,6507,1.0]
[15590,130,6510,1.0]
[15590,147,7377,1.0]
[15590,147,7379,1.0]
[15590,147,7382,1.0]
[15590,147,7385,1.0]
[15590,286,14340,1.0]
[15590,376,18801,1.0]
[15590,0,38,1.0]
[15590,233,11687,1.0]
[15590,256,12809,1.0]
[15590,256,12814,1.0]
[15590,256,12817,1.0]
[15590,256,12825,1.0]
[15590,280,14025,1.0]
[15590,281,14065,1.0]
[15590,364,18212,1.0]
[15590,364,18225,1.0]
[15590,364,18229,1.0]
[15590,111,5554,1.0]
[15590,111,5560,1.0]
[15590,111,5576,1.0]
[15590,111,5593,1.0]
[15590,206,10313,1.0]
[15590,206,10320,1.0]
[15590,206,10326,1.0]
[15590,395,19795,1.0]
[15591,202,10128,1.0]
[15591,205,10281,1.0]
[15591,49,2495,1.0]
[15591,78,3910,1.0]
[15591,78,3945,1.0]
[15591,104,5208,1.0]
[15591,167,8360,1.0]
[15591,167,8363,1.0]
[15591,167,8373,1.0]
[15591,167,8388,1.0]
[15591,169,8464,1.0]
[15591,169,8470,1.0]
[15591,169,8488,1.0]
[15592,5,294,1.0]
[15592,93,4651,1.0]
[15592,93,4669,1.0]
[15592,93,4686,1.0]
[15592,97,4884,1.0]
[15592,97,4888,1.0]
[15592,47,2383,1.0]
[15592,47,2390,1.0]
[15592,51,2572,1.0]
[15592,51,2582,1.0]
[15592,51,2596,1.0]
[15592,131,6558,1.0]
[15592,218,10907,1.0]
[15592,218,10917,1.0]
[14327,43,2166,1.0]
[14327,54,2715,1.0]
[14327,91,4585,1.0]
[14327,91,4591,1.0]
[14327,91,4592,1.0]
[14327,93,4659,1.0]
[15592,84,4245,1.0]
[15592,220,11005,1.0]
[15592,220,11017,1.0]
[15592,220,11038,1.0]
[15592,236,11812,1.0]
[15592,25,1300,1.0]
[15592,15,765,1.0]
[15592,15,799,1.0]
[15592,19,971,1.0]
[15592,174,8709,1.0]
[15592,180,9036,1.0]
[15592,180,9039,1.0]
[15592,188,9416,1.0]
[15592,188,9419,1.0]
[15592,22,1126,1.0]
[15592,34,1714,1.0]
[15592,34,1745,1.0]
[15592,50,2518,1.0]
[15592,50,2539,1.0]
[15592,50,2547,1.0]
[15592,54,2720,1.0]
[15592,166,8346,1.0]
[15592,9,470,1.0]
[15592,204,10228,1.0]
[15592,62,3104,1.0]
[15592,62,3122,1.0]
[15592,62,3139,1.0]
[15593,56,2821,1.0]
[15593,88,4424,1.0]
[15593,88,4434,1.0]
[15593,94,4724,1.0]
[15593,151,7575,1.0]
[15593,151,7585,1.0]
[15593,58,2912,1.0]
[15593,58,2932,1.0]
[15593,154,7738,1.0]
[15593,171,8558,1.0]
[15593,171,8567,1.0]
[15593,171,8576,1.0]
[15593,204,10207,1.0]
[15593,112,5615,1.0]
[15593,112,5634,1.0]
[15593,258,12903,1.0]
[15593,258,12931,1.0]
[15593,258,12937,1.0]
[15593,263,13157,1.0]
[14327,16,808,1.0]
[14327,21,1075,1.0]
[14327,23,1163,1.0]
[15593,91,4567,1.0]
[15593,91,4568,1.0]
[15593,214,10712,1.0]
[15593,214,10738,1.0]
[15593,214,10749,1.0]
[15593,233,11695,1.0]
[15593,234,11713,1.0]
[15593,234,11725,1.0]
[15593,182,9113,1.0]
[15593,182,9140,1.0]
[15593,198,9913,1.0]
[15593,198,9937,1.0]
[15593,210,10517,1.0]
[15593,22,1101,1.0]
[15593,22,1104,1.0]
[15593,22,1132,1.0]
[15593,89,4470,1.0]
[15593,113,5651,1.0]
[15593,113,5660,1.0]
[15593,194,9720,1.0]
[15593,194,9725,1.0]
[15593,194,9734,1.0]
[15593,195,9775,1.0]
[15593,172,8616,1.0]
[15593,172,8622,1.0]
[15593,172,8643,1.0]
[15593,190,9528,1.0]
[15593,190,9536,1.0]
[15593,192,9603,1.0]
[15593,192,9642,1.0]
[15593,8,447,1.0]
[15593,16,831,1.0]
[15593,59,2991,1.0]
[15593,86,4334,1.0]
[15596,3,178,1.0]
[15596,13,680,1.0]
[15596,13,695,1.0]
[15596,38,1925,1.0]
[15596,38,1934,1.0]
[15596,38,1941,1.0]
[15596,40,2043,1.0]
[15596,40,2046,1.0]
[15599,3,153,1.0]
[15599,3,168,1.0]
[15599,3,176,1.0]
[15599,3,194,1.0]
[15599,9,484,1.0]
[15599,12,626,1.0]
[15599,12,628,1.0]
[15599,12,649,1.0]
[15603,10,506,1.0]
[15603,10,509,1.0]
[15603,10,533,1.0]
[15603,10,539,1.0]
[15603,94,4714,1.0]
[15603,143,7156,1.0]
[15603,143,7162,1.0]
[15603,20,1018,1.0]
[15603,20,1041,1.0]
[15603,68,3416,1.0]
[15603,68,3450,1.0]
[15603,101,5077,1.0]
[15603,101,5090,1.0]
[15603,185,9262,1.0]
[15603,185,9265,1.0]
[15603,185,9277,1.0]
[15603,34,1712,1.0]
[15603,34,1723,1.0]
[15603,126,6337,1.0]
[15603,126,6347,1.0]
[14134,152,7602,1.0]
[14134,152,7630,1.0]
[14134,152,7643,1.0]
[14327,24,1237,1.0]
[14327,40,2024,1.0]
[14327,60,3005,1.0]
[15603,29,1460,1.0]
[15603,52,2620,1.0]
[15603,81,4066,1.0]
[15603,109,5454,1.0]
[15603,109,5498,1.0]
[15603,76,3806,1.0]
[15603,76,3824,1.0]
[15603,76,3832,1.0]
[15603,76,3835,1.0]
[15603,86,4334,1.0]
[15603,115,5757,1.0]
[15603,131,6596,1.0]
[15603,47,2352,1.0]
[15603,47,2353,1.0]
[15603,47,2365,1.0]
[15603,47,2398,1.0]
[15603,103,5156,1.0]
[15603,103,5165,1.0]
[15603,103,5172,1.0]
[15603,103,5188,1.0]
[15603,175,8755,1.0]
[15603,175,8779,1.0]
[15603,175,8784,1.0]
[15603,175,8792,1.0]
[15603,175,8795,1.0]
[15603,175,8798,1.0]
[15603,175,8800,1.0]
[15603,178,8906,1.0]
[15603,178,8945,1.0]
[15633,13,695,1.0]
[15633,20,1001,1.0]
[15633,20,1027,1.0]
[15633,20,1034,1.0]
[15633,20,1046,1.0]
[15633,22,1125,1.0]
[15633,22,1128,1.0]
[15634,241,12059,1.0]
[15634,241,12073,1.0]
[15634,241,12092,1.0]
[15634,10,521,1.0]
[15634,10,538,1.0]
[15634,10,541,1.0]
[15634,79,3970,1.0]
[15634,79,3984,1.0]
[15634,95,4754,1.0]
[15634,95,4785,1.0]
[15634,203,10180,1.0]
[15634,203,10189,1.0]
[15634,180,9013,1.0]
[15634,271,13555,1.0]
[15634,271,13559,1.0]
[15634,105,5256,1.0]
[15634,105,5273,1.0]
[15634,105,5295,1.0]
[14328,13,683,1.0]
[14328,13,691,1.0]
[14328,14,714,1.0]
[14328,14,721,1.0]
[14328,25,1278,1.0]
[14328,25,1294,1.0]
[15634,240,12007,1.0]
[15634,240,12032,1.0]
[15634,240,12040,1.0]
[15634,195,9760,1.0]
[15634,31,1600,1.0]
[15634,45,2278,1.0]
[15634,48,2436,1.0]
[15634,278,13908,1.0]
[15634,278,13940,1.0]
[15639,1,53,1.0]
[15639,123,6176,1.0]
[15639,142,7123,1.0]
[15639,177,8871,1.0]
[15639,177,8884,1.0]
[15639,177,8893,1.0]
[15639,24,1233,1.0]
[15639,131,6574,1.0]
[15639,131,6577,1.0]
[15639,131,6590,1.0]
[15639,131,6597,1.0]
[15639,174,8709,1.0]
[15639,174,8710,1.0]
[15639,174,8728,1.0]
[15639,174,8730,1.0]
[15639,91,4595,1.0]
[15639,91,4598,1.0]
[15639,91,4600,1.0]
[15639,113,5667,1.0]
[15639,113,5675,1.0]
[15639,113,5689,1.0]
[15639,129,6483,1.0]
[15639,129,6497,1.0]
[15639,39,1956,1.0]
[15639,39,2000,1.0]
[15639,147,7385,1.0]
[15639,10,514,1.0]
[15639,10,516,1.0]
[15639,10,535,1.0]
[15639,10,537,1.0]
[15639,10,544,1.0]
[15639,19,967,1.0]
[15639,19,982,1.0]
[15639,34,1702,1.0]
[15639,34,1748,1.0]
[15639,75,3799,1.0]
[15639,96,4817,1.0]
[15639,151,7570,1.0]
[15639,151,7587,1.0]
[15639,152,7612,1.0]
[15639,152,7630,1.0]
[15640,15,800,1.0]
[15640,36,1822,1.0]
[15640,36,1849,1.0]
[15640,21,1051,1.0]
[15640,21,1081,1.0]
[15640,35,1793,1.0]
[15640,107,5392,1.0]
[15640,111,5576,1.0]
[15640,111,5582,1.0]
[15640,27,1352,1.0]
[15640,27,1353,1.0]
[15640,27,1369,1.0]
[15640,122,6147,1.0]
[15640,138,6907,1.0]
[15640,138,6931,1.0]
[15640,138,6936,1.0]
[15640,200,10040,1.0]
[15640,67,3386,1.0]
[15640,105,5270,1.0]
[15640,105,5297,1.0]
[15640,136,6825,1.0]
[15640,136,6828,1.0]
[15640,140,7002,1.0]
[15640,140,7046,1.0]
[15640,45,2270,1.0]
[15640,256,12843,1.0]
[15640,250,12550,1.0]
[15640,264,13201,1.0]
[15640,264,13213,1.0]
[15640,119,5981,1.0]
[15640,119,5989,1.0]
[15640,119,5990,1.0]
[15640,160,8035,1.0]
[15640,186,9335,1.0]
[15640,186,9343,1.0]
[15644,11,572,1.0]
[15644,11,581,1.0]
[15644,22,1121,1.0]
[15644,22,1139,1.0]
[15644,39,1957,1.0]
[15644,40,2024,1.0]
[15644,40,2027,1.0]
[15644,40,2033,1.0]
[15644,40,2042,1.0]
[15652,2,115,1.0]
[15652,2,126,1.0]
[15652,2,143,1.0]
[15652,13,690,1.0]
[15652,13,691,1.0]
[15652,13,692,1.0]
[15652,13,696,1.0]
[15652,30,1529,1.0]
[15652,30,1533,1.0]
[15652,42,2121,1.0]
[15652,42,2122,1.0]
[15652,59,2977,1.0]
[14329,57,2874,1.0]
[14329,78,3934,1.0]
[14329,121,6088,1.0]
[14329,121,6090,1.0]
[14329,123,6164,1.0]
[14329,195,9792,1.0]
[15669,18,918,1.0]
[15669,18,930,1.0]
[15669,18,942,1.0]
[15669,41,2060,1.0]
[15669,41,2069,1.0]
[15669,41,2075,1.0]
[15669,45,2262,1.0]
[15669,45,2267,1.0]
[15669,45,2273,1.0]
[15669,57,2871,1.0]
[15669,57,2875,1.0]
[15669,57,2888,1.0]
[15669,57,2894,1.0]
[15669,1,52,1.0]
[15669,1,99,1.0]
[15669,1,100,1.0]
[15669,13,670,1.0]
[15669,13,679,1.0]
[15669,13,699,1.0]
[15669,25,1264,1.0]
[15669,25,1276,1.0]
[15669,25,1287,1.0]
[15669,25,1292,1.0]
[15669,50,2534,1.0]
[15669,50,2540,1.0]
[15669,4,218,1.0]
[15669,4,220,1.0]
[15669,4,221,1.0]
[15669,5,265,1.0]
[15669,15,765,1.0]
[15669,15,769,1.0]
[15669,15,771,1.0]
[15669,32,1618,1.0]
[15669,32,1622,1.0]
[15669,32,1638,1.0]
[15673,7,351,1.0]
[15673,7,363,1.0]
[15673,17,876,1.0]
[15673,17,883,1.0]
[15673,17,891,1.0]
[15673,17,900,1.0]
[15673,22,1139,1.0]
[15673,22,1141,1.0]
[15673,34,1717,1.0]
[15673,34,1727,1.0]
[15673,34,1736,1.0]
[15673,34,1741,1.0]
[15673,33,1660,1.0]
[15673,33,1668,1.0]
[15673,33,1699,1.0]
[15673,70,3509,1.0]
[15673,70,3513,1.0]
[15673,70,3531,1.0]
[15673,70,3544,1.0]
[15673,74,3728,1.0]
[15673,74,3747,1.0]
[15673,90,4510,1.0]
[15673,90,4543,1.0]
[15676,45,2266,1.0]
[15676,45,2300,1.0]
[15676,49,2451,1.0]
[15676,111,5565,1.0]
[15676,111,5572,1.0]
[15676,150,7502,1.0]
[15676,150,7511,1.0]
[15676,150,7523,1.0]
[15676,60,3022,1.0]
[15676,60,3025,1.0]
[15676,60,3040,1.0]
[15676,155,7766,1.0]
[15676,155,7777,1.0]
[15676,183,9185,1.0]
[15676,183,9188,1.0]
[15676,197,9875,1.0]
[15676,66,3325,1.0]
[15676,66,3338,1.0]
[15676,102,5122,1.0]
[15676,102,5140,1.0]
[15676,41,2056,1.0]
[15676,41,2096,1.0]
[15676,133,6655,1.0]
[15676,186,9334,1.0]
[15676,196,9839,1.0]
[15676,196,9844,1.0]
[15676,218,10918,1.0]
[14329,102,5124,1.0]
[14329,105,5273,1.0]
[14329,105,5296,1.0]
[14329,219,10958,1.0]
[14329,219,10985,1.0]
[14329,223,11168,1.0]
[14329,223,11171,1.0]
[14329,223,11175,1.0]
[14329,232,11611,1.0]
[14329,232,11629,1.0]
[14329,234,11718,1.0]
[15676,93,4670,1.0]
[15676,93,4695,1.0]
[15676,136,6802,1.0]
[15676,136,6806,1.0]
[15676,136,6834,1.0]
[15676,205,10255,1.0]
[15676,205,10261,1.0]
[15676,5,281,1.0]
[15676,5,291,1.0]
[15676,97,4887,1.0]
[15676,97,4893,1.0]
[15676,177,8878,1.0]
[15676,177,8899,1.0]
[15677,43,2176,1.0]
[15677,43,2186,1.0]
[15677,310,15546,1.0]
[15677,93,4671,1.0]
[15677,343,17199,1.0]
[15677,353,17676,1.0]
[15677,353,17681,1.0]
[15677,353,17692,1.0]
[15677,322,16101,1.0]
[15677,322,16116,1.0]
[15677,322,16128,1.0]
[15677,327,16358,1.0]
[15677,327,16394,1.0]
[15677,23,1177,1.0]
[15677,71,3571,1.0]
[15677,71,3598,1.0]
[15677,171,8557,1.0]
[15677,228,11407,1.0]
[15677,311,15563,1.0]
[15677,311,15595,1.0]
[15677,346,17322,1.0]
[15677,375,18752,1.0]
[15677,375,18756,1.0]
[15677,375,18761,1.0]
[15677,375,18772,1.0]
[15677,375,18793,1.0]
[15677,375,18797,1.0]
[15677,378,18913,1.0]
[15677,139,6982,1.0]
[15677,139,6997,1.0]
[15677,226,11350,1.0]
[15677,237,11869,1.0]
[15677,237,11884,1.0]
[15677,334,16723,1.0]
[15677,334,16744,1.0]
[15677,334,16748,1.0]
[15677,336,16830,1.0]
[15677,374,18750,1.0]
[15677,385,19253,1.0]
[15677,385,19283,1.0]
[14329,296,14803,1.0]
[15677,170,8517,1.0]
[15677,208,10425,1.0]
[15677,208,10445,1.0]
[15677,208,10450,1.0]
[15677,252,12636,1.0]
[15677,52,2623,1.0]
[15677,106,5332,1.0]
[15677,106,5345,1.0]
[15677,167,8363,1.0]
[15677,373,18683,1.0]
[15677,383,19180,1.0]
[15677,384,19209,1.0]
[15677,384,19228,1.0]
[15677,70,3535,1.0]
[15677,96,4811,1.0]
[15677,96,4842,1.0]
[15677,96,4850,1.0]
[15677,156,7831,1.0]
[15677,186,9340,1.0]
[15677,186,9341,1.0]
[15677,186,9342,1.0]
[15677,200,10019,1.0]
[15677,200,10023,1.0]
[15677,200,10045,1.0]
[15677,289,14453,1.0]
[15677,289,14500,1.0]
[15677,17,892,1.0]
[15677,181,9057,1.0]
[15677,181,9093,1.0]
[15677,313,15685,1.0]
[15677,315,15768,1.0]
[15677,315,15773,1.0]
[15677,315,15791,1.0]
[15677,315,15796,1.0]
[15677,320,16009,1.0]
[15677,320,16020,1.0]
[15677,11,553,1.0]
[15677,11,569,1.0]
[15677,11,598,1.0]
[15677,92,4607,1.0]
[15677,92,4612,1.0]
[15677,92,4650,1.0]
[15677,220,11014,1.0]
[15677,220,11020,1.0]
[15677,220,11041,1.0]
[15677,49,2466,1.0]
[15677,49,2473,1.0]
[15677,49,2490,1.0]
[15677,169,8490,1.0]
[15677,224,11233,1.0]
[15680,101,5079,1.0]
[15680,77,3855,1.0]
[15680,77,3894,1.0]
[15680,60,3037,1.0]
[14329,10,521,1.0]
[14329,254,12709,1.0]
[14329,254,12730,1.0]
[15682,1,81,1.0]
[15682,62,3140,1.0]
[15682,89,4481,1.0]
[15683,9,468,1.0]
[15683,9,482,1.0]
[15683,12,611,1.0]
[15683,12,631,1.0]
[15683,12,646,1.0]
[15683,44,2211,1.0]
[15683,44,2239,1.0]
[15683,45,2271,1.0]
[15683,81,4088,1.0]
[15689,4,203,1.0]
[15689,4,211,1.0]
[15689,4,225,1.0]
[15689,4,247,1.0]
[15689,35,1755,1.0]
[15689,35,1769,1.0]
[15689,35,1785,1.0]
[15689,35,1788,1.0]
[15689,55,2789,1.0]
[15689,75,3776,1.0]
[15689,75,3780,1.0]
[15689,185,9286,1.0]
[15689,221,11070,1.0]
[15689,123,6178,1.0]
[15689,123,6195,1.0]
[15689,189,9493,1.0]
[15689,203,10168,1.0]
[15689,203,10173,1.0]
[15689,203,10189,1.0]
[15689,296,14804,1.0]
[15689,296,14823,1.0]
[15689,296,14844,1.0]
[15689,321,16077,1.0]
[15689,321,16090,1.0]
[15689,145,7257,1.0]
[15689,145,7270,1.0]
[15689,145,7300,1.0]
[15689,224,11249,1.0]
[15689,245,12252,1.0]
[15689,245,12274,1.0]
[15689,245,12283,1.0]
[15689,32,1618,1.0]
[15689,337,16858,1.0]
[15689,341,17064,1.0]
[15689,121,6083,1.0]
[15689,121,6089,1.0]
[15689,315,15778,1.0]
[15689,315,15782,1.0]
[15689,315,15790,1.0]
[15689,336,16802,1.0]
[15689,340,17014,1.0]
[15692,32,1630,1.0]
[15692,32,1648,1.0]
[15692,43,2177,1.0]
[15692,43,2197,1.0]
[15692,46,2306,1.0]
[15692,15,758,1.0]
[15692,21,1059,1.0]
[15692,21,1066,1.0]
[15692,21,1077,1.0]
[15692,21,1088,1.0]
[15692,30,1527,1.0]
[15692,30,1549,1.0]
[15692,36,1846,1.0]
[15692,38,1912,1.0]
[15692,38,1930,1.0]
[14329,67,3378,1.0]
[14329,141,7068,1.0]
[14329,158,7910,1.0]
[15696,86,4328,1.0]
[15696,86,4348,1.0]
[15696,72,3644,1.0]
[15696,77,3852,1.0]
[15696,77,3854,1.0]
[15696,77,3863,1.0]
[15696,108,5424,1.0]
[15696,108,5431,1.0]
[15696,108,5435,1.0]
[15696,12,631,1.0]
[15696,22,1122,1.0]
[15696,46,2330,1.0]
[15696,66,3313,1.0]
[15696,9,451,1.0]
[15696,9,473,1.0]
[15696,9,486,1.0]
[15696,9,494,1.0]
[15696,28,1431,1.0]
[15696,28,1432,1.0]
[15696,57,2865,1.0]
[15696,57,2872,1.0]
[15696,57,2896,1.0]
[15696,74,3712,1.0]
[15701,18,945,1.0]
[15701,55,2787,1.0]
[15701,277,13855,1.0]
[15701,277,13885,1.0]
[15701,277,13886,1.0]
[15701,279,13989,1.0]
[15701,523,26163,1.0]
[15701,525,26255,1.0]
[15701,14,748,1.0]
[15701,41,2058,1.0]
[15701,41,2081,1.0]
[15701,136,6826,1.0]
[15701,136,6846,1.0]
[15701,136,6850,1.0]
[15701,184,9201,1.0]
[15701,184,9220,1.0]
[15701,184,9235,1.0]
[15701,60,3009,1.0]
[15701,60,3019,1.0]
[15701,60,3046,1.0]
[15701,60,3047,1.0]
[15701,151,7578,1.0]
[15701,151,7598,1.0]
[15701,192,9616,1.0]
[15701,192,9640,1.0]
[15701,192,9642,1.0]
[15701,206,10310,1.0]
[15701,206,10314,1.0]
[15701,206,10323,1.0]
[15701,304,15207,1.0]
[15701,304,15217,1.0]
[15701,304,15218,1.0]
[15701,304,15244,1.0]
[15701,249,12453,1.0]
[15701,249,12471,1.0]
[15701,368,18408,1.0]
[15701,368,18422,1.0]
[15701,299,14972,1.0]
[15701,299,14980,1.0]
[15701,299,14981,1.0]
[15701,426,21306,1.0]
[15701,426,21322,1.0]
[15701,426,21327,1.0]
[15701,426,21328,1.0]
[15701,462,23104,1.0]
[15701,462,23130,1.0]
[15701,462,23150,1.0]
[14329,314,15721,1.0]
[15701,254,12712,1.0]
[15701,254,12738,1.0]
[15701,69,3462,1.0]
[15701,69,3471,1.0]
[15701,69,3476,1.0]
[15701,69,3489,1.0]
[15701,127,6359,1.0]
[15701,127,6368,1.0]
[15701,127,6369,1.0]
[15701,337,16857,1.0]
[15701,337,16861,1.0]
[15701,337,16896,1.0]
[15701,337,16898,1.0]
[15701,0,34,1.0]
[15701,0,35,1.0]
[15701,0,41,1.0]
[15701,0,42,1.0]
[15701,89,4457,1.0]
[15701,89,4472,1.0]
[15701,89,4495,1.0]
[15701,338,16920,1.0]
[15701,360,18022,1.0]
[15701,313,15652,1.0]
[15701,313,15698,1.0]
[15701,376,18811,1.0]
[15701,376,18821,1.0]
[15701,376,18824,1.0]
[15701,446,22347,1.0]
[15701,446,22349,1.0]
[15701,328,16405,1.0]
[15701,476,23825,1.0]
[15701,10,506,1.0]
[15701,52,2610,1.0]
[15701,123,6176,1.0]
[15701,268,13432,1.0]
[15701,268,13445,1.0]
[15701,439,21998,1.0]
[15701,275,13772,1.0]
[15701,275,13799,1.0]
[15701,252,12622,1.0]
[15701,252,12624,1.0]
[15701,252,12645,1.0]
[15701,485,24284,1.0]
[15701,485,24295,1.0]
[14329,313,15659,1.0]
[15701,521,26059,1.0]
[15701,524,26205,1.0]
[15701,524,26215,1.0]
[15701,524,26228,1.0]
[15701,524,26234,1.0]
[15701,386,19326,1.0]
[15701,27,1362,1.0]
[15702,12,620,1.0]
[15702,12,642,1.0]
[15702,39,1986,1.0]
[15702,43,2165,1.0]
[15702,43,2175,1.0]
[15702,43,2188,1.0]
[15702,53,2668,1.0]
[15702,53,2679,1.0]
[15702,3,166,1.0]
[15702,10,511,1.0]
[15702,10,522,1.0]
[15702,10,526,1.0]
[15702,24,1219,1.0]
[15702,24,1226,1.0]
[15702,42,2112,1.0]
[15702,42,2126,1.0]
[15702,42,2148,1.0]
[15704,7,378,1.0]
[15704,10,527,1.0]
[15704,10,532,1.0]
[15704,16,807,1.0]
[15704,31,1552,1.0]
[15704,31,1557,1.0]
[15706,22,1110,1.0]
[15706,22,1124,1.0]
[15706,22,1143,1.0]
[15706,26,1318,1.0]
[15706,26,1346,1.0]
[15706,32,1631,1.0]
[15706,32,1643,1.0]
[15706,51,2588,1.0]
[15706,52,2624,1.0]
[15706,64,3242,1.0]
[15706,70,3521,1.0]
[15706,70,3524,1.0]
[15706,70,3548,1.0]
[15708,7,351,1.0]
[15708,7,356,1.0]
[15708,9,454,1.0]
[15708,9,485,1.0]
[15708,9,498,1.0]
[15708,38,1904,1.0]
[15708,38,1932,1.0]
[15708,55,2756,1.0]
[15708,55,2763,1.0]
[15708,56,2848,1.0]
[14121,4,208,1.0]
[14121,4,218,1.0]
[14121,4,223,1.0]
[14121,22,1101,1.0]
[14121,22,1127,1.0]
[14121,22,1137,1.0]
[14121,128,6434,1.0]
[14135,2,111,1.0]
[14135,19,951,1.0]
[14135,19,953,1.0]
[14135,40,2003,1.0]
[14135,40,2010,1.0]
[14135,40,2024,1.0]
[14135,42,2141,1.0]
[14135,42,2143,1.0]
[14135,45,2259,1.0]
[14135,45,2269,1.0]
[14332,1,66,1.0]
[14332,1,71,1.0]
[14332,19,963,1.0]
[14332,19,971,1.0]
[14332,35,1766,1.0]
[14332,62,3119,1.0]
[14332,62,3146,1.0]
[15708,39,1962,1.0]
[15708,39,1968,1.0]
[15708,69,3465,1.0]
[15708,69,3484,1.0]
[15709,19,988,1.0]
[15709,19,993,1.0]
[15709,51,2571,1.0]
[15709,51,2582,1.0]
[15709,51,2585,1.0]
[15709,53,2680,1.0]
[15709,57,2855,1.0]
[15709,57,2860,1.0]
[15709,57,2866,1.0]
[15709,57,2896,1.0]
[15709,66,3343,1.0]
[15709,76,3812,1.0]
[15709,33,1686,1.0]
[15709,48,2427,1.0]
[15709,56,2850,1.0]
[15709,63,3156,1.0]
[15709,63,3172,1.0]
[15709,63,3195,1.0]
[15709,8,433,1.0]
[15709,9,461,1.0]
[15709,21,1054,1.0]
[15709,21,1065,1.0]
[15709,42,2128,1.0]
[15709,42,2131,1.0]
[15713,136,6816,1.0]
[15713,136,6820,1.0]
[15713,153,7683,1.0]
[15713,153,7693,1.0]
[15713,153,7697,1.0]
[15713,48,2407,1.0]
[15713,48,2416,1.0]
[15713,116,5841,1.0]
[15713,116,5844,1.0]
[15713,142,7127,1.0]
[15713,142,7139,1.0]
[15713,258,12939,1.0]
[15713,72,3607,1.0]
[15713,74,3714,1.0]
[15713,98,4907,1.0]
[15713,98,4932,1.0]
[15713,165,8273,1.0]
[15714,4,216,1.0]
[15714,4,235,1.0]
[15714,4,244,1.0]
[15714,22,1102,1.0]
[15714,22,1119,1.0]
[15714,28,1413,1.0]
[15715,8,429,1.0]
[15715,10,502,1.0]
[15715,10,507,1.0]
[15715,10,518,1.0]
[15715,35,1765,1.0]
[15715,35,1777,1.0]
[15715,44,2240,1.0]
[15715,66,3314,1.0]
[15715,66,3343,1.0]
[15715,66,3344,1.0]
[15715,170,8510,1.0]
[15715,170,8529,1.0]
