run subrun event vtxid Enu_1e1p Eta PT_1e1p AlphaT_1e1p SphB_1e1p PzEnu_1e1p ChargeNearTrunk Q0_1e1p Q3_1e1p Thetas Phis PTRat_1e1p Proton_ThetaReco Proton_PhiReco MinShrFrac MaxShrFrac BjXB_1e1p BjYB_1e1p Proton_Edep Electron_Edep Lepton_ThetaReco Lepton_PhiReco OpenAng Xreco Yreco Zreco MPIDY_muon MPIDY_proton MPIDY_eminus shower_fraction Shower_Consistency EnuQE_lepton EnuQE_proton EnuTrue ccnc scedr POTweight GenieWeight LEEweight label newpi0flag datarun filetag cutLevel nBDTs tvweight0 sigprob0 tvweight1 sigprob1 tvweight2 sigprob2 tvweight3 sigprob3 tvweight4 sigprob4 tvweight5 sigprob5 tvweight6 sigprob6 tvweight7 sigprob7 tvweight8 sigprob8 tvweight9 sigprob9 tvweight10 sigprob10 tvweight11 sigprob11 tvweight12 sigprob12 tvweight13 sigprob13 tvweight14 sigprob14 tvweight15 sigprob15 tvweight16 sigprob16 tvweight17 sigprob17 tvweight18 sigprob18 tvweight19 sigprob19 sigprobavg sigprobmedian sigprobmax sigprob bdtweight
17561 231 11589 0 357.8380117049414 0.37144985795021057 98.05397382007324 0.026617166204776457 114.29069253998735 210.47526561353453 0.0 123.28058126220708 391.0919716329899 1.0954585075378418 3.1533915996551514 0.17002298096319254 0.5372217893600464 -1.9918123483657837 1.0 1.0 0.1597258685544365 0.3127800526006338 94.67298126220703 231.86073044273436 0.5582367181777954 1.1615793704986572 1.0954372882843018 231.63490295410156 62.63100814819336 118.80000305175781 0.0 0.0 0.0 1.3919628975010125 0.8618683637827148 271.5411163589089 345.4436790551524 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 1.9991304347826087 0.2339134 1.9991304347826087 0.08935895 0.0 0.056856286 1.9991304347826087 0.13177668 1.9991304347826087 0.10980667 0.0 0.045545723 0.0 0.06342926 1.9991304347826087 0.099974535 1.9991304347826087 0.07731711 0.0 0.054143894 0.0 0.06589829 0.0 0.031788 0.0 0.037717618 1.9991304347826087 0.10288914 0.0 0.030719958 0.0 0.021426309 0.0 0.02988305 0.0 0.05580128 0.0 0.028256912 0.0 0.06290056 0.12071949882166726 0.10288914293050766 0.23391340672969818 0.12071949882166726 1
17444 34 1718 0 878.0810890701562 0.23867575824260712 72.51981223015254 1.08315360923142 6125.947953990571 -868.0467136896727 551.0863647460938 242.1136424804689 640.9608174649808 3.1718406677246094 3.2743923664093018 0.9905625358159199 0.8092654943466187 -2.6865930557250977 0.3777777850627899 0.3777777850627899 5.084182079551672 0.26150172912473063 213.50604248046875 633.2707465896875 2.3625752925872803 0.5877993702888489 3.0422050952911377 126.86785125732422 -17.3815975189209 483.75 0.8798456192016602 0.01737762615084648 0.7697254419326782 1.154252448905135 0.09942663888803044 -3450.4199961827967 884.4705289658021 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 0.0 0.012003063 1.9991304347826087 0.014010613 0.0 0.016960273 0.0 0.014437543 0.0 0.0075352355 0.0 0.008970584 0.0 0.008497721 0.0 0.008159732 0.0 0.019002318 1.9991304347826087 0.013542873 1.9991304347826087 0.030186152 1.9991304347826087 0.012189786 0.0 0.0082954345 1.9991304347826087 0.009618228 0.0 0.011311482 0.0 0.0045711715 1.9991304347826087 0.011053349 1.9991304347826087 0.007965578 0.0 0.010116463 1.9991304347826087 0.010350548 0.01361464080400765 0.01162156742066145 0.030186152085661888 0.01361464080400765 1
17415 200 10043 0 241.84100059347648 0.18883278965950012 139.58507878566232 0.4670676310874261 252.74892891821136 101.16927898832031 287.0727233886719 117.89582326660157 354.76339061264673 2.1423521041870117 2.8915040493011475 0.37692665503632417 0.650942325592041 1.263159155845642 0.0803212821483612 0.8461538553237915 0.4491397325969054 0.43262741127251947 89.28822326660156 121.248477326875 1.4914097785949707 -1.6283448934555054 2.120166540145874 109.41570281982422 -17.01557159423828 128.0500030517578 0.8078902959823608 0.023592811077833176 0.014340635389089584 1.3306551581575785 0.3968432975193743 171.5329176221702 374.71550024392457 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 1.9991304347826087 0.6577379 0.0 0.35751218 1.9991304347826087 0.93389195 1.9991304347826087 0.7016223 1.9991304347826087 0.38696334 0.0 0.3109325 0.0 0.3919424 0.0 0.36102456 0.0 0.5298341 1.9991304347826087 0.8906786 0.0 0.47188568 1.9991304347826087 0.8617325 1.9991304347826087 0.90610737 0.0 0.55424833 0.0 0.42973414 0.0 0.27784345 0.0 0.41346297 1.9991304347826087 0.96742254 0.0 0.34416112 1.9991304347826087 0.79570895 0.7890961600674523 0.8617324829101562 0.9674225449562073 0.7890961600674523 1
17415 100 5045 0 436.75380300309564 0.31299686431884766 156.97199447376389 3.060645709471059 652.246161419933 -291.49728296883626 302.0256652832031 79.4167316223145 423.13709739084663 2.50412654876709 3.2114837169647217 0.7339655787874763 0.6198825836181641 2.2709662914276123 1.0 1.0 2.45555333740575 0.25714366636511415 50.80913162231445 354.64037138078123 1.8842440843582153 -0.9405176043510437 2.5018632411956787 69.33150482177734 105.24759674072266 920.9500122070312 0.013597465120255947 0.026189744472503662 0.5501764416694641 0.1595098798437966 1.3443673582985753 784.1790574666893 260.9177255252354 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 1.0 0.13756762 1.0 0.00889466 1.0 0.04161386 1.0 0.08281338 1.0 0.0065767923 1.0 0.010524884 1.0 0.020483667 1.0 0.06911345 1.0 0.018030336 1.0 0.02097496 1.0 0.039515443 1.0 0.047404345 1.0 0.011667992 1.0 0.025755387 1.0 0.013701967 1.0 0.04092948 1.0 0.023104094 1.0 0.054495055 1.0 0.008322199 1.0 0.111593924 0.03965417500585318 0.024429740384221077 0.13756762444972992 0.03965417500585318 1
17334 26 1302 1 246.4403330893554 0.12106971442699432 263.4277431956442 3.0624607539873283 113.56359754557843 21.523547055460625 291.1499328613281 113.98550679931654 377.10738256514173 2.8976688385009766 0.1159699335694313 0.7010451390039011 0.4552169740200043 1.7464672327041626 0.014962593093514442 0.564748227596283 0.9088638182751606 0.43937388848744363 85.3779067993164 129.75812629003906 2.4424519538879395 1.862437129020691 1.989314079284668 183.97927856445312 28.962236404418945 1007.5499877929688 0.0 0.0 0.0 1.2418627266778346 1.1335627974923386 212.64997449600165 304.3248575454113 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 0.0 0.057881378 0.0 0.050153654 0.0 0.06657753 0.0 0.06553406 0.0 0.084482305 1.9991304347826087 0.10097673 0.0 0.07082008 0.0 0.07480324 0.0 0.07853005 0.0 0.070552185 0.0 0.08971534 1.9991304347826087 0.17945291 0.0 0.06220325 0.0 0.026874581 0.0 0.06283195 1.9991304347826087 0.15788318 1.9991304347826087 0.08418794 1.9991304347826087 0.44140717 0.0 0.10900797 0.0 0.10105019 0.19278158694505693 0.1578831821680069 0.441407173871994 0.19278158694505693 1
17251 68 3426 0 195.23501140476557 0.4327494204044342 159.27650911479975 0.2719297082266394 198.02087901454416 -1.0428129435389053 239.27395629882812 92.10283162841795 280.6819206745925 3.15448260307312 2.9457404613494873 0.6341722103396206 0.6766363382339478 0.809030294418335 0.0 0.9649122953414917 0.8165130791524671 0.4064867551974379 63.49523162841797 100.43547977634766 2.477846384048462 -2.1367101669311523 3.0193846225738525 43.60359191894531 100.16913604736328 383.75 0.9599930047988892 0.019400624558329582 0.12694692611694336 3.113235947616405 1.4611718051398122 161.64287463027935 315.40540067427696 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 0.0 0.13613057 0.0 0.12210425 0.0 0.1581817 1.9991304347826087 0.3386087 1.9991304347826087 0.15883431 1.9991304347826087 0.38510436 1.9991304347826087 0.3621078 0.0 0.13540904 1.9991304347826087 0.53110445 0.0 0.14888558 1.9991304347826087 0.19738783 1.9991304347826087 0.27762675 0.0 0.114810325 0.0 0.14063986 1.9991304347826087 0.41951892 1.9991304347826087 0.37574205 1.9991304347826087 0.29162475 0.0 0.12428462 1.9991304347826087 0.4520671 0.0 0.10560269 0.34452064064416016 0.3621078133583069 0.5311044454574585 0.34452064064416016 1
17164 56 2842 0 820.0529796422655 0.08263936638832092 638.5186810216842 0.5715715050301929 10036.487825080208 -676.3223749494523 341.6938171386719 426.98635366210937 516.8541007431043 3.6117758750915527 3.5717432498931885 0.9755888424047711 1.0549633502960205 -2.6330175399780273 0.24042272567749023 0.7857142686843872 2.942118581571068 0.30945600824945163 398.3787536621094 390.36992598015627 2.5568125247955322 0.9387258291244507 2.5825090408325195 211.69439697265625 -58.54555892944336 756.0499877929688 0.2081054151058197 0.004837417043745518 0.8795256614685059 1.263224601194089 0.561177200844168 1975.5997481937586 8423.783784850712 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 0.0 0.010439346 1.9991304347826087 0.0075427457 1.9991304347826087 0.019037275 1.9991304347826087 0.014392804 0.0 0.0063444353 1.9991304347826087 0.0110963825 0.0 0.007846369 1.9991304347826087 0.00747419 1.9991304347826087 0.011894017 1.9991304347826087 0.019931456 1.9991304347826087 0.010970136 1.9991304347826087 0.011540905 0.0 0.010510313 1.9991304347826087 0.005859955 0.0 0.008230335 0.0 0.0034509806 0.0 0.008215713 1.9991304347826087 0.011871073 0.0 0.010956347 1.9991304347826087 0.011159426 0.0118975304843237 0.011350165121257305 0.019931456074118614 0.0118975304843237 1
17140 19 960 0 313.2012327760937 0.10844110697507858 490.12228950925976 1.7310374789558698 6008.629881987989 -216.20823449563284 467.9030456542969 163.58060720214846 221.901844357798 3.452913522720337 1.6450419425964355 0.9809756775701005 1.1970516443252563 -1.0863198041915894 0.0 0.8947368264198303 1.371532701263374 0.2898584756650783 134.97300720214844 146.92392557394533 2.25586199760437 0.558722198009491 1.8592666387557983 162.77850341796875 23.659866333007812 581.2000122070312 0.956232488155365 0.05778571963310242 0.09726853668689728 1.0389880785796466 0.39828383530489586 239.40260949969755 4524.5641366515965 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 1.9991304347826087 0.107350625 1.9991304347826087 0.19639526 0.0 0.18442442 1.9991304347826087 0.21279053 1.9991304347826087 0.11680319 1.9991304347826087 0.39235935 1.9991304347826087 0.4597088 0.0 0.22950219 1.9991304347826087 0.3814275 1.9991304347826087 0.3530302 1.9991304347826087 0.4075484 1.9991304347826087 0.6170703 1.9991304347826087 0.38217327 1.9991304347826087 0.13993211 0.0 0.17913319 1.9991304347826087 0.6979191 1.9991304347826087 0.1827747 1.9991304347826087 0.22476155 1.9991304347826087 0.18489078 1.9991304347826087 0.67713076 0.33729802422663746 0.3530302047729492 0.6979190707206726 0.33729802422663746 1
17100 208 10417 2 353.20959822015624 0.09203419834375381 191.83646146645202 0.7202518370846596 615.5327165035517 -51.59441825227054 308.1694030761719 135.2142284179688 336.93621268542637 2.350424289703369 3.4827582836151123 0.5366754177910696 0.9651955962181091 2.4813778400421143 1.0 1.0 0.9110505543639517 0.2823091741251488 106.60662841796875 215.2986698021875 1.3852287530899048 -1.001380443572998 2.286890745162964 101.18070220947266 25.49813461303711 449.25 0.0 0.0 0.0 2.3040360757887317 0.03943277038804985 303.0603182855401 761.21006702112 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 1.9991304347826087 0.028420268 0.0 0.005201247 0.0 0.022426372 0.0 0.024404226 1.9991304347826087 0.044799726 1.9991304347826087 0.06970847 1.9991304347826087 0.030916587 0.0 0.011847413 1.9991304347826087 0.021174842 1.9991304347826087 0.009986271 0.0 0.021104101 1.9991304347826087 0.03455469 1.9991304347826087 0.035625592 0.0 0.011681829 0.0 0.021772405 1.9991304347826087 0.021762032 0.0 0.036148548 0.0 0.01676361 1.9991304347826087 0.007583727 1.9991304347826087 0.01481541 0.029031601057133892 0.02842026762664318 0.06970846652984619 0.029031601057133892 1
17090 51 2589 0 369.8267485829687 0.1788433939218521 339.7040191614543 0.28992545536203 4629.054833763284 -280.7759284328491 324.3338317871094 170.48758962402349 259.9118190960525 3.3797683715820312 3.3393757343292236 0.967315864398015 1.1765697002410889 0.20890474319458008 0.009411764331161976 0.8055555820465088 2.030256639308525 0.2307683898473296 141.87998962402344 196.6424589589453 2.2031986713409424 -3.1304709911346436 2.8481404781341553 161.1237030029297 10.84268856048584 243.60000610351562 0.5739231109619141 0.00708738574758172 0.9066166281700134 1.2016557193265678 0.917256759896534 344.56359836898145 3630.3581173155508 -99998.0 -9999 -99998.0 1.5357641809380714e+20 1.0 0.0 EXTBNB False 3 ext 0 20.0 1.9991304347826087 0.2999591 1.9991304347826087 0.21177892 0.0 0.104838066 1.9991304347826087 0.24448673 0.0 0.21461873 1.9991304347826087 0.12050873 1.9991304347826087 0.14308085 0.0 0.12607592 0.0 0.08784885 0.0 0.074290425 1.9991304347826087 0.33018377 0.0 0.0934293 0.0 0.095721774 0.0 0.09502377 1.9991304347826087 0.30476475 0.0 0.04224853 1.9991304347826087 0.7245919 1.9991304347826087 0.15720229 0.0 0.06731301 1.9991304347826087 0.25353447 0.2790091514587402 0.2490106001496315 0.7245919108390808 0.2790091514587402 1
