0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.034383922083699836e-01,-1.068424916336945668e-02,-1.009151271380562265e-02,1.159700653472640376e-02,1.556417694766088107e-02,-9.152795410816020119e-03,-5.098986542228073349e-02,2.033737077727416562e-02,-1.362475295259561459e-01,-4.696728814487945158e-02,-4.215658909092392936e-02
0.000000000000000000e+00,-1.068424916336945668e-02,1.188049051366553942e-02,6.553082872297629098e-03,5.591028602694943922e-03,7.382927834879632507e-03,1.377188203736981649e-02,3.003382725716897787e-03,3.456275063126584227e-03,4.420546166904677082e-02,-2.466706240355114044e-02,2.516765623054090760e-03
0.000000000000000000e+00,-1.009151271380562265e-02,6.553082872297629098e-03,2.018055954713752348e-02,6.938954755820289817e-04,9.566902529179875658e-03,3.237073586168509598e-02,6.865581593613335511e-03,-3.343172654527720375e-03,3.344930517311595769e-02,-1.703041040587950986e-02,1.597977795738101271e-03
0.000000000000000000e+00,1.159700653472640376e-02,5.591028602694943922e-03,6.938954755820289817e-04,5.054386712871688885e-03,3.793400488656729821e-03,3.148420783665710748e-03,-4.158903186388559353e-03,4.973496052333067560e-03,1.533862044569108025e-02,-1.933437436589918734e-02,-1.571093721778142865e-03
0.000000000000000000e+00,1.556417694766088107e-02,7.382927834879632507e-03,9.566902529179875658e-03,3.793400488656729821e-03,1.513437829062621275e-02,1.982129967098613527e-02,1.106995653619647496e-03,7.562469212733857922e-03,-1.636413719587552062e-03,-2.264214156650212750e-02,-1.326516659823213061e-02
0.000000000000000000e+00,-9.152795410816020119e-03,1.377188203736981649e-02,3.237073586168509598e-02,3.148420783665710748e-03,1.982129967098613527e-02,6.763702481826340540e-02,5.990609604244011635e-03,3.027559687740748011e-03,5.172701446503658040e-02,-3.561289606467430563e-02,-1.825832307192011214e-02
0.000000000000000000e+00,-5.098986542228073349e-02,3.003382725716897787e-03,6.865581593613335511e-03,-4.158903186388559353e-03,1.106995653619647496e-03,5.990609604244011635e-03,2.888009882852577564e-02,8.624236896534538850e-04,3.436068424884458627e-02,1.775773223993854302e-02,8.535076722056993137e-03
0.000000000000000000e+00,2.033737077727416562e-02,3.456275063126584227e-03,-3.343172654527720375e-03,4.973496052333067560e-03,7.562469212733857922e-03,3.027559687740748011e-03,8.624236896534538850e-04,2.681260361348832694e-02,-1.368098245164293958e-02,-2.685076352177358239e-02,-1.915923808926713046e-02
0.000000000000000000e+00,-1.362475295259561459e-01,4.420546166904677082e-02,3.344930517311595769e-02,1.533862044569108025e-02,-1.636413719587552062e-03,5.172701446503658040e-02,3.436068424884458627e-02,-1.368098245164293958e-02,2.976564987613696256e-01,-6.401509856392427478e-02,6.641016242292943628e-02
0.000000000000000000e+00,-4.696728814487945158e-02,-2.466706240355114044e-02,-1.703041040587950986e-02,-1.933437436589918734e-02,-2.264214156650212750e-02,-3.561289606467430563e-02,1.775773223993854302e-02,-2.685076352177358239e-02,-6.401509856392427478e-02,1.322130920048812108e-01,-2.432523315523260968e-02
0.000000000000000000e+00,-4.215658909092392936e-02,2.516765623054090760e-03,1.597977795738101271e-03,-1.571093721778142865e-03,-1.326516659823213061e-02,-1.825832307192011214e-02,8.535076722056993137e-03,-1.915923808926713046e-02,6.641016242292943628e-02,-2.432523315523260968e-02,8.114873803680359987e-02
