run subrun event vtxid Enu_1e1p Eta PT_1e1p AlphaT_1e1p SphB_1e1p PzEnu_1e1p ChargeNearTrunk Q0_1e1p Q3_1e1p Thetas Phis PTRat_1e1p Proton_ThetaReco Proton_PhiReco MinShrFrac MaxShrFrac BjXB_1e1p BjYB_1e1p Proton_Edep Electron_Edep Lepton_ThetaReco Lepton_PhiReco OpenAng Xreco Yreco Zreco MPIDY_muon MPIDY_proton MPIDY_eminus shower_fraction Shower_Consistency EnuQE_lepton EnuQE_proton EnuTrue ccnc scedr POTweight GenieWeight LEEweight label newpi0flag datarun filetag nBDTs tvweight0 sigprob0 tvweight1 sigprob1 tvweight2 sigprob2 tvweight3 sigprob3 tvweight4 sigprob4 tvweight5 sigprob5 tvweight6 sigprob6 tvweight7 sigprob7 tvweight8 sigprob8 tvweight9 sigprob9 tvweight10 sigprob10 tvweight11 sigprob11 tvweight12 sigprob12 tvweight13 sigprob13 tvweight14 sigprob14 tvweight15 sigprob15 tvweight16 sigprob16 tvweight17 sigprob17 tvweight18 sigprob18 tvweight19 sigprob19 sigprobavg sigprobmedian sigprobmax sigprob bdtweight
7021 18 903 2 702.222219770703 0.018173914402723312 194.66581556320963 2.9343889937535232 165.39523430244432 173.5392764695656 309.53125 339.9359386230468 882.1912510314529 1.5870169401168823 2.9008870124816895 0.21698585110844296 0.2050117403268814 1.6475510597229004 0.3444976210594177 1.0 0.8557718186133403 0.5059533088939244 311.3283386230469 359.58958114765625 1.382005214691162 -1.253335952758789 1.5812515020370483 217.35301208496094 -50.463768005371094 763.75 0.003672892926260829 0.010175337083637714 0.832624614238739 1.4166258207612463 0.8096686084835347 572.8853179144844 603.912036891691 2133.229736328125 0 8.649540901184082 2.02822755217e+21 1.0 0.0 numu_pipm False 1 ccpi0 20.0 2.0 0.048842505 2.0 0.23353414 2.0 0.116236724 0.0 0.0594421 2.0 0.06813083 2.0 0.12338412 2.0 0.11630197 2.0 0.17102738 2.0 0.1482778 2.0 0.08342456 2.0 0.09704531 2.0 0.23658358 0.0 0.07000722 2.0 0.31569403 2.0 0.049311105 2.0 0.113168195 2.0 0.04158407 2.0 0.12688076 2.0 0.106703185 2.0 0.052753728 0.12493799978660212 0.11470245942473412 0.31569403409957886 0.12493799978660212 1
7020 207 10369 1 994.6372256671093 0.14317135512828827 627.4821247544184 2.5670771759561433 14096.19884032504 -634.5945245430006 294.996337890625 278.33724477539056 913.1961493151595 2.485400676727295 4.336879730224609 0.8673596239372086 0.5270509719848633 2.557426929473877 0.0 0.875 4.516553526556386 0.3621899981473646 249.72964477539062 713.6032808917188 1.9583498239517212 -1.7794530391693115 2.0914249420166016 192.25390625 0.4030120074748993 933.9500122070312 0.1993253529071808 0.32239797711372375 0.7282772660255432 1.356939709718439 0.5414175388108389 -9143.210352877919 644.7647953683471 1042.36865234375 0 12.191027641296387 2.02822755217e+21 1.0 0.0 numu_pi0 False 1 ccpi0 20.0 2.0 0.07106339 2.0 0.12693432 0.0 0.043426335 2.0 0.12130924 0.0 0.025610158 2.0 0.095505916 0.0 0.059111837 0.0 0.054211136 2.0 0.058462113 2.0 0.06393221 2.0 0.112334035 2.0 0.052356083 0.0 0.034774482 2.0 0.040955573 2.0 0.04840939 2.0 0.07360318 0.0 0.045986425 2.0 0.104190715 2.0 0.023925634 2.0 0.06161027 0.07532800561083215 0.06749780103564262 0.12693431973457336 0.07532800561083215 1
7019 580 29007 0 708.6122331321093 0.3281082212924957 317.25042254601937 0.9540853720682112 652.2983743768337 110.7596475694362 524.621337890625 292.94790151367187 599.2510040928232 1.5762746334075928 2.641295909881592 0.36106755513655986 0.7994873523712158 -1.8605743646621704 0.636241614818573 0.636241614818573 0.4221774317881457 0.32633369098705367 264.3403015136719 412.9676316184375 0.776787281036377 0.7807216048240662 1.5146453380584717 28.647123336791992 5.925960063934326 189.35000610351562 0.09380629658699036 0.7852593660354614 0.9408036470413208 1.2183254534678463 0.9790909861493046 508.37282203237817 1035.8971582183128 1284.806884765625 0 0.5669591426849365 2.02822755217e+21 1.0 0.0 numu_pipm False 1 ccpi0 20.0 0.0 0.011689952 0.0 0.014584257 2.0 0.006350384 0.0 0.01120908 0.0 0.0097232405 2.0 0.014441179 0.0 0.012461741 2.0 0.029602502 2.0 0.05160776 2.0 0.010024009 0.0 0.0047364277 2.0 0.028042901 0.0 0.03964837 2.0 0.041973002 2.0 0.015898885 0.0 0.013746626 2.0 0.0197664 0.0 0.023451036 0.0 0.0087106265 0.0 0.027728703 0.02418966932843129 0.019766399636864662 0.05160776153206825 0.02418966932843129 1
7018 570 28522 0 723.511745770117 0.02105628326535225 279.860115753971 1.4263174847082254 11176.185607969323 -846.4631691450684 369.86199951171875 178.85862233886724 448.1817897130704 3.476991891860962 3.802978277206421 0.9155404353306312 0.9559912085533142 -1.8244545459747314 0.7149758338928223 1.0 6.405514791722026 0.19233934814270284 150.2510223388672 541.95642343125 2.521000623703003 1.9785237312316895 2.5757076740264893 227.1938934326172 -92.04113006591797 190.0 0.00473193870857358 0.009841395542025566 0.048853591084480286 1.8627282304846056 0.7389552239236918 -7050.524905026323 974.950619129129 1478.8397216796875 0 77.12261962890625 2.02822755217e+21 1.0 0.0 numu_pi0 False 1 ccpi0 20.0 2.0 0.0037754045 2.0 0.0018127062 2.0 0.0018758613 2.0 0.0030554351 2.0 0.0032366477 2.0 0.0014112158 0.0 0.0030326508 0.0 0.0038015314 2.0 0.002132016 2.0 0.0026046094 2.0 0.0026584486 2.0 0.0024324313 0.0 0.0030115317 2.0 0.0027081487 2.0 0.0035297826 2.0 0.002792877 2.0 0.0028866492 2.0 0.005107811 2.0 0.0031198512 2.0 0.001827742 0.0027628022259758678 0.0027081486769020557 0.005107811186462641 0.0027628022259758678 1
7012 1126 56336 2 925.843004216328 0.016567353159189224 432.77561071833514 0.101528118371808 964.232329683178 98.40507622030611 301.15283203125 712.1570995117188 1225.204710958587 3.1850175857543945 3.2286362648010254 0.38921269083747906 0.3912547528743744 2.215864419937134 0.008298755623400211 0.23880596458911896 0.808090203750807 0.7677779805325637 683.5494995117188 210.98920470460936 2.793762683868408 -1.0127718448638916 3.088017225265503 66.94483947753906 -20.901212692260742 461.6499938964844 0.0 0.0 0.0 2.1311410957121306 0.1874415123014576 437.3282574596144 1216.2696491647232 1531.7232666015625 0 99.95795440673828 2.02822755217e+21 1.0 0.0 numu_pi0 False 1 ccpi0 20.0 0.0 0.0025310714 0.0 0.0034274142 2.0 0.0014171832 0.0 0.003705941 2.0 0.0060717873 0.0 0.0019135508 0.0 0.0017253648 2.0 0.0029408867 0.0 0.0021705385 0.0 0.0025205142 2.0 0.0031325864 0.0 0.0025736685 0.0 0.0028817796 0.0 0.0027877556 2.0 0.0050034383 2.0 0.0040499503 0.0 0.003986522 0.0 0.008252512 2.0 0.001073041 0.0 0.0015931444 0.0033841247370998773 0.0031325863674283028 0.006071787327528 0.0033841247370998773 1
7012 997 49882 2 834.8964468913866 0.08768922090530396 301.424956031017 1.0284732171064652 3652.713032403336 -1368.4922483364635 191.77186584472656 153.83238485107438 279.11805983675214 4.128891468048096 3.693655490875244 0.4918437077619385 1.385910987854004 1.8722949028015137 0.38874173164367676 0.38874173164367676 18.305602458079438 0.08647987572764441 125.22478485107422 678.3673620403125 2.7429802417755127 -1.821360468864441 2.087789535522461 163.9490966796875 -92.95452880859375 268.04998779296875 0.0 0.0 0.0 0.9756037417847601 0.5068335103069088 -1632.3055749336809 -1849.8564810068613 3718.990234375 0 105.8925552368164 2.02822755217e+21 1.0 0.0 numu_other False 1 ccpi0 20.0 2.0 0.011377172 2.0 0.010644362 2.0 0.012105073 2.0 0.007288001 0.0 0.005929009 2.0 0.009252745 2.0 0.01262007 2.0 0.0039770817 2.0 0.010272993 2.0 0.0055934885 2.0 0.0026919253 2.0 0.0033678783 2.0 0.0054832487 2.0 0.0065584495 2.0 0.007457071 2.0 0.0062365234 0.0 0.009951484 2.0 0.022533396 2.0 0.012565996 2.0 0.0032854397 0.008517272951495316 0.007372535998001695 0.022533396258950233 0.008517272951495316 1
7010 1447 72388 1 898.1849688973241 0.4410344958305359 661.6622144743521 2.671732696411002 486741.9260092187 -794.4189305823821 150.4281768798828 117.98478963623063 801.8957736329739 2.718142032623291 2.1047606468200684 0.9879250376642977 0.9795666933059692 0.06769388169050217 0.0 0.22707423567771912 4.741351822477423 0.32756975747037115 89.37718963623047 777.5034792610937 1.7385753393173218 2.172454595565796 2.1056370735168457 93.73373413085938 66.78793334960938 877.2000122070312 0.0 0.0 0.0 1.2340014330599876 0.39536427107970107 344976.2779040641 697.4255286827707 1463.690673828125 0 0.4263392686843872 2.02822755217e+21 1.0 0.0 numu_pi0 False 1 ccpi0 20.0 0.0 0.027053865 0.0 0.039865542 0.0 0.020015031 0.0 0.02123059 2.0 0.025979917 2.0 0.027897524 2.0 0.010296689 2.0 0.023433674 2.0 0.055904806 2.0 0.01649256 2.0 0.012787792 0.0 0.023759874 2.0 0.024798034 0.0 0.0363193 2.0 0.032041587 2.0 0.018757112 0.0 0.01909447 2.0 0.039385717 0.0 0.015893275 2.0 0.081847094 0.030801875594382484 0.025388975627720356 0.08184709399938583 0.030801875594382484 1
7008 889 44456 1 732.9505356854686 0.23587913811206818 171.83572994690888 0.022048662180429352 289.795610830876 292.8900065097596 15.243524551391602 201.5152538085939 529.2781207164312 0.7817594408988953 3.1541221141815186 0.16520556071797365 0.5325945019721985 -2.825035333633423 0.0 0.3807106614112854 0.06562657745063585 0.237545458013254 172.90765380859375 528.738581876875 0.24916492402553558 0.32908669114112854 0.7817454934120178 173.231689453125 73.36972045898438 721.0999755859375 0.0 0.0 0.0 1.0739171958075657 1.1188311930746018 568.0958793944174 503.5267628455566 5999.09423828125 0 0.22230084240436554 2.02822755217e+21 1.0 0.0 numu_pi0 False 1 ccpi0 20.0 0.0 0.018531416 0.0 0.03122881 2.0 0.082733884 0.0 0.04489674 2.0 0.06390245 0.0 0.015487231 0.0 0.026181825 2.0 0.016473908 0.0 0.02594528 2.0 0.04357742 2.0 0.011103107 0.0 0.03696034 0.0 0.028754715 0.0 0.031674303 2.0 0.02543888 2.0 0.040162764 2.0 0.06272776 2.0 0.11550227 0.0 0.02847684 0.0 0.03466273 0.05129138256112734 0.043577421456575394 0.115502268075943 0.05129138256112734 1
7008 146 7330 1 659.0449758612108 0.4950614869594574 67.13081625083503 2.351116058312031 460.16458956196294 119.5620770579211 793.975830078125 96.17093923339837 389.88339359967654 1.1602908372879028 3.3563897609710693 0.08590043225662722 0.6659670472145081 0.5764451026916504 0.0 0.46041056513786316 0.5345638953284484 0.1603189692955826 67.56333923339844 560.1773366278125 0.4943237602710724 -2.779944658279419 1.1529327630996704 65.14600372314453 17.337879180908203 448.75 0.15353773534297943 0.09236039966344833 0.8789978623390198 1.053670210236354 0.7755446975681181 636.2581701653019 322.8650341019314 1429.5377197265625 0 0.8517402410507202 2.02822755217e+21 0.20180175540675038 0.0 numu_other False 1 ccpi0 20.0 2.0 0.73866975 2.0 0.73459923 2.0 0.18792018 2.0 0.78032595 2.0 0.07742835 0.0 0.19618669 2.0 0.21034902 0.0 0.25184464 0.0 0.16311152 2.0 0.1111056 2.0 0.22483112 0.0 0.16280496 2.0 0.32314673 2.0 0.23620509 2.0 0.098047584 2.0 0.59669876 2.0 0.21186097 2.0 0.6193315 2.0 0.14166954 2.0 0.1444641 0.3397908415645361 0.21834604442119598 0.7803259491920471 0.3397908415645361 1
7003 1734 86728 1 799.2310589638281 0.25996026396751404 826.0057993249227 2.196449735484569 2797.4969077803985 -209.49468099425974 240.6791534423828 312.9857433105469 146.9958322503699 1.6157312393188477 1.0416069030761719 0.8138582352856817 1.4242002964019775 2.4140312671661377 0.3145400583744049 0.3145400583744049 1.271477290606622 0.2700338807440591 284.3781433105469 483.5486156532813 0.19153092801570892 1.3724244832992554 1.330005407333374 192.85826110839844 37.21723556518555 317.95001220703125 0.0 0.0 0.0 4.087483789939649 1.7211154761036411 517.7391111365721 -1304.5651402374156 3894.494384765625 0 32.69309997558594 2.02822755217e+21 1.0 0.0 numu_other False 1 ccpi0 20.0 2.0 0.007559373 2.0 0.0017076285 0.0 0.001625077 2.0 0.0030138544 2.0 0.003019465 2.0 0.0025547103 0.0 0.0016330697 2.0 0.0011954706 2.0 0.0030650164 0.0 0.003208485 2.0 0.0039390726 2.0 0.0013136131 2.0 0.0027446656 0.0 0.011209065 2.0 0.0027263653 2.0 0.0023180842 2.0 0.0074224547 2.0 0.006994582 2.0 0.0026207739 2.0 0.0037452658 0.0034962746867677197 0.0028792599914595485 0.007559373043477535 0.0034962746867677197 1
