13696,7,396,977.7530517578125,1.0
13696,7,384,1459.1236572265625,1.0
13696,7,362,690.0731201171875,1.0
13696,5,262,1541.617919921875,1.0
13695,55,2770,599.0263061523438,1.0
13693,33,1663,470.3060302734375,1.0
13693,28,1435,2738.207763671875,1.0
13693,22,1146,420.76483154296875,1.0
13693,16,814,683.1236572265625,1.0
13693,16,813,1411.7281494140625,1.0
13692,77,3873,764.546875,1.0
13692,69,3458,889.4420776367188,1.0
13691,142,7114,291.2222595214844,1.0
13691,131,6565,506.4422607421875,1.0
13691,131,6555,634.1204223632812,1.0
13691,118,5939,1083.0340576171875,1.0
13691,104,5243,4080.084716796875,1.0
13691,104,5233,1166.056396484375,1.0
13691,74,3735,985.4749755859375,1.0
13690,57,2886,1111.1141357421875,1.4488741256939606
13690,56,2815,1168.270263671875,1.0
13690,46,2327,1127.2327880859375,1.0
13690,46,2302,401.14324951171875,1.0
13690,27,1380,978.5907592773438,1.0
13690,27,1352,978.5907592773438,1.3396061023374621
13690,21,1091,920.8628540039062,1.0
13689,138,6949,1027.6929931640625,1.0
13689,9,497,2009.6005859375,1.0
13688,196,9807,817.0687255859375,1.0
13688,193,9668,719.9547119140625,1.0
13688,190,9515,886.74853515625,1.0
13688,150,7536,654.4682006835938,1.0
13688,150,7515,654.4682006835938,1.0
13688,149,7457,875.6715087890625,1.0
13688,143,7177,902.5197143554688,1.0
13688,92,4642,875.6715087890625,1.0
13688,83,4182,1508.1104736328125,1.0
13688,71,3551,1861.5487060546875,1.0
13688,64,3207,1285.750244140625,1.0
13688,63,3165,2018.39208984375,0.8527745400669603
13688,44,2245,2314.953369140625,1.0
13688,16,830,1923.9534912109375,1.0
13688,16,814,1031.41259765625,1.0
13687,197,9887,1788.0433349609375,1.3723950036860852
13687,189,9453,1026.19140625,1.0
13687,152,7626,596.8553466796875,1.0
13687,152,7617,568.9500122070312,1.0
13687,152,7614,935.6986694335938,1.0
13687,119,5969,569.3953857421875,1.0
13687,102,5144,553.5162963867188,1.0
13687,57,2889,1077.1947021484375,1.0
13687,57,2857,969.5020141601562,1.0
13687,6,310,1957.507568359375,0.6860595452013083
13683,220,11028,1313.3515625,0.8605850476601309
13683,202,10129,596.9549560546875,1.0
13683,142,7128,847.6719970703125,1.0
13683,118,5917,1468.64990234375,1.0
13683,85,4267,1070.58837890625,1.0
13681,4,205,1002.63427734375,1.0
13680,76,3850,2237.0732421875,1.0
13680,63,3181,1006.896240234375,1.0
13680,44,2225,548.7806396484375,1.0
13680,35,1789,601.2843017578125,1.0
13678,207,10380,1037.7767333984375,1.0
13678,207,10363,595.6818237304688,1.0
13678,196,9804,739.4417114257812,1.0
13678,158,7946,1479.9378662109375,1.0
13678,154,7749,1146.2652587890625,1.298257020593448
13678,154,7722,976.4149780273438,1.0
13678,137,6897,669.9508666992188,1.0
13678,137,6867,717.464111328125,1.0
13678,122,6110,1744.53759765625,0.7168604181503104
13678,122,6103,658.8858642578125,1.0
13678,113,5696,566.2665405273438,1.0
13678,113,5669,1250.3189697265625,1.0710138083015694
13678,55,2786,1724.5284423828125,0.9238164530409333
13678,55,2781,830.4426879882812,1.0
13678,55,2757,904.2703247070312,1.0
13678,5,294,1988.34912109375,1.248190092940416
13676,133,6691,881.1476440429688,1.0
13676,133,6660,1836.88818359375,0.7682841730067926
13676,101,5099,1066.2764892578125,1.0
13676,101,5091,1016.6537475585938,1.0
13676,3,194,525.7359619140625,1.0
13675,286,14318,1638.33740234375,1.0
13675,250,12529,1110.500244140625,1.0
13675,173,8652,874.980224609375,0.6786295631662818
13675,159,7964,987.366943359375,1.0
13675,138,6946,1382.051025390625,1.0
13675,138,6938,1106.7430419921875,1.0
13675,127,6391,1034.1751708984375,1.0
13675,105,5268,1196.341064453125,0.7474223386221055
13675,84,4227,754.841796875,1.0
13675,81,4064,751.8271484375,1.0
13675,5,287,627.0967407226562,1.0
13674,236,11814,964.4373168945312,1.0
13674,236,11804,1210.1324462890625,1.0
13674,226,11342,552.6649169921875,1.0
13674,226,11307,1500.6827392578125,1.0
13674,160,8028,1591.006591796875,1.1270667699277253
13674,154,7735,749.28759765625,1.0
13674,134,6744,1105.95556640625,1.0
13674,134,6743,1380.7216796875,1.0
13674,134,6730,2384.31298828125,1.0
13674,109,5451,586.4151611328125,1.0
13674,68,3424,847.6719970703125,1.0
13672,23,1183,1597.66943359375,1.0
13672,3,159,1589.9940185546875,1.0
13671,186,9321,1054.531494140625,1.0
13671,186,9307,754.5379028320312,1.0
13671,159,7980,2316.3720703125,1.0
13671,159,7975,1878.575439453125,1.0
13671,159,7959,1188.5543212890625,1.0
13671,159,7954,1045.646240234375,1.0
13671,148,7449,878.5165405273438,1.0
13671,139,6991,694.5711059570312,1.0
13671,139,6965,524.5473022460938,1.0
13671,136,6819,553.600830078125,1.0
13671,77,3883,827.3248291015625,1.0
13671,77,3872,750.1779174804688,1.190929203896186
13671,77,3867,755.5361938476562,1.0
13671,19,991,575.8522338867188,1.0
13668,82,4145,531.6873168945312,1.0
13668,82,4129,1114.4251708984375,1.0
13668,82,4127,1008.3863525390625,1.0
13668,61,3051,1082.75537109375,1.0
13668,55,2757,1389.252685546875,1.0
13668,32,1603,654.759033203125,1.0
13668,22,1106,1110.500244140625,1.0
13668,11,567,2287.56982421875,0.9409444328847414
13665,9,493,1237.6497802734375,1.0
13662,169,8499,1195.5562744140625,1.0
13662,155,7796,763.1447143554688,1.0
13662,155,7763,529.4234619140625,1.0
13662,122,6128,860.2628173828125,1.0
13662,122,6127,1334.6630859375,1.0
13662,106,5343,646.17236328125,1.0
13662,106,5329,1140.533203125,1.0
13662,12,613,1476.26806640625,1.0
13662,8,407,1116.568359375,0.67664032393514
13662,5,296,622.1739501953125,1.0
13661,227,11380,1599.527099609375,1.0
13661,205,10276,942.5616455078125,1.0
13661,205,10270,586.6548461914062,1.0
13661,142,7147,933.250244140625,1.0
13661,141,7085,780.4519653320312,1.3283603565858044
13661,116,5848,942.810546875,1.0
13661,116,5845,828.0065307617188,1.0
13661,111,5594,815.2626953125,1.0
13661,95,4761,2038.8448486328125,1.0
13661,68,3433,1468.0384521484375,1.0
13661,35,1757,600.1019287109375,1.0
13661,10,502,1438.921630859375,1.0
13661,1,87,503.05389404296875,1.0
13660,259,12970,1669.3271484375,1.0
13660,222,11148,590.2044677734375,1.0
13660,192,9624,986.9799194335938,1.0
13660,192,9617,839.7193603515625,1.0
13660,184,9250,1014.1131591796875,1.0
13660,184,9235,472.8196716308594,1.0
13660,184,9222,896.1881713867188,1.0
13660,184,9208,1224.3084716796875,1.0
13660,176,8822,611.6180419921875,1.0
13660,138,6948,1000.7710571289062,1.0
13660,138,6936,3067.960205078125,1.0
13660,98,4940,1143.4423828125,1.0
13660,98,4919,1650.8140869140625,1.0
13660,90,4515,829.3059692382812,1.0
13660,81,4073,593.1353149414062,1.0
13660,74,3730,526.1934814453125,1.0
13660,49,2482,623.9708251953125,1.0
13660,28,1420,1348.5399169921875,1.0
13660,28,1409,673.3091430664062,1.0
13660,27,1384,955.0943603515625,1.0
13660,12,649,994.581787109375,1.0
13660,12,628,1481.531494140625,1.1122199187956672
13660,12,615,1630.101318359375,1.0
13658,46,2325,1401.1611328125,1.0
13658,42,2148,974.6788940429688,1.0
13658,32,1603,523.1807250976562,1.0
13658,26,1323,1863.818603515625,1.0
13658,10,548,1845.431884765625,1.0
13658,10,543,1304.151123046875,1.0
13656,11,563,895.043701171875,1.0
13655,19,961,1323.8311767578125,1.0
13655,0,16,935.20458984375,1.0
13654,8,415,1244.446044921875,1.0
13654,8,406,1216.535400390625,1.0
13652,52,2644,2658.897705078125,1.4432696033828862
13652,24,1242,619.6943359375,1.0
13652,19,1000,1496.289306640625,1.0
13652,19,991,1433.2354736328125,1.0
13652,4,248,2464.60498046875,1.0
13652,4,239,499.20404052734375,1.0
13651,188,9440,1037.7767333984375,1.0
13651,188,9430,595.6818237304688,1.0
13651,188,9422,1037.7767333984375,1.0
13651,181,9072,4402.16796875,0.9589433142852529
13651,174,8702,800.8534545898438,1.2198586978377997
13651,174,8701,800.8534545898438,1.0
13651,156,7803,1329.7606201171875,1.0
13648,107,5375,988.022216796875,1.1276494060449167
13648,107,5365,651.07861328125,1.0
13648,77,3896,1016.9600219726562,1.0
13648,66,3321,944.6092529296875,1.0
13648,63,3168,3298.44384765625,1.2109788551216316
13648,58,2938,1004.078857421875,1.0
13648,58,2920,643.8130493164062,1.0
13648,57,2872,1209.499755859375,1.0
13648,57,2870,1011.8167114257812,1.0
13648,42,2116,2204.509765625,1.0
13647,63,3195,1135.4024658203125,1.0
13647,28,1424,524.323974609375,1.0
13647,28,1414,1106.6435546875,1.0
13647,28,1402,524.323974609375,1.0
13647,15,762,1957.7503662109375,0.7476452538353702
13647,13,697,768.9285278320312,1.0
13647,13,654,1300.21630859375,1.0
13647,13,652,1006.7019653320312,1.0
13645,28,1413,956.19677734375,1.0
13645,0,22,1537.8251953125,1.0
13645,0,8,938.8607177734375,1.0
13645,0,5,751.2940063476562,1.0
13644,151,7590,2327.818359375,0.8252044640923747
13644,151,7575,1267.485107421875,1.0
13644,145,7282,944.0393676757812,0.7762964456511767
13644,93,4665,941.0704956054688,1.0
13644,59,2968,937.7131958007812,1.0
13644,48,2411,635.201416015625,0.876816417267346
13644,30,1516,772.570068359375,1.0
13643,187,9388,1421.5289306640625,1.0
13643,173,8685,1081.7423095703125,1.0
13643,173,8678,801.6141357421875,1.0
13643,58,2943,1023.4307250976562,1.0
13643,57,2852,1034.731689453125,0.8504232803097183
13643,47,2385,1168.9132080078125,1.0
13643,3,152,661.5006713867188,1.0
13642,116,5819,648.7345581054688,1.0
13642,113,5661,1040.3570556640625,1.5180816593076998
13642,111,5582,1147.6737060546875,1.0
13642,55,2791,467.6868896484375,1.0
13642,52,2627,1025.410888671875,1.0
13642,52,2623,993.9262084960938,1.0
13642,42,2139,768.4200439453125,1.0
13642,15,789,3054.83447265625,0.8599077674161189
13639,103,5161,1451.1832275390625,0.9681621334621959
13639,101,5054,1310.373779296875,1.0
13639,90,4547,569.0760498046875,1.4232290225190782
13639,90,4507,1391.976806640625,1.304272902363394
13639,80,4018,1053.7440185546875,1.0
13639,59,2965,1172.288818359375,1.0
13639,59,2955,662.2581787109375,1.0
13639,47,2391,1498.33154296875,1.3078821148780106
13639,35,1769,912.805908203125,1.0
13639,35,1762,1766.9322509765625,1.0
13639,25,1263,1179.9364013671875,1.0
13638,287,14353,1846.900146484375,1.5387130265496043
13638,268,13446,1335.4718017578125,1.0
13638,268,13427,544.0092163085938,1.0
13638,220,11015,1163.437744140625,1.0
13638,197,9884,1414.751220703125,1.0
13638,197,9869,1576.0899658203125,0.7851866085145442
13638,182,9112,815.3297729492188,1.0
13638,172,8638,1252.969482421875,1.0
13638,166,8331,1745.4923095703125,1.0
13638,166,8309,1406.3167724609375,1.0
13638,163,8192,626.3571166992188,1.0
13638,154,7740,478.15960693359375,1.0
13638,154,7715,1171.7169189453125,1.0
13638,152,7637,1039.680419921875,1.0
13638,152,7607,2092.405517578125,1.0
13638,135,6793,739.0469360351562,1.0
13638,135,6785,901.6159057617188,1.0
13638,135,6766,2289.306884765625,1.0
13638,111,5552,1117.1124267578125,1.48268271377539
13638,94,4745,813.7152099609375,1.0
13638,93,4670,1388.877197265625,1.0
13638,93,4666,958.5607299804688,1.0
13638,82,4140,1159.5185546875,1.0
13638,68,3436,1733.62109375,0.8152285802005054
13638,4,214,1303.82080078125,1.0
13638,3,165,1694.5767822265625,1.0
13636,18,930,545.7030029296875,1.0
13636,14,730,1631.66845703125,1.0
13635,73,3695,2332.0341796875,2.9489512333717762
13635,73,3691,440.92681884765625,1.0
13635,32,1618,1054.05712890625,1.0
13634,41,2062,1010.640380859375,1.0
13634,24,1237,2441.576171875,4.26308945763678
13634,5,258,966.38623046875,1.0
13633,46,2309,1188.408203125,1.0
13633,40,2047,767.8060913085938,1.0
13633,40,2008,767.8060913085938,1.0
13630,56,2811,782.9637451171875,1.0
13630,46,2350,470.0572509765625,1.0
13630,46,2318,954.4801025390625,1.0
13630,46,2317,681.815185546875,1.0
13630,42,2139,1040.0400390625,1.0
13630,42,2101,624.115478515625,1.0
13630,32,1603,1229.899658203125,1.0
13630,30,1535,870.5164794921875,1.0
13630,30,1511,2110.9423828125,1.0
13629,194,9711,924.8693237304688,1.0
13629,153,7668,1198.5023193359375,1.0
13629,146,7329,978.264404296875,1.0
13629,143,7196,1244.7581787109375,1.0
13629,139,6997,1264.01416015625,1.0
13629,126,6339,2273.3076171875,0.7539074270413593
13629,126,6304,1371.7431640625,1.0
13629,115,5758,1584.335693359375,1.0
13629,57,2866,1731.927490234375,1.2516181897887582
13629,32,1648,673.9937744140625,1.0
13629,32,1619,736.5643920898438,1.0
13629,32,1602,1455.1986083984375,1.0
13629,24,1238,1049.5283203125,1.0
13629,17,900,817.3759765625,1.0
13629,17,879,2264.511474609375,1.0
13629,1,58,1169.8726806640625,1.0
13626,75,3786,1168.3389892578125,1.0
13626,68,3424,1538.8497314453125,0.7090917861635955
13626,51,2599,1700.8548583984375,1.0
13626,21,1078,989.7023315429688,1.0
13625,4,247,1176.9432373046875,1.0683754742824352
13624,0,10,1941.994140625,0.9283899852422532
13623,125,6259,733.247314453125,1.0
13623,74,3701,653.9642333984375,1.0
13621,77,3882,1433.5986328125,1.0
13621,28,1406,359.75408935546875,1.0
13621,10,530,771.5950317382812,1.0
13621,1,88,1882.09765625,1.0
13620,26,1304,832.8920288085938,1.0
13619,111,5579,595.1689453125,1.0
13619,111,5561,861.7837524414062,1.0
13619,108,5446,653.3662719726562,1.0
13619,108,5433,1591.006591796875,1.0
13619,108,5410,823.0647583007812,1.0
13619,79,3991,2663.0283203125,1.0
13619,79,3958,1299.203857421875,1.0
13619,76,3820,869.1654663085938,1.0
13619,44,2230,867.8229370117188,1.0
13619,3,185,1115.7938232421875,1.0
13619,3,172,912.1753540039062,1.0
13619,3,168,1173.99462890625,0.8957783598721039
13618,146,7322,1211.23681640625,1.0
13618,146,7310,1495.398681640625,1.0
13618,142,7129,832.6956787109375,1.0
13618,142,7124,1153.5155029296875,1.0
13618,96,4821,947.4297485351562,1.0
13618,37,1897,1288.634765625,0.8697679475219183
13618,37,1863,1099.654052734375,1.0
13618,37,1851,1392.5338134765625,1.0
13618,36,1834,883.7694702148438,1.0
13618,27,1393,1241.7271728515625,1.0
13617,236,11825,868.291015625,1.0737866959602056
13617,234,11748,1117.584228515625,1.0
13617,226,11348,516.6112060546875,1.0
13617,226,11341,516.6112060546875,1.0
13617,226,11308,1513.728759765625,1.0
13617,111,5588,457.8345947265625,1.0
13617,100,5017,526.5654907226562,1.0
13617,40,2014,663.497802734375,1.0
13617,39,1993,1501.738525390625,1.0
13617,21,1071,726.7330932617188,1.0
13617,21,1061,769.414794921875,1.0
13617,11,594,2067.302734375,1.0
13616,340,17003,1473.9757080078125,1.0
13616,337,16885,249.2414093017578,1.0
13616,326,16330,2018.606201171875,1.0
13616,305,15279,841.17919921875,1.0
13616,292,14640,453.95257568359375,1.0
13616,292,14607,1246.2862548828125,0.747077698058394
13616,242,12136,986.1346435546875,1.0
13616,242,12125,1886.2249755859375,1.0
13616,209,10478,2172.85693359375,1.0
13616,209,10473,624.7485961914062,1.0
13616,187,9395,992.991455078125,1.0
13616,128,6422,1538.3074951171875,1.0
13616,115,5796,1908.8311767578125,1.0
13616,100,5004,931.4578247070312,1.0
13616,37,1899,566.6318969726562,1.0
13616,2,126,1292.1041259765625,1.0
13616,2,119,1818.653564453125,1.0
13616,1,83,1482.5565185546875,1.0
13614,127,6387,1012.1687622070312,1.0
13614,67,3396,1355.2003173828125,1.0
13614,4,245,2831.56103515625,1.321349343813632
13614,4,234,1072.8990478515625,1.0
13612,15,787,1091.51708984375,1.0
13612,15,777,526.6226806640625,1.0
13593,56,2813,1810.465576171875,1.0
13593,51,2582,1090.5780029296875,1.0
13593,51,2572,1090.5780029296875,1.0
13593,51,2553,1121.5277099609375,1.0
13593,7,382,1251.883056640625,1.0
13593,7,363,1207.7105712890625,1.0
13592,41,2096,2015.2923583984375,1.0
13588,15,781,724.4957275390625,1.0
13588,15,752,1175.7313232421875,1.0
13587,48,2431,865.487548828125,1.0
13587,48,2422,518.3203735351562,1.0
13583,282,14108,838.75927734375,1.0
13583,275,13774,950.61083984375,1.0
13583,275,13765,2344.43701171875,0.6919514929927917
13583,255,12762,904.6897583007812,1.0
13583,255,12760,768.5448608398438,1.0
13583,232,11631,1484.9381103515625,1.1517498881881025
13583,227,11396,1065.389892578125,0.8354391169785971
13583,225,11260,1768.70849609375,1.0
13583,225,11255,1229.679443359375,1.0
13583,221,11094,718.3678588867188,1.0
13583,221,11051,1292.6318359375,1.0
13583,159,7981,1172.5487060546875,1.0
13583,130,6527,1252.116455078125,1.0
13583,113,5698,1087.12548828125,1.0
13583,92,4630,1017.6012573242188,1.0
13583,92,4617,730.18017578125,1.0
13583,89,4497,897.8366088867188,1.0
13583,89,4476,1244.861083984375,1.0
13583,73,3673,811.0552368164062,1.0
13583,67,3377,866.6605224609375,1.0
13583,54,2750,490.8692932128906,1.0
13583,21,1095,1101.8720703125,1.0
13583,10,520,2353.566650390625,0.6738011672432542
13583,10,506,646.8023071289062,1.0
13582,45,2292,1978.4510498046875,1.0
13582,45,2291,2753.330322265625,1.0
13582,40,2022,3345.8466796875,1.0
13580,191,9571,1740.9949951171875,1.0
13580,191,9565,429.1187438964844,1.0
13580,191,9552,946.2135009765625,1.0
13580,190,9527,1452.358642578125,1.0
13580,165,8273,1183.6842041015625,1.0
13580,149,7497,2266.2568359375,1.0
13580,106,5341,1285.0333251953125,0.9613628552794429
13580,106,5323,1453.7353515625,1.2532754434089015
13580,99,4997,1452.4595947265625,1.0
13580,99,4961,2475.917724609375,1.0
13580,76,3808,1712.8443603515625,1.4458872130757987
13580,76,3803,1024.75634765625,1.0
13580,53,2667,891.7277221679688,1.0
13580,31,1577,1012.1580200195312,1.0
13580,31,1552,1045.603271484375,1.0
13580,24,1233,576.7147216796875,1.0
13580,24,1225,727.7509155273438,1.0
13580,21,1052,1296.3546142578125,1.0
13580,20,1035,1420.7454833984375,1.0
13580,10,541,976.0501708984375,1.0
13580,10,528,1865.6885986328125,1.0
13580,10,519,1414.93359375,1.0
13580,1,59,1037.1395263671875,1.0
13573,7,355,261.6968994140625,1.0
