2.157709947885126101e-01,1.087150601839787928e-01,3.040049177905160965e-02,-2.389921430536452729e-02,-3.897344051031256112e-02,-6.643458707749068208e-03,8.828295294428190054e-03,-1.043958403893890767e-02,1.748114777339553234e-03,8.010205639574456823e-04,-7.464385624226813065e-02,-1.786788782804788756e-01
1.087150601839787928e-01,7.422137579866817936e-02,2.521041041866091403e-02,-1.094097828445090084e-02,-1.853123920439615768e-02,5.302767029005525309e-03,1.721116278524371587e-02,3.048051233371248080e-03,4.165304792499597078e-03,8.278514076851048583e-04,-5.213419594779441363e-02,-1.284736303975965999e-01
3.040049177905160965e-02,2.521041041866091403e-02,1.354720575897887247e-02,3.725781735956536223e-03,-8.828369580275176841e-05,5.442873442711096063e-03,8.679645806760553917e-03,3.628823519767500946e-03,1.167743893395008746e-03,-2.427509862635711564e-03,-2.369109263409760815e-02,-5.174421393379990963e-02
-2.389921430536452729e-02,-1.094097828445090084e-02,3.725781735956536223e-03,1.300250242008476644e-02,1.217526635810289859e-02,3.983314425930842631e-03,7.395171564002623980e-04,3.513916519607722042e-03,-4.640309045436633202e-04,-4.322778993866360948e-03,-1.935900610145425450e-03,6.847634439921981668e-03
-3.897344051031256112e-02,-1.853123920439615768e-02,-8.828369580275176841e-05,1.217526635810289859e-02,1.415816296128493551e-02,5.175658477464590082e-03,4.075347799100243439e-04,3.110679422766267615e-03,-1.335145998254809365e-03,-3.367120932628068445e-03,6.876714960222187270e-03,2.540311068956212920e-02
-6.643458707749068208e-03,5.302767029005525309e-03,5.442873442711096063e-03,3.983314425930842631e-03,5.175658477464590082e-03,9.464766932567706542e-03,1.058207501996924482e-02,3.418135983279151340e-03,-3.027991430170755196e-03,-1.216542400640524156e-04,1.986691104490913382e-04,-4.728277810841965967e-03
8.828295294428190054e-03,1.721116278524371587e-02,8.679645806760553917e-03,7.395171564002623980e-04,4.075347799100243439e-04,1.058207501996924482e-02,1.613966260372745598e-02,6.583121846787675507e-03,-1.603573685320745963e-03,2.849290786943443118e-03,-2.897695927263018150e-03,-2.184359090887809385e-02
-1.043958403893890767e-02,3.048051233371248080e-03,3.628823519767500946e-03,3.513916519607722042e-03,3.110679422766267615e-03,3.418135983279151340e-03,6.583121846787675507e-03,9.540848346187144266e-03,4.919270186618614552e-03,3.156225010833714484e-03,-5.087222267567730527e-05,-7.243827968083612831e-03
1.748114777339553234e-03,4.165304792499597078e-03,1.167743893395008746e-03,-4.640309045436633202e-04,-1.335145998254809365e-03,-3.027991430170755196e-03,-1.603573685320745963e-03,4.919270186618614552e-03,7.709469796723036547e-03,4.106108418625444012e-03,-4.522641619024865209e-03,-1.536013020628423584e-02
8.010205639574456823e-04,8.278514076851048583e-04,-2.427509862635711564e-03,-4.322778993866360948e-03,-3.367120932628068445e-03,-1.216542400640524156e-04,2.849290786943443118e-03,3.156225010833714484e-03,4.106108418625444012e-03,1.289951479841988831e-02,1.569478774644540373e-02,3.146517527881337317e-03
-7.464385624226813065e-02,-5.213419594779441363e-02,-2.369109263409760815e-02,-1.935900610145425450e-03,6.876714960222187270e-03,1.986691104490913382e-04,-2.897695927263018150e-03,-5.087222267567730527e-05,-4.522641619024865209e-03,1.569478774644540373e-02,6.854320587858708791e-02,1.161982244906232531e-01
-1.786788782804788756e-01,-1.284736303975965999e-01,-5.174421393379990963e-02,6.847634439921981668e-03,2.540311068956212920e-02,-4.728277810841965967e-03,-2.184359090887809385e-02,-7.243827968083612831e-03,-1.536013020628423584e-02,3.146517527881337317e-03,1.161982244906232531e-01,2.663463660680618350e-01
