run subrun event vtxid Enu_1e1p Eta PT_1e1p AlphaT_1e1p SphB_1e1p PzEnu_1e1p ChargeNearTrunk Q0_1e1p Q3_1e1p Thetas Phis PTRat_1e1p Proton_ThetaReco Proton_PhiReco MinShrFrac MaxShrFrac BjXB_1e1p BjYB_1e1p Proton_Edep Electron_Edep Lepton_ThetaReco Lepton_PhiReco OpenAng Xreco Yreco Zreco MPIDY_muon MPIDY_proton MPIDY_eminus shower_fraction Shower_Consistency EnuQE_lepton EnuQE_proton EnuTrue ccnc scedr POTweight GenieWeight LEEweight label newpi0flag datarun filetag nBDTs tvweight0 sigprob0 tvweight1 sigprob1 tvweight2 sigprob2 tvweight3 sigprob3 tvweight4 sigprob4 tvweight5 sigprob5 tvweight6 sigprob6 tvweight7 sigprob7 tvweight8 sigprob8 tvweight9 sigprob9 tvweight10 sigprob10 tvweight11 sigprob11 tvweight12 sigprob12 tvweight13 sigprob13 tvweight14 sigprob14 tvweight15 sigprob15 tvweight16 sigprob16 tvweight17 sigprob17 tvweight18 sigprob18 tvweight19 sigprob19 sigprobavg sigprobmedian sigprobmax sigprob bdtweight
6894 39 1999 2 727.2778267410155 0.0733552873134613 719.7624306514158 0.09429842844741092 10767.645081404327 -147.49430725467937 208.79942321777344 525.9693858886718 614.5506712565854 2.585230827331543 3.067718267440796 0.7787671791318905 1.006318211555481 1.1626381874084473 0.5454545617103577 0.5454545617103577 0.29922549183626446 0.6979606465673505 497.3617858886719 198.61174085234376 1.578912615776062 -1.905079960823059 2.5808825492858887 178.39207458496094 -80.11773681640625 10.050000190734863 0.007555339019745588 0.034102197736501694 0.7023044228553772 1.3932386054723271 0.8290125936578715 292.2241364413554 8114.298076222323 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 2.0 0.021533249 2.0 0.038190838 2.0 0.009139164 0.0 0.009557778 2.0 0.007813999 0.0 0.015224339 2.0 0.026670258 2.0 0.006752469 0.0 0.008509621 2.0 0.022587117 2.0 0.010892722 2.0 0.009386532 2.0 0.0102344155 0.0 0.012479758 0.0 0.01575844 0.0 0.007914657 2.0 0.012608061 2.0 0.015869025 2.0 0.008189181 2.0 0.008491463 0.014882749578516399 0.01056356867775321 0.03819083794951439 0.01056356867775321 1
6866 148 7417 4 731.0637514009373 0.03549332544207573 570.171118180113 3.0503200704337834 14260.681791377834 -502.3679770588097 0.0 248.78130605468743 678.0155296858128 2.945347547531128 0.1813896894454956 0.9281241485385442 0.4378074109554291 -1.2770463228225708 0.39116719365119934 0.39116719365119934 3.3090013785286594 0.3662956740404173 220.1737060546875 479.58574534625 2.507539987564087 -1.4584360122680664 2.0744311809539795 15.688515663146973 -8.229483604431152 721.5999755859375 0.0 0.0 0.0 1.1471316565894933 0.8832986336272494 10720.528557742828 544.9210123193435 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 2.0 0.0075895037 2.0 0.007881434 0.0 0.0027778957 2.0 0.021236263 2.0 0.017616276 2.0 0.014355539 2.0 0.025913306 2.0 0.01848744 2.0 0.012970795 0.0 0.029245412 0.0 0.01728615 0.0 0.010572029 2.0 0.010491714 2.0 0.015378969 2.0 0.02014377 0.0 0.01640241 0.0 0.01144674 2.0 0.009361049 2.0 0.018505026 2.0 0.024450077 0.01602722574690623 0.01649762224406004 0.025913305580615997 0.01649762224406004 1
6829 179 8954 5 1012.6459044108983 0.07870674133300781 583.8282702014072 2.942051143768791 4928.231423939784 -982.2557563126521 392.6809997558594 131.41129567871087 890.9980350223034 2.5942575931549072 2.6944258213043213 0.9986479774445619 0.635197103023529 -0.9644484519958496 1.0 1.0 5.594671134256431 0.32770307265731785 102.80369567871094 878.5379087321875 1.9590604305267334 1.7299773693084717 2.4979538917541504 196.80035400390625 21.301979064941406 569.6500244140625 0.00972744170576334 0.030644185841083527 0.7148693203926086 1.5486368230475633 0.07929656747661473 -2737.328826183027 401.3830438553913 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 2.0 0.013875603 2.0 0.009356601 2.0 0.007501186 2.0 0.007490951 2.0 0.0063341837 2.0 0.012204464 2.0 0.011167495 2.0 0.008976199 0.0 0.011892055 0.0 0.0070324396 2.0 0.0074242493 2.0 0.006755437 2.0 0.0056292983 2.0 0.0070701493 2.0 0.014327674 0.0 0.008034392 2.0 0.0048449086 2.0 0.0087401075 2.0 0.006473735 0.0 0.0099553075 0.008635765028884634 0.007496068486943841 0.01432767417281866 0.007496068486943841 1
6752 105 5258 1 1084.2318882815625 0.34267544746398926 293.74259482253245 3.0689949559671668 2840.3095784522657 -1510.7731940332983 180.02517700195312 127.62822988281255 683.8843404002305 3.2522988319396973 3.2084169387817383 0.5671782506657473 0.8060784339904785 0.6497369408607483 0.46000000834465027 0.46000000834465027 9.065344950480972 0.22480750866303909 99.0206298828125 953.90695839875 2.4462203979492188 -2.5586800575256348 3.021909713745117 137.43240356445312 -40.05184555053711 669.75 0.0 0.0 0.0 1.362542584908161 0.5052730019256619 -1151.1656206519567 501.25524249762725 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 0.0 0.0141296 2.0 0.004740457 2.0 0.006465058 0.0 0.015312219 0.0 0.008046414 2.0 0.028314855 0.0 0.0075432495 0.0 0.007763257 2.0 0.012114713 2.0 0.015038595 2.0 0.04269056 2.0 0.030978566 2.0 0.0055472306 0.0 0.0129855955 2.0 0.012043353 0.0 0.0071600014 2.0 0.009587916 2.0 0.017817311 2.0 0.037570383 0.0 0.011443902 0.018575749786881108 0.01357665378600359 0.04269056022167206 0.01357665378600359 1
6748 93 4663 5 1030.2134126395313 0.2833978533744812 662.4842382229427 2.837502631343855 3977.3868566271362 -1120.2958216972893 415.08306884765625 118.8486278320313 871.4592772535897 2.7279136180877686 2.2947158813476562 0.9908814272966895 0.6795965433120728 -0.06965265423059464 0.04965517297387123 0.22448979318141937 6.856053551342623 0.31568433474323776 90.24102783203125 908.6680848075 2.0483169555664062 2.2250633239746094 2.384982109069824 191.47227478027344 -72.98857116699219 550.4000244140625 0.1936957687139511 0.5868988037109375 0.3528408110141754 1.062782288037677 1.2178841023744809 -2046.946232182886 390.58825751829704 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 0.0 0.019813089 2.0 0.022812054 2.0 0.026991632 0.0 0.032123327 2.0 0.016943332 2.0 0.11606077 2.0 0.03359278 0.0 0.035856962 2.0 0.059141543 2.0 0.07839749 0.0 0.014003758 0.0 0.019044293 0.0 0.009862854 0.0 0.03201324 0.0 0.045830753 2.0 0.061093822 2.0 0.05126809 0.0 0.030635845 2.0 0.039020494 2.0 0.0308949 0.048746991394595665 0.03902049362659454 0.116060771048069 0.03902049362659454 1
6697 118 5925 1 1022.6605044833593 0.2824287712574005 103.27125828405828 2.7099210098485975 2967.269401759217 -999.3614889798531 0.0 287.95766713867204 755.3723403430375 3.0326578617095947 3.8477470874786377 0.9754821846194771 0.08958685398101807 -1.0304574966430664 0.4000000059604645 0.6086956262588501 6.102780264148172 0.28802578319855376 259.3500671386719 732.0061373446875 2.943071126937866 2.8172895908355713 2.9990146160125732 165.26080322265625 -74.31536102294922 507.0 0.0 0.0 0.0 1.2355942055345972 1.0711620582702173 -1281.4092212197233 519.309598294955 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 0.0 0.026501568 2.0 0.013781268 0.0 0.029320879 2.0 0.023523983 2.0 0.019931909 0.0 0.01757918 2.0 0.027317207 2.0 0.024882263 2.0 0.022051295 2.0 0.020080222 2.0 0.036345255 2.0 0.015317779 2.0 0.029430881 0.0 0.023718279 0.0 0.013891093 0.0 0.014279792 2.0 0.037536748 2.0 0.025589386 2.0 0.012890101 2.0 0.03318781 0.024419007623302087 0.024203122593462467 0.03753674775362015 0.024203122593462467 1
6630 35 1761 3 886.2155809052929 0.4766402542591095 518.7788661810285 2.8450402872474747 698755.9651461161 -936.1266478286141 191.81900024414062 86.8621089721679 791.7383732223943 3.097686529159546 2.6643128395080566 0.9954038206908364 1.38671875 1.3188587427139282 0.0 0.6875 4.148742196849727 0.31460354091067416 58.25450897216797 796.656771933125 1.7109678983688354 -1.345454216003418 2.668689250946045 87.34088134765625 77.49888610839844 77.75 0.0958365797996521 0.3933488428592682 0.7729483842849731 3.274714369722006 1.1359758241078535 493479.4833858432 -2103.840491400853 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 1.0 0.0027291805 1.0 0.0070881415 1.0 0.0012616544 1.0 0.0019739969 1.0 0.0007040794 1.0 0.0031002704 1.0 0.0033815694 1.0 0.0038197888 1.0 0.0052100774 1.0 0.003981795 1.0 0.002709394 1.0 0.0013216981 1.0 0.0010986002 1.0 0.0029298465 1.0 0.006071341 1.0 0.0031011354 1.0 0.00326014 1.0 0.0008451391 1.0 0.0011037566 1.0 0.0043559996 0.0030023802391951904 0.003015058464370668 0.007088141515851021 0.003015058464370668 1
6330 27 1383 0 774.8459980571873 0.26653629541397095 782.0349521029734 0.3025863615095661 3919.4689440956654 -279.8384347425093 0.0 480.9715831542968 359.60599802830893 2.0840888023376465 2.9025352001190186 0.8449564027275827 1.2821886539459229 1.607303261756897 0.43776223063468933 1.0 0.04628811942084461 0.4003185908159581 452.3639831542969 291.1777149028906 0.8019000887870789 -1.2952319383621216 2.061736583709717 102.82769775390625 -46.98819351196289 696.2000122070312 0.0 0.0 0.0 1.9080697930785757 1.2942278662603135 354.99690648514394 -2182.6071566963174 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 0.0 0.012093587 0.0 0.009910287 2.0 0.0032689034 0.0 0.0015523657 0.0 0.002759287 2.0 0.0023523264 2.0 0.0037924754 2.0 0.0018647965 0.0 0.001820061 0.0 0.0027072357 2.0 0.002057777 2.0 0.0044888873 0.0 0.001753331 2.0 0.0044406657 2.0 0.0069637983 2.0 0.008649095 2.0 0.001972822 0.0 0.009864908 0.0 0.0023537916 2.0 0.0022675474 0.003829008582132784 0.0032689033541828394 0.008649094961583614 0.0032689033541828394 1
6318 144 7219 0 900.5816331068944 0.11242122203111649 418.30377122162537 2.8044992180998265 2854.3549232509886 -1157.4053196302918 0.0 129.47052266845708 554.8996105520724 2.9816904067993164 1.3173478841781616 0.8521980292973138 0.32573401927948 -1.413586974143982 0.3636363744735718 0.3636363744735718 8.465823776110552 0.2106909424704394 100.86292266845703 768.4144104384375 2.655956506729126 -2.7309348583221436 2.498793363571167 186.16000366210938 76.91228485107422 143.5 0.0 0.0 0.0 0.9401523598374337 0.872996882041565 -1346.9400501954012 310.82053514303533 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 0.0 0.023166075 2.0 0.015442407 0.0 0.012025681 2.0 0.06241307 2.0 0.07732007 0.0 0.047804665 0.0 0.06064757 0.0 0.012987368 2.0 0.016267957 2.0 0.1712795 0.0 0.048571482 0.0 0.010177807 0.0 0.032321624 2.0 0.07816161 2.0 0.03340855 2.0 0.062950045 2.0 0.0379141 0.0 0.028777791 0.0 0.03306541 0.0 0.025066629 0.0616841461095545 0.06241307035088539 0.17127950489521027 0.06241307035088539 1
6318 99 4971 1 1151.815265150156 0.0024382874835282564 136.6290258306924 0.4945780238004275 7146.4951033120215 -623.1871380015356 528.3959350585938 545.4920604492189 1059.4816028086864 2.907966375350952 3.265399694442749 0.2502366520440132 0.4914111793041229 -0.9570437073707581 0.01430429145693779 0.6456043720245361 2.7962692166791334 0.45839882335577586 516.8844604492188 603.6265047009375 2.416555404663086 2.3083560466766357 2.8978357315063477 51.27338790893555 -0.5888450145721436 847.5 0.0 0.0 0.0 1.091212066667077 0.30695193135580334 -3937.4913724136914 1079.0872268869969 -99998.0 -9999 -99998.0 1.0408164981568532e+20 1.0 0.0 EXTBNB False 1 ext 20.0 0.0 0.12901479 0.0 0.14865091 2.0 0.6073719 2.0 0.18040757 0.0 0.11432441 0.0 0.16914405 2.0 0.37611437 0.0 0.25410533 0.0 0.14489566 2.0 0.34364715 2.0 0.3161378 2.0 0.48171216 0.0 0.2472709 0.0 0.09215837 0.0 0.16249001 2.0 0.4732343 2.0 0.30008033 2.0 0.15525939 0.0 0.18698202 2.0 0.63169426 0.3865659236907959 0.3598807603120804 0.6316942572593689 0.3598807603120804 1
